Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.003844,8.356229,[62 44] ; [34 56],[51.91836735 54.08163265] ; [44.08163265 45.91836735],0
v2,1,0.007014,7.269257,[72 35] ; [44 47],[62.68686869 44.31313131] ; [53.31313131 37.68686869],0
s2,1,0.014816,5.938244,[82 26] ; [57 38],[73.95073892 34.04926108] ; [65.04926108 29.95073892],0
b5,1,0.021592,5.278391,[72 40] ; [46 49],[63.84541063 48.15458937] ; [54.15458937 40.84541063],0
p9,1,0.023032,5.166053,[101   9] ; [77 18],[95.51219512 14.48780488] ; [82.48780488 12.51219512],0
a7,1,0.026088,4.950189,[70 42] ; [73 22],[77.37198068 34.62801932] ; [65.62801932 29.37198068],0
a8,1,0.041216,4.16713,[21 77] ; [ 9 78],[15.89189189 82.10810811] ; [14.10810811 72.89189189],0
s5,1,0.047409,3.930825,[48 59] ; [29 64],[41.195 65.805] ; [35.805 57.195],0
p3,1,0.068521,3.31809,[59 53] ; [38 57],[52.48309179 59.51690821] ; [44.51690821 50.48309179],0
n5,1,0.074657,3.177548,[89 21] ; [66 28],[83.57843137 26.42156863] ; [71.42156863 22.57843137],0
r2,1,0.084126,2.98333,[107   4] ; [86  9],[103.99514563   7.00485437] ; [89.00485437  5.99514563],0
a4,1,0.085412,2.958786,[57 55] ; [37 58],[50.85990338 61.14009662] ; [43.14009662 51.85990338],0
p1,1,0.088132,2.908174,[ 10 102] ; [ 3 92],[  7.03381643 104.96618357] ; [ 5.96618357 89.03381643],0
a3,1,0.101286,2.685179,[94 18] ; [71 24],[89.27536232 22.72463768] ; [75.72463768 19.27536232],0
n2,1,0.1215,2.39788,[23  4] ; [21 10],[20.48275862  6.51724138] ; [23.51724138  7.48275862],0
p7,1,0.136546,2.216458,[68 40] ; [50 45],[62.77832512 45.22167488] ; [55.22167488 39.77832512],0
s3,1,0.142517,2.150574,[83 24] ; [65 30],[78.3960396 28.6039604] ; [69.6039604 25.3960396],0
u4,1,0.14485,2.125664,[  5 107] ; [ 1 94],[  3.24637681 108.75362319] ; [ 2.75362319 92.24637681],0
p8,1,0.158541,1.98809,[57 54] ; [39 55],[51.9804878 59.0195122] ; [44.0195122 49.9804878],0
v4,1,0.175616,1.834338,[108   2] ; [90  5],[106.24390244   3.75609756] ; [91.75609756  3.24390244],0
b4,1,0.205951,1.599662,[61 51] ; [60 35],[65.46859903 46.53140097] ; [55.53140097 39.46859903],0
n4,1,0.214113,1.543399,[88 22] ; [69 26],[84.24390244 25.75609756] ; [72.75609756 22.24390244],0
r1,1,0.214195,1.542844,[99 11] ; [80 15],[96.04878049 13.95121951] ; [82.95121951 12.04878049],0
n1,1,0.248664,1.330792,[14 13] ; [11 19],[11.84210526 15.15789474] ; [13.15789474 16.84210526],0
a5,1,0.249136,1.328142,[89 23] ; [69 26],[85.48792271 26.51207729] ; [72.51207729 22.48792271],0
p2,1,0.265204,1.241388,[93 19] ; [73 22],[89.81642512 22.18357488] ; [76.18357488 18.81642512],0
p5,1,0.274794,1.192659,[13 96] ; [ 7 88],[10.68627451 98.31372549] ; [ 9.31372549 85.68627451],0
d4,1,0.35628,0.850962,[94 18] ; [75 20],[91.43961353 20.56038647] ; [77.56038647 17.43961353],0
p4,1,0.371195,0.799659,[63 48] ; [48 47],[59.81067961 51.18932039] ; [51.18932039 43.81067961],0
n3,1,0.383724,0.758737,[20  7] ; [19 11],[18.47368421  8.52631579] ; [20.52631579  9.47368421],0
a6,1,0.394898,0.723806,[74 38] ; [68 27],[76.83091787 35.16908213] ; [65.16908213 29.83091787],0
d2,1,0.435555,0.607965,[65 47] ; [50 45],[62.22222222 49.77777778] ; [52.77777778 42.22222222],0
b1,1,0.452747,0.563765,[47 65] ; [35 60],[44.36714976 67.63285024] ; [37.63285024 57.36714976],0
s7,1,0.461169,0.543055,[80 26] ; [63 26],[77.73333333 28.26666667] ; [65.26666667 23.73333333],0
b2,1,0.47219,0.516846,[33 51] ; [19 38],[30.9787234 53.0212766] ; [21.0212766 35.9787234],0
b3,1,0.47219,0.516846,[33 51] ; [19 38],[30.9787234 53.0212766] ; [21.0212766 35.9787234],0
u3,1,0.508332,0.4375,[13  5] ; [15  9],[12.  6.] ; [16.  8.],0
r3,1,0.552012,0.353725,[108   4] ; [90  5],[107.13043478   4.86956522] ; [90.86956522  4.13043478],0
d1,1,0.604969,0.267566,[68 44] ; [61 34],[69.79710145 42.20289855] ; [59.20289855 35.79710145],0
u2,1,0.607487,0.263851,[10  7] ; [16  8],[10.7804878  6.2195122] ; [15.2195122  8.7804878],0
n6,1,0.622256,0.24271,[91 19] ; [81 14],[92.29268293 17.70731707] ; [79.70731707 15.29268293],0
p11,1,0.648549,0.207735,[89 23] ; [73 22],[87.65217391 24.34782609] ; [74.34782609 20.65217391],0
p12,1,0.669685,0.181971,[ 10 101] ; [ 7 88],[  9.16019417 101.83980583] ; [ 7.83980583 87.16019417],0
p10,1,0.683299,0.166436,[94 15] ; [80 15],[92.97058824 16.02941176] ; [81.02941176 13.97058824],0
s4,1,0.721081,0.127459,[21 91] ; [16 79],[20.01932367 91.98067633] ; [16.98067633 78.01932367],0
r4,1,0.73149,0.117748,[104   8] ; [87  8],[103.34299517   8.65700483] ; [87.65700483  7.34299517],0
s6,1,0.755887,0.09665,[91 19] ; [77 18],[90.14634146 19.85365854] ; [77.85365854 17.14634146],0
a1,1,0.812104,0.056507,[  4 108] ; [ 4 91],[  4.32850242 107.67149758] ; [ 3.67149758 91.32850242],0
s1,1,0.842627,0.039416,[  4 104] ; [ 3 91],[  3.74257426 104.25742574] ; [ 3.25742574 90.74257426],0
d5,1,0.860298,0.030974,[93 19] ; [78 17],[92.52173913 19.47826087] ; [78.47826087 16.52173913],0
a2,1,0.869058,0.027177,[33 79] ; [27 68],[32.46376812 79.53623188] ; [27.53623188 67.46376812],0
u1,1,0.948774,0.004128,[22 90] ; [19 76],[22.18357488 89.81642512] ; [18.81642512 76.18357488],0
d3,1,0.970459,0.001371,[74 38] ; [63 32],[74.12560386 37.87439614] ; [62.87439614 32.12560386],0
