Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.504946,[15 74] ; [26 14],[28.28682171 60.71317829] ; [12.71317829 27.28682171],1
s8,1,0.0,25.571173,[15 77] ; [24 16],[27.18181818 64.81818182] ; [11.81818182 28.18181818],1
s6,1,2e-06,22.251298,[36 55] ; [33  6],[48.3 42.7] ; [20.7 18.3],1
s3,1,0.000408,12.49426,[32 56] ; [28 12],[41.25 46.75] ; [18.75 21.25],1
s5,1,0.000932,10.958327,[ 7 83] ; [12 28],[13.15384615 76.84615385] ; [ 5.84615385 34.15384615],1
p10,1,0.001336,10.291493,[49 40] ; [33  6],[57.015625 31.984375] ; [24.984375 14.015625],0
a5,1,0.001831,9.711693,[35 57] ; [27 13],[43.21212121 48.78787879] ; [18.78787879 21.21212121],0
p2,1,0.007652,7.113106,[56 35] ; [34  6],[62.51908397 28.48091603] ; [27.48091603 12.51908397],0
s4,1,0.010617,6.528261,[14 78] ; [14 26],[19.51515152 72.48484848] ; [ 8.48484848 31.51515152],0
r4,1,0.011975,6.314538,[61 31] ; [35  5],[66.90909091 25.09090909] ; [29.09090909 10.90909091],0
a3,1,0.017666,5.629009,[36 54] ; [25 15],[42.23076923 47.76923077] ; [18.76923077 21.23076923],0
r3,1,0.023667,5.118836,[68 22] ; [37  3],[72.69230769 17.30769231] ; [32.30769231  7.69230769],0
n2,1,0.046558,3.961301,[20 11] ; [13  1],[22.73333333  8.26666667] ; [10.26666667  3.73333333],0
p9,1,0.069964,3.283873,[57 32] ; [32  8],[61.40310078 27.59689922] ; [27.59689922 12.40310078],0
d5,1,0.086308,2.941917,[38 54] ; [23 17],[42.51515152 49.48484848] ; [18.48484848 21.51515152],0
r1,1,0.092778,2.825504,[48 42] ; [27 12],[52.3255814 37.6744186] ; [22.6744186 16.3255814],0
d3,1,0.109345,2.563662,[20 72] ; [14 26],[23.6969697 68.3030303] ; [10.3030303 29.6969697],0
a6,1,0.1117,2.53,[46 46] ; [26 14],[50.18181818 41.81818182] ; [21.81818182 18.18181818],0
