Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,89.731197,[221  82] ; [ 36 106],[174.99101124 128.00898876] ; [82.00898876 59.99101124],1
p6,1,0.0,48.506217,[160 140] ; [ 26 116],[126.24434389 173.75565611] ; [59.75565611 82.24434389],1
p8,1,0.0,40.549296,[205  97] ; [50 90],[174.23076923 127.76923077] ; [80.76923077 59.23076923],1
p2,1,0.0,34.233384,[283  19] ; [105  37],[263.90990991  38.09009009] ; [124.09009009  17.90990991],1
p7,1,0.0,28.714745,[233  68] ; [70 65],[209.18119266  91.81880734] ; [93.81880734 41.18119266],1
v1,1,0.0,25.6043,[197  97] ; [58 82],[172.74193548 121.25806452] ; [82.25806452 57.74193548],1
n4,1,2.3e-05,17.930575,[268  36] ; [103  40],[252.31319911  51.68680089] ; [118.68680089  24.31319911],1
s6,1,4.4e-05,16.675185,[230  66] ; [83 58],[212.00915332  83.99084668] ; [100.99084668  40.00915332],1
p5,1,6.8e-05,15.858781,[ 55 246] ; [  6 135],[ 41.54072398 259.45927602] ; [ 19.45927602 121.54072398],1
n5,1,8.6e-05,15.431558,[256  47] ; [97 45],[240.35730337  62.64269663] ; [112.64269663  29.35730337],1
p11,1,0.000286,13.161703,[270  34] ; [108  35],[257.0738255  46.9261745] ; [120.9261745  22.0738255],1
r4,1,0.0027,8.999826,[291  13] ; [126  17],[283.59731544  20.40268456] ; [133.40268456   9.59731544],0
s7,1,0.004621,8.021985,[172 117] ; [63 77],[158.31002331 130.68997669] ; [76.68997669 63.31002331],0
s2,1,0.005023,7.871024,[189 111] ; [70 73],[175.39503386 124.60496614] ; [83.60496614 59.39503386],0
a5,1,0.009038,6.815231,[267  37] ; [112  31],[257.75391499  46.24608501] ; [121.24608501  21.75391499],0
p9,1,0.009859,6.660231,[293  10] ; [130  13],[287.37443946  15.62556054] ; [135.62556054   7.37443946],0
u1,1,0.011097,6.449655,[ 92 212] ; [ 27 116],[ 80.93064877 223.06935123] ; [ 38.06935123 104.93064877],0
s5,1,0.013511,6.100884,[130 159] ; [44 92],[118.32 170.68] ; [55.68 80.32],0
