Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.011325,6.413555,[10  3] ; [ 8 16],[6.32432432 6.67567568] ; [11.67567568 12.32432432],0
p4,1,0.017983,5.597831,[12  1] ; [13 11],[8.78378378 4.21621622] ; [16.21621622  7.78378378],0
s3,1,0.018856,5.514776,[9 4] ; [ 7 17],[5.62162162 7.37837838] ; [10.37837838 13.62162162],0
a6,1,0.021997,5.246036,[10  3] ; [ 9 15],[6.67567568 6.32432432] ; [12.32432432 11.67567568],0
s6,1,0.039941,4.2204,[10  3] ; [10 14],[7.02702703 5.97297297] ; [12.97297297 11.02702703],0
a7,1,0.039941,4.2204,[ 3 10] ; [14 10],[5.97297297 7.02702703] ; [11.02702703 12.97297297],0
d4,1,0.064008,3.43036,[11  2] ; [13 11],[8.43243243 4.56756757] ; [15.56756757  8.43243243],0
r1,1,0.068406,3.320866,[ 3 10] ; [13 11],[5.62162162 7.37837838] ; [10.37837838 13.62162162],0
p6,1,0.07932,3.078772,[7 6] ; [ 6 18],[4.56756757 8.43243243] ; [ 8.43243243 15.56756757],0
d5,1,0.098281,2.733211,[5 8] ; [16  8],[7.37837838 5.62162162] ; [13.62162162 10.37837838],0
n3,1,0.0994,2.715152,[1 2] ; [9 2],[2.14285714 0.85714286] ; [7.85714286 3.14285714],0
a4,1,0.103031,2.657991,[ 2 11] ; [10 14],[4.21621622 8.78378378] ; [ 7.78378378 16.21621622],0
n1,1,0.20686,1.593266,[2 1] ; [3 8],[1.07142857 1.92857143] ; [3.92857143 7.07142857],0
a1,1,0.232707,1.42424,[ 2 11] ; [ 1 23],[ 1.05405405 11.94594595] ; [ 1.94594595 22.05405405],0
p8,1,0.318725,0.994171,[9 4] ; [12 11],[7.58333333 5.41666667] ; [13.41666667  9.58333333],0
n6,1,0.361535,0.832555,[8 5] ; [11 13],[6.67567568 6.32432432] ; [12.32432432 11.67567568],0
p10,1,0.37095,0.800481,[10  3] ; [15  9],[8.78378378 4.21621622] ; [16.21621622  7.78378378],0
d2,1,0.37095,0.800481,[ 3 10] ; [ 9 15],[4.21621622 8.78378378] ; [ 7.78378378 16.21621622],0
b4,1,0.372944,0.793833,[4 9] ; [11 13],[5.27027027 7.72972973] ; [ 9.72972973 14.27027027],0
r4,1,0.372944,0.793833,[4 9] ; [11 13],[5.27027027 7.72972973] ; [ 9.72972973 14.27027027],0
s8,1,0.392416,0.731442,[5 8] ; [ 6 18],[3.86486486 9.13513514] ; [ 7.13513514 16.86486486],0
p9,1,0.392416,0.731442,[8 5] ; [18  6],[9.13513514 3.86486486] ; [16.86486486  7.13513514],0
v3,1,0.392416,0.731442,[5 8] ; [ 6 18],[3.86486486 9.13513514] ; [ 7.13513514 16.86486486],0
n5,1,0.442703,0.589266,[7 6] ; [16  8],[8.08108108 4.91891892] ; [14.91891892  9.08108108],0
s4,1,0.501273,0.452241,[4 9] ; [ 5 19],[3.16216216 9.83783784] ; [ 5.83783784 18.16216216],0
p11,1,0.501273,0.452241,[9 4] ; [19  5],[9.83783784 3.16216216] ; [18.16216216  5.83783784],0
b5,1,0.50137,0.452036,[8 5] ; [12 12],[7.02702703 5.97297297] ; [12.97297297 11.02702703],0
p12,1,0.509629,0.434829,[ 2 11] ; [ 2 22],[ 1.40540541 11.59459459] ; [ 2.59459459 21.40540541],0
v1,1,0.608766,0.261976,[6 7] ; [ 9 15],[5.27027027 7.72972973] ; [ 9.72972973 14.27027027],0
a5,1,0.608766,0.261976,[7 6] ; [15  9],[7.72972973 5.27027027] ; [14.27027027  9.72972973],0
d1,1,0.634592,0.225885,[ 3 10] ; [ 4 20],[ 2.45945946 10.54054054] ; [ 4.54054054 19.45945946],0
d3,1,0.64155,0.216721,[7 6] ; [11 13],[6.32432432 6.67567568] ; [11.67567568 12.32432432],0
p5,1,0.678863,0.171409,[ 3 10] ; [ 4 19],[ 2.52777778 10.47222222] ; [ 4.47222222 18.52777778],0
r3,1,0.690487,0.158559,[10  3] ; [17  7],[9.48648649 3.51351351] ; [17.51351351  6.48648649],0
n2,1,0.706879,0.141414,[2 1] ; [6 5],[1.71428571 1.28571429] ; [6.28571429 4.71428571],0
u2,1,0.709815,0.138462,[4 2] ; [9 3],[4.33333333 1.66666667] ; [8.66666667 3.33333333],0
u3,1,0.737316,0.1125,[3 3] ; [5 7],[2.66666667 3.33333333] ; [5.33333333 6.66666667],0
b1,1,0.755089,0.097304,[8 5] ; [16  8],[8.43243243 4.56756757] ; [15.56756757  8.43243243],0
v2,1,0.769324,0.086001,[5 8] ; [10 13],[5.41666667 7.58333333] ; [ 9.58333333 13.41666667],0
a8,1,0.771235,0.084541,[ 2 10] ; [ 3 20],[ 1.71428571 10.28571429] ; [ 3.28571429 19.71428571],0
s7,1,0.774622,0.081988,[4 8] ; [ 6 15],[3.63636364 8.36363636] ; [ 6.36363636 14.63636364],0
n4,1,0.792538,0.069177,[7 6] ; [14 10],[7.37837838 5.62162162] ; [13.62162162 10.37837838],0
a3,1,0.823181,0.049933,[7 6] ; [12 12],[6.67567568 6.32432432] ; [12.32432432 11.67567568],0
b2,1,0.834969,0.043403,[2 7] ; [ 3 13],[1.8 7.2] ; [ 3.2 12.8],0
b3,1,0.834969,0.043403,[2 7] ; [ 3 13],[1.8 7.2] ; [ 3.2 12.8],0
v4,1,0.873624,0.025299,[9 4] ; [16  8],[8.78378378 4.21621622] ; [16.21621622  7.78378378],0
s5,1,0.87425,0.025047,[ 3 10] ; [ 5 19],[ 2.81081081 10.18918919] ; [ 5.18918919 18.81081081],0
p2,1,0.87425,0.025047,[10  3] ; [19  5],[10.18918919  2.81081081] ; [18.81081081  5.18918919],0
