Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,117.113342,[240 122] ; [ 5 94],[192.38611714 169.61388286] ; [52.61388286 46.38611714],1
d3,1,0.0,83.023402,[272  90] ; [25 73],[233.72608696 128.27391304] ; [63.27391304 34.72608696],1
d5,1,0.0,78.242349,[314  48] ; [44 54],[281.73043478  80.26956522] ; [76.26956522 21.73043478],1
a5,1,0.0,28.801113,[279  83] ; [49 50],[257.56182213 104.43817787] ; [70.43817787 28.56182213],1
a3,1,2e-06,22.986951,[259 102] ; [45 53],[239.09368192 121.90631808] ; [64.90631808 33.09368192],1
r1,1,2e-06,22.305782,[289  72] ; [55 42],[271.1441048  89.8558952] ; [72.8558952 24.1441048],1
d2,1,2e-06,22.174093,[183 177] ; [24 75],[162.35294118 197.64705882] ; [44.64705882 54.35294118],1
a4,1,2.8e-05,17.525123,[171 190] ; [23 74],[152.91266376 208.08733624] ; [41.08733624 55.91266376],1
a2,1,9.5e-05,15.240368,[ 86 276] ; [ 6 93],[ 72.24295011 289.75704989] ; [19.75704989 79.24295011],1
u1,1,0.000166,14.183373,[ 72 290] ; [ 4 95],[ 59.67895879 302.32104121] ; [16.32104121 82.67895879],1
s5,1,0.002768,8.954129,[124 224] ; [19 78],[111.82921348 236.17078652] ; [31.17078652 65.82921348],0
a7,1,0.004103,8.237441,[268  94] ; [58 40],[256.54782609 105.45217391] ; [69.45217391 28.54782609],0
r2,1,0.004458,8.087354,[335  20] ; [85 14],[328.41409692  26.58590308] ; [91.58590308  7.41409692],0
b2,1,0.004911,7.911819,[ 86 125] ; [12 46],[ 76.86988848 134.13011152] ; [21.13011152 36.86988848],0
b3,1,0.004911,7.911819,[ 86 125] ; [12 46],[ 76.86988848 134.13011152] ; [21.13011152 36.86988848],0
v2,1,0.00508,7.850911,[153 201] ; [26 69],[141.12694878 212.87305122] ; [37.87305122 57.12694878],0
s6,1,0.005466,7.718294,[244 113] ; [51 45],[232.48344371 124.51655629] ; [62.51655629 33.48344371],0
r4,1,0.006231,7.482332,[323  39] ; [78 21],[314.88503254  47.11496746] ; [86.11496746 12.88503254],0
a6,1,0.010647,6.523334,[244 118] ; [53 46],[233.21908894 128.78091106] ; [63.78091106 35.21908894],0
s2,1,0.015691,5.837132,[178 182] ; [35 63],[167.42358079 192.57641921] ; [45.57641921 52.42358079],0
u2,1,0.016645,5.733379,[54 47] ; [18 36],[46.91612903 54.08387097] ; [25.08387097 28.91612903],0
p4,1,0.019846,5.425352,[215 146] ; [46 53],[204.82826087 156.17173913] ; [56.17173913 42.82826087],0
r3,1,0.034216,4.48388,[342  19] ; [87 11],[337.40522876  23.59477124] ; [91.59477124  6.40522876],0
p6,1,0.035635,4.414465,[138 222] ; [26 71],[129.19037199 230.80962801] ; [34.80962801 62.19037199],0
