Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.535675,[ 8 63] ; [21 17],[18.88990826 52.11009174] ; [10.11009174 27.88990826],1
s7,1,0.000581,11.836709,[11 58] ; [17 19],[18.4 50.6] ; [ 9.6 26.4],1
p7,1,0.002615,9.058282,[13 55] ; [17 19],[19.61538462 48.38461538] ; [10.38461538 25.61538462],0
s6,1,0.004399,8.111445,[18 53] ; [20 18],[24.75229358 46.24770642] ; [13.24770642 24.75229358],0
s8,1,0.027806,4.840041,[ 6 65] ; [ 9 29],[ 9.7706422 61.2293578] ; [ 5.2293578 32.7706422],0
p9,1,0.038282,4.292455,[30 37] ; [25 13],[35.0952381 31.9047619] ; [19.9047619 18.0952381],0
n1,1,0.04169,4.147762,[10 27] ; [9 7],[13.26415094 23.73584906] ; [ 5.73584906 10.26415094],0
r3,1,0.042152,4.129103,[30 38] ; [24 13],[34.97142857 33.02857143] ; [19.02857143 17.97142857],0
s5,1,0.043766,4.065582,[ 8 63] ; [10 28],[11.72477064 59.27522936] ; [ 6.27522936 31.72477064],0
a6,1,0.049947,3.843221,[29 42] ; [23 15],[33.87155963 37.12844037] ; [18.12844037 19.87155963],0
d4,1,0.06322,3.450826,[43 27] ; [30  8],[47.31481481 22.68518519] ; [25.68518519 12.31481481],0
p11,1,0.065338,3.396419,[28 43] ; [22 16],[32.56880734 38.43119266] ; [17.43119266 20.56880734],0
d1,1,0.071892,3.239274,[23 48] ; [19 19],[27.35779817 43.64220183] ; [14.64220183 23.35779817],0
p10,1,0.078562,3.094399,[31 39] ; [23 14],[35.3271028 34.6728972] ; [18.6728972 18.3271028],0
p2,1,0.10543,2.621423,[32 38] ; [23 14],[35.98130841 34.01869159] ; [19.01869159 17.98130841],0
b2,1,0.107476,2.590941,[16 25] ; [ 5 20],[13.04545455 27.95454545] ; [ 7.95454545 17.04545455],0
b3,1,0.107476,2.590941,[16 25] ; [ 5 20],[13.04545455 27.95454545] ; [ 7.95454545 17.04545455],0
d5,1,0.132159,2.266962,[38 33] ; [26 12],[41.68807339 29.31192661] ; [22.31192661 15.68807339],0
a3,1,0.14262,2.149462,[37 33] ; [25 12],[40.56074766 29.43925234] ; [21.43925234 15.56074766],0
r2,1,0.148342,2.08922,[34 33] ; [23 12],[37.44117647 29.55882353] ; [19.55882353 15.44117647],0
r1,1,0.226497,1.462723,[18 52] ; [14 24],[20.74074074 49.25925926] ; [11.25925926 26.74074074],0
d3,1,0.262804,1.253925,[35 36] ; [23 15],[37.77981651 33.22018349] ; [20.22018349 17.77981651],0
a4,1,0.296038,1.091959,[19 51] ; [14 24],[21.38888889 48.61111111] ; [11.61111111 26.38888889],0
p1,1,0.318548,0.994899,[ 8 63] ; [ 2 35],[ 6.57407407 64.42592593] ; [ 3.42592593 33.57407407],0
v4,1,0.325948,0.964929,[39 31] ; [23 12],[41.33333333 28.66666667] ; [20.66666667 14.33333333],0
s4,1,0.350474,0.871739,[10 61] ; [ 8 30],[11.72477064 59.27522936] ; [ 6.27522936 31.72477064],0
