Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000642,11.650216,[ 9 24] ; [12  3],[14.4375 18.5625] ; [6.5625 8.4375],1
s5,1,0.001303,10.338462,[ 4 28] ; [9 7],[ 8.66666667 23.33333333] ; [ 4.33333333 11.66666667],0
r1,1,0.003204,8.687756,[12 21] ; [13  3],[16.83673469 16.16326531] ; [8.16326531 7.83673469],0
s2,1,0.0067,7.351638,[ 6 27] ; [9 7],[10.10204082 22.89795918] ; [ 4.89795918 11.10204082],0
p3,1,0.008234,6.981818,[ 6 26] ; [9 7],[10. 22.] ; [ 5. 11.],0
p8,1,0.009937,6.646154,[11 22] ; [11  4],[15.125 17.875] ; [6.875 8.125],0
n6,1,0.009981,6.638328,[19 14] ; [15  1],[22.89795918 10.10204082] ; [11.10204082  4.89795918],0
n4,1,0.014274,6.003924,[17 16] ; [14  2],[20.87755102 12.12244898] ; [10.12244898  5.87755102],0
s8,1,0.026053,4.952507,[ 7 26] ; [8 7],[10.3125 22.6875] ; [ 4.6875 10.3125],0
n1,1,0.043047,4.093567,[ 7 12] ; [7 2],[9.5 9.5] ; [4.5 4.5],0
p1,1,0.059482,3.551778,[ 1 32] ; [ 3 13],[ 2.69387755 30.30612245] ; [ 1.30612245 14.69387755],0
b4,1,0.069007,3.306482,[18 15] ; [13  3],[20.87755102 12.12244898] ; [10.12244898  5.87755102],0
s3,1,0.096053,2.769892,[ 8 24] ; [7 7],[10.43478261 21.56521739] ; [4.56521739 9.43478261],0
n2,1,0.100993,2.689785,[11  8] ; [8 1],[12.89285714  6.10714286] ; [6.10714286 2.89285714],0
p9,1,0.14311,2.144194,[18 13] ; [12  3],[20.2173913 10.7826087] ; [9.7826087 5.2173913],0
n5,1,0.174149,1.846864,[23 10] ; [14  2],[24.91836735  8.08163265] ; [12.08163265  3.91836735],0
a7,1,0.181082,1.788724,[16 17] ; [11  5],[18.18367347 14.81632653] ; [8.81632653 7.18367347],0
a4,1,0.186449,1.745455,[13 20] ; [ 3 12],[11. 22.] ; [ 5. 10.],0
s1,1,0.194763,1.681214,[ 1 32] ; [ 2 14],[ 2.02040816 30.97959184] ; [ 0.97959184 15.02040816],0
p12,1,0.194763,1.681214,[ 1 32] ; [ 2 14],[ 2.02040816 30.97959184] ; [ 0.97959184 15.02040816],0
b3,1,0.257899,1.28,[ 9 11] ; [3 9],[ 7.5 12.5] ; [4.5 7.5],0
b2,1,0.257899,1.28,[ 9 11] ; [3 9],[ 7.5 12.5] ; [4.5 7.5],0
d1,1,0.261496,1.260819,[11 22] ; [8 8],[12.79591837 20.20408163] ; [6.20408163 9.79591837],0
p11,1,0.265948,1.23753,[13 20] ; [9 7],[14.81632653 18.18367347] ; [7.18367347 8.81632653],0
n3,1,0.280077,1.166717,[10  9] ; [6 2],[11.25925926  7.74074074] ; [4.74074074 3.25925926],0
a3,1,0.295912,1.092525,[19 14] ; [11  4],[20.625 12.375] ; [9.375 5.625],0
p4,1,0.296709,1.088929,[11 21] ; [8 8],[12.66666667 19.33333333] ; [6.33333333 9.66666667],0
p6,1,0.335375,0.92803,[ 8 25] ; [ 6 10],[ 9.42857143 23.57142857] ; [ 4.57142857 11.42857143],0
a5,1,0.342774,0.900029,[18 15] ; [11  5],[19.53061224 13.46938776] ; [9.46938776 6.53061224],0
b5,1,0.342774,0.900029,[18 15] ; [11  5],[19.53061224 13.46938776] ; [9.46938776 6.53061224],0
u2,1,0.345099,0.891396,[9 5] ; [2 3],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
v1,1,0.353749,0.859963,[10 23] ; [7 9],[11.44897959 21.55102041] ; [ 5.55102041 10.44897959],0
d5,1,0.353749,0.859963,[23 10] ; [9 7],[21.55102041 11.44897959] ; [10.44897959  5.55102041],0
v3,1,0.368688,0.808081,[ 7 26] ; [ 5 10],[ 8.25 24.75] ; [ 3.75 11.25],0
a2,1,0.372719,0.794581,[ 5 28] ; [ 1 15],[ 4.04081633 28.95918367] ; [ 1.95918367 14.04081633],0
v2,1,0.3779,0.777521,[ 9 24] ; [6 9],[10.3125 22.6875] ; [ 4.6875 10.3125],0
s7,1,0.49168,0.472847,[10 21] ; [6 8],[11.02222222 19.97777778] ; [4.97777778 9.02222222],0
u3,1,0.509893,0.434286,[8 6] ; [2 3],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
p7,1,0.539361,0.376725,[10 19] ; [7 9],[10.95555556 18.04444444] ; [6.04444444 9.95555556],0
p5,1,0.563024,0.334495,[ 4 28] ; [ 3 13],[ 4.66666667 27.33333333] ; [ 2.33333333 13.66666667],0
p10,1,0.57921,0.307514,[20 13] ; [11  5],[20.87755102 12.12244898] ; [10.12244898  5.87755102],0
d2,1,0.597746,0.278409,[15 18] ; [ 6 10],[14.14285714 18.85714286] ; [6.85714286 9.14285714],0
b1,1,0.618743,0.247638,[21 12] ; [9 7],[20.20408163 12.79591837] ; [9.79591837 6.20408163],0
a1,1,0.73341,0.116004,[ 3 30] ; [ 1 15],[ 2.69387755 30.30612245] ; [ 1.30612245 14.69387755],0
u1,1,0.73341,0.116004,[ 3 30] ; [ 1 15],[ 2.69387755 30.30612245] ; [ 1.30612245 14.69387755],0
a6,1,0.764956,0.089389,[15 18] ; [8 8],[15.48979592 17.51020408] ; [7.51020408 8.48979592],0
s4,1,0.841061,0.040215,[ 7 26] ; [ 3 13],[ 6.73469388 26.26530612] ; [ 3.26530612 12.73469388],0
d4,1,0.898467,0.016281,[20 13] ; [10  6],[20.20408163 12.79591837] ; [9.79591837 6.20408163],0
d3,1,0.920746,0.009899,[17 16] ; [8 8],[16.83673469 16.16326531] ; [8.16326531 7.83673469],0
p2,1,1.0,0.0,[20 12] ; [10  6],[20. 12.] ; [10.  6.],0
