Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,174.83397,[ 42 215] ; [222  86],[120.08495575 136.91504425] ; [143.91504425 164.08495575],1
d4,1,0.0,156.489484,[144 114] ; [304   4],[204.21201413  53.78798587] ; [243.78798587  64.21201413],1
d3,1,0.0,153.854808,[ 99 159] ; [273  37],[168.97183099  89.02816901] ; [203.02816901 106.97183099],1
d5,1,0.0,137.261577,[148 110] ; [302   8],[204.40140845  53.59859155] ; [245.59859155  64.40140845],1
a2,1,0.0,75.349372,[ 14 244] ; [111 200],[ 56.67838313 201.32161687] ; [ 68.32161687 242.67838313],1
a4,1,0.0,70.8497,[ 58 199] ; [178 131],[107.1590106 149.8409894] ; [128.8409894 180.1590106],1
u1,1,0.0,59.096564,[  6 252] ; [ 79 232],[ 38.54130053 219.45869947] ; [ 46.45869947 264.54130053],1
a5,1,0.0,40.182507,[148 110] ; [254  57],[182.27768014  75.72231986] ; [219.72231986  91.27768014],1
a3,1,0.0,31.038088,[144 112] ; [243  68],[174.73015873  81.26984127] ; [212.26984127  98.73015873],1
a6,1,2e-06,22.547149,[152 106] ; [240  70],[178.05633803  79.94366197] ; [213.94366197  96.05633803],1
r1,1,2e-06,22.194177,[184  72] ; [270  38],[206.07092199  49.92907801] ; [247.92907801  60.07092199],1
a7,1,1.2e-05,19.093583,[162  96] ; [246  64],[185.32394366  72.67605634] ; [222.67605634  87.32394366],1
v2,1,1.9e-05,18.251981,[103 141] ; [179 116],[127.65862709 116.34137291] ; [154.34137291 140.65862709],1
s8,1,9.5e-05,15.236276,[ 70 187] ; [133 176],[ 92.17491166 164.82508834] ; [110.82508834 198.17491166],1
s7,1,0.001592,9.968722,[ 81 165] ; [137 159],[ 98.94464945 147.05535055] ; [119.05535055 176.94464945],0
p4,1,0.002893,8.87351,[ 98 157] ; [158 152],[115.53982301 139.46017699] ; [140.46017699 169.53982301],0
n2,1,0.005272,7.78385,[56 11] ; [51 30],[48.43918919 18.56081081] ; [58.56081081 22.43918919],0
s2,1,0.00796,7.042493,[ 99 156] ; [154 154],[114.59147425 140.40852575] ; [138.40852575 169.59147425],0
p10,1,0.011202,6.43294,[178  75] ; [246  63],[190.87544484  62.12455516] ; [233.12455516  75.87544484],0
r3,1,0.016299,5.770328,[232  26] ; [295  15],[239.37676056  18.62323944] ; [287.62323944  22.37676056],0
u2,1,0.016498,5.748971,[49 62] ; [42 25],[56.74719101 54.25280899] ; [34.25280899 32.74719101],0
b3,1,0.01677,5.720311,[ 36 104] ; [ 73 118],[46.10271903 93.89728097] ; [ 62.89728097 128.10271903],0
b2,1,0.01677,5.720311,[ 36 104] ; [ 73 118],[46.10271903 93.89728097] ; [ 62.89728097 128.10271903],0
n4,1,0.022056,5.241333,[170  86] ; [233  77],[182.27561837  73.72438163] ; [220.72438163  89.27561837],0
s5,1,0.025473,4.991464,[ 58 193] ; [ 95 205],[ 69.6969147 181.3030853] ; [ 83.3030853 216.6969147],0
