Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,229.212295,[296 123] ; [ 39 256],[196.58963585 222.41036415] ; [138.41036415 156.58963585],1
d5,1,0.0,187.954112,[409  10] ; [167 129],[337.54405594  81.45594406] ; [238.45594406  57.54405594],1
d4,1,0.0,179.438331,[413   6] ; [177 118],[346.232493  72.767507] ; [243.767507  51.232493],1
d3,1,0.0,171.906985,[367  53] ; [121 174],[286.65734266 133.34265734] ; [201.34265734  93.65734266],1
a5,1,0.0,77.584743,[360  61] ; [165 130],[308.69413408 112.30586592] ; [216.30586592  78.69413408],1
a2,1,0.0,71.342839,[141 280] ; [ 20 276],[ 94.53417015 326.46582985] ; [ 66.46582985 229.53417015],1
a4,1,0.0,63.219147,[236 184] ; [ 77 217],[184.11764706 235.88235294] ; [128.88235294 165.11764706],1
u1,1,0.0,58.672018,[111 310] ; [ 13 283],[ 72.80892608 348.19107392] ; [ 51.19107392 244.80892608],1
a3,1,0.0,38.392847,[337  83] ; [174 121],[300.16783217 119.83216783] ; [210.83216783  84.16783217],1
p4,1,2e-06,23.136397,[286 132] ; [147 144],[255.28067701 162.71932299] ; [177.71932299 113.28067701],1
s8,1,1.6e-05,18.600747,[217 201] ; [105 190],[188.77419355 229.22580645] ; [133.22580645 161.77419355],1
s2,1,2.7e-05,17.649386,[236 181] ; [118 173],[208.5 208.5] ; [145.5 145.5],1
r2,1,3.6e-05,17.092415,[405  11] ; [263  29],[392.49717514  23.50282486] ; [275.50282486  16.49717514],1
n4,1,0.000164,14.202276,[353  68] ; [213  82],[332.80167598  88.19832402] ; [233.19832402  61.80167598],1
r1,1,0.000181,14.015307,[358  61] ; [219  76],[338.60364146  80.39635854] ; [238.39635854  56.60364146],1
v3,1,0.000254,13.383912,[185 214] ; [ 95 197],[161.67872648 237.32127352] ; [118.32127352 173.67872648],1
a7,1,0.000408,12.495899,[323  98] ; [190 104],[302.06013986 118.93986014] ; [210.93986014  83.06013986],1
a6,1,0.001123,10.612361,[308 111] ; [183 112],[288.13585434 130.86414566] ; [202.86414566  92.13585434],0
v2,1,0.001419,10.181314,[257 147] ; [145 137],[236.74635569 167.25364431] ; [165.25364431 116.74635569],0
s7,1,0.003644,8.453055,[217 192] ; [117 163],[198.2670537 210.7329463] ; [135.7329463 144.2670537],0
u4,1,0.003995,8.28597,[ 15 406] ; [  1 295],[  9.39470014 411.60529986] ; [  6.60529986 289.39470014],0
v1,1,0.005781,7.617377,[243 164] ; [141 146],[225.19884726 181.80115274] ; [158.80115274 128.19884726],0
s5,1,0.006584,7.383187,[151 256] ; [ 77 206],[134.48695652 272.51304348] ; [ 93.51304348 189.48695652],0
n5,1,0.00755,7.137264,[336  83] ; [209  83],[321.17440225  97.82559775] ; [223.82559775  68.17440225],0
n6,1,0.007732,7.094476,[374  45] ; [242  52],[361.99719495  57.00280505] ; [254.00280505  39.99719495],0
r4,1,0.018075,5.588825,[397  24] ; [265  31],[388.70571827  32.29428173] ; [273.29428173  22.70571827],0
