Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.004284,8.159256,[1 5] ; [35 12],[4.0754717 1.9245283] ; [31.9245283 15.0754717],0
a2,1,0.038477,4.283795,[3 3] ; [ 7 40],[1.13207547 4.86792453] ; [ 8.86792453 38.13207547],0
p4,1,0.072448,3.226658,[2 4] ; [33 14],[3.96226415 2.03773585] ; [31.03773585 15.96226415],0
s2,1,0.163019,1.945992,[2 4] ; [29 17],[3.57692308 2.42307692] ; [27.42307692 18.57692308],0
n5,1,0.164079,1.936229,[3 3] ; [36 11],[4.41509434 1.58490566] ; [34.58490566 12.41509434],0
b4,1,0.184165,1.76369,[2 4] ; [29 18],[3.50943396 2.49056604] ; [27.49056604 19.50943396],0
u4,1,0.215383,1.53487,[1 5] ; [ 2 45],[0.33962264 5.66037736] ; [ 2.66037736 44.33962264],0
v4,1,0.215383,1.53487,[5 1] ; [45  2],[5.66037736 0.33962264] ; [44.33962264  2.66037736],0
s8,1,0.221974,1.491561,[2 4] ; [28 19],[3.39622642 2.60377358] ; [26.60377358 20.39622642],0
n6,1,0.257281,1.28333,[4 2] ; [40  7],[4.98113208 1.01886792] ; [39.01886792  7.98113208],0
p8,1,0.298124,1.082565,[1 5] ; [18 29],[2.1509434 3.8490566] ; [16.8490566 30.1509434],0
p11,1,0.317854,0.997758,[3 3] ; [33 14],[4.0754717 1.9245283] ; [31.9245283 15.0754717],0
b5,1,0.317854,0.997758,[3 3] ; [33 14],[4.0754717 1.9245283] ; [31.9245283 15.0754717],0
a6,1,0.342132,0.902426,[5 1] ; [30 17],[3.96226415 2.03773585] ; [31.03773585 15.96226415],0
v3,1,0.356552,0.85,[3 3] ; [14 31],[2. 4.] ; [15. 30.],0
b1,1,0.378387,0.775937,[3 3] ; [15 32],[2.03773585 3.96226415] ; [15.96226415 31.03773585],0
p3,1,0.413291,0.669314,[2 4] ; [24 23],[2.94339623 3.05660377] ; [23.05660377 23.94339623],0
d3,1,0.44358,0.587005,[5 1] ; [32 15],[4.18867925 1.81132075] ; [32.81132075 14.18867925],0
d1,1,0.44358,0.587005,[5 1] ; [32 15],[4.18867925 1.81132075] ; [32.81132075 14.18867925],0
a3,1,0.501674,0.451394,[5 1] ; [33 14],[4.30188679 1.69811321] ; [33.69811321 13.30188679],0
s5,1,0.56637,0.328795,[1 4] ; [14 29],[1.5625 3.4375] ; [13.4375 29.5625],0
a4,1,0.597411,0.278919,[4 2] ; [26 21],[3.39622642 2.60377358] ; [26.60377358 20.39622642],0
a7,1,0.634586,0.225893,[5 1] ; [35 12],[4.52830189 1.47169811] ; [35.47169811 11.52830189],0
a5,1,0.634586,0.225893,[5 1] ; [35 12],[4.52830189 1.47169811] ; [35.47169811 11.52830189],0
p2,1,0.710376,0.137901,[5 1] ; [36 11],[4.64150943 1.35849057] ; [36.35849057 10.64150943],0
u1,1,0.710376,0.137901,[1 5] ; [11 36],[1.35849057 4.64150943] ; [10.64150943 36.35849057],0
v2,1,0.717848,0.130564,[3 3] ; [26 19],[3.41176471 2.58823529] ; [25.58823529 19.41176471],0
d2,1,0.738024,0.111871,[4 2] ; [28 19],[3.62264151 2.37735849] ; [28.37735849 18.62264151],0
r4,1,0.790429,0.070625,[5 1] ; [41  6],[5.20754717 0.79245283] ; [40.79245283  6.20754717],0
s3,1,0.840754,0.040373,[3 3] ; [25 21],[3.23076923 2.76923077] ; [24.76923077 21.23076923],0
v1,1,0.877879,0.023611,[3 3] ; [24 21],[3.17647059 2.82352941] ; [23.82352941 21.17647059],0
r1,1,0.891462,0.01862,[4 2] ; [30 17],[3.8490566 2.1509434] ; [30.1509434 16.8490566],0
s6,1,0.944117,0.004914,[4 2] ; [32 15],[4.0754717 1.9245283] ; [31.9245283 15.0754717],0
b2,1,0.944857,0.004784,[2 2] ; [14 13],[2.06451613 1.93548387] ; [13.93548387 13.06451613],0
b3,1,0.944857,0.004784,[2 2] ; [14 13],[2.06451613 1.93548387] ; [13.93548387 13.06451613],0
s7,1,0.955117,0.003168,[3 2] ; [27 19],[2.94117647 2.05882353] ; [27.05882353 18.94117647],0
d5,1,0.982619,0.000475,[5 1] ; [39  8],[4.98113208 1.01886792] ; [39.01886792  7.98113208],0
p1,1,0.982619,0.000475,[1 5] ; [ 8 39],[1.01886792 4.98113208] ; [ 7.98113208 39.01886792],0
