Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.027056,4.887218,[12  7] ; [1 6],[9.5 9.5] ; [3.5 3.5],0
d3,1,0.068108,3.328047,[13  6] ; [2 5],[10.96153846  8.03846154] ; [4.03846154 2.96153846],0
b4,1,0.076967,3.12782,[15  4] ; [3 4],[13.15384615  5.84615385] ; [4.84615385 2.15384615],0
d1,1,0.079182,3.081613,[10  9] ; [1 6],[ 8.03846154 10.96153846] ; [2.96153846 4.03846154],0
s2,1,0.116613,2.462227,[ 7 12] ; [5 2],[ 8.76923077 10.23076923] ; [3.23076923 3.76923077],0
d2,1,0.116613,2.462227,[12  7] ; [2 5],[10.23076923  8.76923077] ; [3.76923077 3.23076923],0
a3,1,0.142772,2.147821,[14  5] ; [3 4],[12.42307692  6.57692308] ; [4.57692308 2.42307692],0
v2,1,0.142772,2.147821,[14  5] ; [3 4],[12.42307692  6.57692308] ; [4.57692308 2.42307692],0
s4,1,0.146217,2.111278,[ 3 16] ; [3 4],[ 4.38461538 14.61538462] ; [1.61538462 5.38461538],0
d4,1,0.146217,2.111278,[16  3] ; [4 3],[14.61538462  4.38461538] ; [5.38461538 1.61538462],0
s8,1,0.18598,1.749177,[ 8 11] ; [1 6],[ 6.57692308 12.42307692] ; [2.42307692 4.57692308],0
p2,1,0.234657,1.412406,[13  6] ; [3 4],[11.69230769  7.30769231] ; [4.30769231 2.69230769],0
n4,1,0.234657,1.412406,[13  6] ; [3 4],[11.69230769  7.30769231] ; [4.30769231 2.69230769],0
p9,1,0.234657,1.412406,[13  6] ; [3 4],[11.69230769  7.30769231] ; [4.30769231 2.69230769],0
p11,1,0.234657,1.412406,[13  6] ; [3 4],[11.69230769  7.30769231] ; [4.30769231 2.69230769],0
r3,1,0.25798,1.279563,[17  2] ; [5 2],[16.07692308  2.92307692] ; [5.92307692 1.07692308],0
s5,1,0.269007,1.221805,[ 7 12] ; [1 6],[ 5.84615385 13.15384615] ; [2.15384615 4.84615385],0
s3,1,0.275017,1.19155,[ 9 10] ; [5 2],[10.23076923  8.76923077] ; [3.76923077 3.23076923],0
p8,1,0.275234,1.190476,[ 6 12] ; [4 3],[ 7.2 10.8] ; [2.8 4.2],0
u3,1,0.342782,0.9,[1 4] ; [2 2],[1.66666667 3.33333333] ; [1.33333333 2.66666667],0
p10,1,0.352704,0.863705,[12  7] ; [3 4],[10.96153846  8.03846154] ; [4.03846154 2.96153846],0
s7,1,0.403713,0.697239,[8 9] ; [2 5],[7.08333333 9.91666667] ; [2.91666667 4.08333333],0
p3,1,0.495088,0.465449,[ 8 11] ; [4 3],[ 8.76923077 10.23076923] ; [3.23076923 3.76923077],0
p7,1,0.495088,0.465449,[ 8 11] ; [4 3],[ 8.76923077 10.23076923] ; [3.23076923 3.76923077],0
p4,1,0.529233,0.395865,[11  8] ; [5 2],[11.69230769  7.30769231] ; [4.30769231 2.69230769],0
n5,1,0.529233,0.395865,[11  8] ; [5 2],[11.69230769  7.30769231] ; [4.30769231 2.69230769],0
b5,1,0.529233,0.395865,[11  8] ; [5 2],[11.69230769  7.30769231] ; [4.30769231 2.69230769],0
n3,1,0.540291,0.375,[3 1] ; [1 1],[2.66666667 1.33333333] ; [1.33333333 0.66666667],0
a5,1,0.591838,0.287483,[13  6] ; [4 3],[12.42307692  6.57692308] ; [4.57692308 2.42307692],0
u2,1,0.764177,0.09,[3 2] ; [2 2],[2.77777778 2.22222222] ; [2.22222222 1.77777778],0
v1,1,0.779758,0.078195,[ 7 12] ; [3 4],[ 7.30769231 11.69230769] ; [2.69230769 4.30769231],0
p6,1,0.779758,0.078195,[ 7 12] ; [3 4],[ 7.30769231 11.69230769] ; [2.69230769 4.30769231],0
p1,1,0.790133,0.070829,[ 2 17] ; [1 6],[ 2.19230769 16.80769231] ; [0.80769231 6.19230769],0
v3,1,0.818733,0.052521,[ 6 12] ; [2 5],[ 5.76 12.24] ; [2.24 4.76],0
r4,1,0.837829,0.04189,[ 9 10] ; [3 4],[ 8.76923077 10.23076923] ; [3.23076923 3.76923077],0
b1,1,0.837829,0.04189,[ 9 10] ; [3 4],[ 8.76923077 10.23076923] ; [3.23076923 3.76923077],0
a8,1,0.884077,0.021259,[ 3 15] ; [1 6],[ 2.88 15.12] ; [1.12 5.88],0
n6,1,0.908433,0.013229,[14  5] ; [5 2],[13.88461538  5.11538462] ; [5.11538462 1.88461538],0
p5,1,0.924899,0.008886,[ 3 16] ; [1 6],[ 2.92307692 16.07692308] ; [1.07692308 5.92307692],0
r2,1,0.972542,0.001185,[11  8] ; [4 3],[10.96153846  8.03846154] ; [4.03846154 2.96153846],0
r1,1,0.972542,0.001185,[11  8] ; [4 3],[10.96153846  8.03846154] ; [4.03846154 2.96153846],0
a6,1,0.972542,0.001185,[ 8 11] ; [3 4],[ 8.03846154 10.96153846] ; [2.96153846 4.03846154],0
