Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-06,22.010115,[22 22] ; [53  5],[32.35294118 11.64705882] ; [42.64705882 15.35294118],1
d1,1,0.000146,14.422914,[17 27] ; [44 14],[26.31372549 17.68627451] ; [34.68627451 23.31372549],1
p8,1,0.000664,11.588244,[22 21] ; [48 10],[29.8019802 13.1980198] ; [40.1980198 17.8019802],1
s5,1,0.001374,10.240426,[17 27] ; [37 15],[24.75 19.25] ; [29.25 22.75],0
p3,1,0.003656,8.447379,[22 22] ; [45 13],[28.90196078 15.09803922] ; [38.09803922 19.90196078],0
d4,1,0.007402,7.172647,[29 15] ; [51  7],[34.50980392  9.49019608] ; [45.49019608 12.50980392],0
d2,1,0.008616,6.900741,[15 29] ; [35 23],[21.56862745 22.43137255] ; [28.43137255 29.56862745],0
p1,1,0.009555,6.716066,[ 1 43] ; [11 47],[ 5.17647059 38.82352941] ; [ 6.82352941 51.17647059],0
b3,1,0.015305,5.881069,[ 2 25] ; [11 22],[ 5.85 21.15] ; [ 7.15 25.85],0
b2,1,0.015305,5.881069,[ 2 25] ; [11 22],[ 5.85 21.15] ; [ 7.15 25.85],0
a4,1,0.024669,5.046984,[13 31] ; [30 28],[18.54901961 25.45098039] ; [24.45098039 33.54901961],0
r1,1,0.028509,4.797007,[29 15] ; [49  9],[33.64705882 10.35294118] ; [44.35294118 13.64705882],0
p5,1,0.048721,3.884953,[ 2 42] ; [10 48],[ 5.17647059 38.82352941] ; [ 6.82352941 51.17647059],0
d3,1,0.054667,3.692206,[28 16] ; [46 11],[32.23762376 11.76237624] ; [41.76237624 15.23762376],0
a5,1,0.114863,2.48601,[27 17] ; [44 14],[30.62745098 13.37254902] ; [40.37254902 17.62745098],0
a2,1,0.130436,2.287307,[ 6 38] ; [15 43],[ 9.05882353 34.94117647] ; [11.94117647 46.05882353],0
b4,1,0.135119,2.232678,[20 24] ; [35 23],[23.7254902 20.2745098] ; [31.2745098 26.7254902],0
b1,1,0.150764,2.064506,[15 29] ; [28 30],[18.54901961 25.45098039] ; [24.45098039 33.54901961],0
s6,1,0.157673,1.996405,[35  8] ; [51  5],[37.35353535  5.64646465] ; [48.64646465  7.35353535],0
s2,1,0.168493,1.896298,[27 17] ; [43 15],[30.19607843 13.80392157] ; [39.80392157 18.19607843],0
s7,1,0.251381,1.315615,[26 17] ; [40 16],[28.66666667 14.33333333] ; [37.33333333 18.66666667],0
r4,1,0.254637,1.297684,[36  8] ; [52  6],[37.96078431  6.03921569] ; [50.03921569  7.96078431],0
p10,1,0.257838,1.280329,[37  7] ; [53  5],[38.82352941  5.17647059] ; [51.17647059  6.82352941],0
u1,1,0.259448,1.271698,[ 6 38] ; [13 45],[ 8.19607843 35.80392157] ; [10.80392157 47.19607843],0
n6,1,0.278861,1.17263,[39  5] ; [46 11],[37.02970297  6.97029703] ; [47.97029703  9.02970297],0
n1,1,0.319806,0.989741,[ 4 11] ; [5 6],[5.19230769 9.80769231] ; [3.80769231 7.19230769],0
s8,1,0.386171,0.750964,[22 22] ; [34 24],[24.15686275 19.84313725] ; [31.84313725 26.15686275],0
r2,1,0.430829,0.620589,[39  5] ; [54  4],[40.11764706  3.88235294] ; [52.88235294  5.11764706],0
v4,1,0.434976,0.609501,[41  3] ; [56  2],[41.84313725  2.15686275] ; [55.15686275  2.84313725],0
s1,1,0.454931,0.558338,[ 1 43] ; [ 3 55],[ 1.7254902 42.2745098] ; [ 2.2745098 55.7254902],0
v3,1,0.47345,0.513912,[16 27] ; [17 39],[14.33333333 28.66666667] ; [18.66666667 37.33333333],0
u2,1,0.565659,0.33,[6 9] ; [9 9],[6.81818182 8.18181818] ; [8.18181818 9.81818182],0
p9,1,0.609346,0.261129,[38  6] ; [52  6],[38.82352941  5.17647059] ; [51.17647059  6.82352941],0
v1,1,0.624983,0.238926,[21 23] ; [30 27],[22.21782178 21.78217822] ; [28.78217822 28.21782178],0
b5,1,0.642073,0.216042,[23 21] ; [33 25],[24.15686275 19.84313725] ; [31.84313725 26.15686275],0
u3,1,0.652605,0.202632,[8 7] ; [11  7],[8.63636364 6.36363636] ; [10.36363636  7.63636364],0
a7,1,0.7136,0.134708,[27 17] ; [37 20],[27.88118812 16.11881188] ; [36.11881188 20.88118812],0
a1,1,0.727826,0.121117,[ 1 43] ; [ 2 56],[ 1.29411765 42.70588235] ; [ 1.70588235 56.29411765],0
a8,1,0.729844,0.119255,[ 2 38] ; [ 2 54],[ 1.66666667 38.33333333] ; [ 2.33333333 53.66666667],0
n2,1,0.734966,0.114601,[13  2] ; [9 2],[12.69230769  2.30769231] ; [9.30769231 1.69230769],0
n4,1,0.743824,0.106794,[29 15] ; [40 18],[29.76470588 14.23529412] ; [39.23529412 18.76470588],0
a3,1,0.743824,0.106794,[29 15] ; [40 18],[29.76470588 14.23529412] ; [39.23529412 18.76470588],0
d5,1,0.750009,0.101524,[36  8] ; [48  9],[36.59405941  7.40594059] ; [47.40594059  9.59405941],0
p11,1,0.760392,0.093004,[33 11] ; [45 13],[33.64705882 10.35294118] ; [44.35294118 13.64705882],0
a6,1,0.801548,0.063174,[27 17] ; [37 21],[27.60784314 16.39215686] ; [36.39215686 21.60784314],0
r3,1,0.869044,0.027183,[42  2] ; [54  3],[41.82178218  2.17821782] ; [54.17821782  2.82178218],0
n5,1,0.87293,0.02558,[32 12] ; [43 15],[32.35294118 11.64705882] ; [42.64705882 15.35294118],0
v2,1,0.908683,0.013156,[21 22] ; [28 28],[21.28282828 21.71717172] ; [27.71717172 28.28282828],0
p2,1,0.912805,0.011991,[39  5] ; [51  7],[38.82352941  5.17647059] ; [51.17647059  6.82352941],0
s3,1,0.971971,0.001235,[32 12] ; [42 16],[31.92156863 12.07843137] ; [42.07843137 15.92156863],0
