Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000341,12.829454,[63 11] ; [88 55],[51.49308756 22.50691244] ; [99.50691244 43.49308756],1
r1,1,0.000491,12.15015,[60 14] ; [82 61],[48.42396313 25.57603687] ; [93.57603687 49.42396313],1
p4,1,0.00054,11.971612,[33 40] ; [ 32 111],[21.96759259 51.03240741] ; [43.03240741 99.96759259],1
n6,1,0.00058,11.840029,[64 10] ; [92 51],[53.19815668 20.80184332] ; [102.80184332  40.19815668],1
s8,1,0.000928,10.965076,[20 54] ; [ 14 129],[11.59447005 62.40552995] ; [ 22.40552995 120.59447005],1
s5,1,0.00098,10.865706,[17 56] ; [ 10 127],[ 9.38571429 63.61428571] ; [ 17.61428571 119.38571429],1
s7,1,0.001664,9.887752,[23 50] ; [ 18 117],[14.38942308 58.61057692] ; [ 26.61057692 108.38942308],0
p9,1,0.002159,9.409057,[58 16] ; [79 59],[47.82075472 26.17924528] ; [89.17924528 48.82075472],0
p12,1,0.003682,8.434529,[ 6 68] ; [  1 140],[ 2.40930233 71.59069767] ; [  4.59069767 136.40930233],0
p5,1,0.005544,7.692968,[ 8 66] ; [  3 140],[ 3.75115207 70.24884793] ; [  7.24884793 135.75115207],0
a6,1,0.008716,6.880088,[59 15] ; [89 54],[50.47004608 23.52995392] ; [97.52995392 45.47004608],0
s3,1,0.009455,6.734781,[21 52] ; [ 20 122],[13.92093023 59.07906977] ; [ 27.07906977 114.92093023],0
v1,1,0.010013,6.63264,[33 40] ; [ 39 102],[24.56074766 48.43925234] ; [47.43925234 93.56074766],0
p11,1,0.01028,6.585759,[56 18] ; [83 60],[47.40092166 26.59907834] ; [91.59907834 51.40092166],0
p3,1,0.016532,5.745418,[23 51] ; [ 24 118],[16.10185185 57.89814815] ; [ 30.89814815 111.10185185],0
v3,1,0.02334,5.143008,[26 47] ; [ 29 108],[19.11904762 53.88095238] ; [ 35.88095238 101.11904762],0
v4,1,0.023436,5.135903,[67  7] ; [111  31],[60.98148148 13.01851852] ; [117.01851852  24.98148148],0
