Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,114.55714,[279  93] ; [ 47 128],[221.70383912 150.29616088] ; [104.29616088  70.70383912],1
n6,1,0.483408,0.491165,[342  32] ; [164  12],[344.08  29.92] ; [161.92  14.08],0
u1,1,0.52572,0.402657,[ 75 302] ; [ 31 145],[ 72.26401447 304.73598553] ; [ 33.73598553 142.26401447],0
a6,1,0.547084,0.362567,[259 116] ; [126  50],[262.02359347 112.97640653] ; [122.97640653  53.02359347],0
n2,1,0.652451,0.202824,[48 11] ; [35 10],[47.08653846 11.91346154] ; [35.91346154  9.08653846],0
u4,1,0.755422,0.097031,[  9 367] ; [  5 171],[  9.53623188 366.46376812] ; [  4.46376812 171.53623188],0
n1,1,0.760287,0.093088,[22 36] ; [18 26],[22.74509804 35.25490196] ; [17.25490196 26.74509804],0
p12,1,0.80306,0.062195,[ 38 336] ; [ 19 156],[ 38.83060109 335.16939891] ; [ 18.16939891 156.83060109],0
a4,1,0.867737,0.027733,[174 201] ; [83 93],[174.9092559 200.0907441] ; [82.0907441 93.9092559],0
u2,1,0.943845,0.004962,[55 40] ; [31 22],[55.2027027 39.7972973] ; [30.7972973 22.2027027],0
a7,1,0.955834,0.003067,[263 113] ; [122  53],[262.72232305 113.27767695] ; [122.27767695  52.72232305],0
a5,1,0.990345,0.000146,[289  88] ; [135  41],[289.05605787  87.94394213] ; [134.94394213  41.05605787],0
