Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,114.55714,[279  93] ; [ 47 128],[221.70383912 150.29616088] ; [104.29616088  70.70383912],1
p6,1,0.0,62.443118,[193 182] ; [ 28 147],[150.68181818 224.31818182] ; [ 70.31818182 104.68181818],1
p4,1,0.0,42.354609,[284  91] ; [84 92],[250.45372051 124.54627949] ; [117.54627949  58.45372051],1
p3,1,0.0,34.840606,[240 135] ; [ 65 110],[207.95454545 167.04545455] ; [97.04545455 77.95454545],1
p2,1,0.0,29.774418,[345  30] ; [132  44],[324.63702359  50.36297641] ; [152.36297641  23.63702359],1
s7,1,1.7e-05,18.449524,[209 150] ; [ 65 105],[185.94706994 173.05293006] ; [88.05293006 81.94706994],1
s5,1,4e-05,16.867464,[149 218] ; [ 37 129],[128.07129456 238.92870544] ; [ 57.92870544 108.07129456],1
s8,1,5.3e-05,16.339031,[199 174] ; [ 61 114],[176.97080292 196.02919708] ; [83.02919708 91.97080292],1
v1,1,0.000194,13.887234,[237 131] ; [79 88],[217.36074766 150.63925234] ; [98.63925234 68.36074766],1
p5,1,0.000244,13.459769,[ 68 307] ; [ 11 163],[ 53.96174863 321.03825137] ; [ 25.03825137 148.96174863],1
v2,1,0.001381,10.231554,[233 132] ; [81 84],[216.24528302 148.75471698] ; [97.75471698 67.24528302],0
r1,1,0.001884,9.658864,[315  60] ; [128  48],[301.49727768  73.50272232] ; [141.50272232  34.49727768],0
v3,1,0.004646,8.012471,[176 190] ; [ 58 108],[160.98496241 205.01503759] ; [73.01503759 92.98496241],0
p10,1,0.005628,7.66574,[345  29] ; [148  27],[335.85063752  38.14936248] ; [157.14936248  17.85063752],0
b4,1,0.008531,6.9185,[206 171] ; [117  59],[220.20072333 156.79927667] ; [102.79927667  73.20072333],0
s2,1,0.008549,6.914726,[211 162] ; [76 95],[196.78492647 176.21507353] ; [90.21507353 80.78492647],0
r4,1,0.014242,6.007942,[350  27] ; [152  24],[342.23146474  34.76853526] ; [159.76853526  16.23146474],0
s3,1,0.018765,5.52324,[227 145] ; [86 85],[214.43093923 157.56906077] ; [98.56906077 72.43093923],0
p9,1,0.019027,5.499072,[346  28] ; [150  24],[338.51094891  35.48905109] ; [157.48905109  16.51094891],0
b5,1,0.019798,5.429659,[209 168] ; [116  60],[221.5641953 155.4358047] ; [103.4358047  72.5641953],0
s6,1,0.020497,5.369084,[266 101] ; [109  65],[254.39001848 112.60998152] ; [120.60998152  53.39001848],0
d5,1,0.031765,4.611118,[316  59] ; [135  41],[306.94192377  68.05807623] ; [144.05807623  31.94192377],0
b1,1,0.052833,3.749193,[150 227] ; [ 55 121],[139.75587703 237.24412297] ; [ 65.24412297 110.75587703],0
v4,1,0.053233,3.73658,[362  12] ; [164  12],[357.68  16.32] ; [168.32   7.68],0
a8,1,0.101161,2.68714,[ 59 282] ; [ 19 144],[ 52.77380952 288.22619048] ; [ 25.22619048 137.77380952],0
r2,1,0.121758,2.394564,[353  19] ; [161  15],[348.91970803  23.08029197] ; [165.08029197  10.91970803],0
s1,1,0.137076,2.210483,[  7 365] ; [  7 166],[  9.5559633 362.4440367] ; [  4.4440367 168.5559633],0
d3,1,0.156119,2.011417,[260 116] ; [111  65],[252.71014493 123.28985507] ; [118.28985507  57.71014493],0
a1,1,0.157828,1.994913,[ 21 356] ; [  5 171],[ 17.72513562 359.27486438] ; [  8.27486438 167.72513562],0
d4,1,0.165621,1.92214,[312  63] ; [137  38],[306.13636364  68.86363636] ; [142.86363636  32.13636364],0
a3,1,0.230836,1.435702,[281  95] ; [123  53],[275.1884058 100.8115942] ; [128.8115942  47.1884058],0
n3,1,0.303757,1.057627,[42 17] ; [36  9],[44.25 14.75] ; [33.75 11.25],0
s4,1,0.312999,1.01798,[ 64 306] ; [ 24 149],[ 59.96316759 310.03683241] ; [ 28.03683241 144.96316759],0
d1,1,0.325456,0.966894,[235 142] ; [102  74],[229.74502712 147.25497288] ; [107.25497288  68.74502712],0
u3,1,0.329913,0.949239,[50 46] ; [32 21],[52.83221477 43.16778523] ; [29.16778523 23.83221477],0
p1,1,0.368883,0.807425,[ 39 337] ; [ 14 162],[ 36.10144928 339.89855072] ; [ 16.89855072 159.10144928],0
a2,1,0.37237,0.79574,[ 99 278] ; [ 40 136],[ 94.76130199 282.23869801] ; [ 44.23869801 131.76130199],0
b3,1,0.412321,0.672097,[104 146] ; [38 65],[100.56657224 149.43342776] ; [41.43342776 61.56657224],0
b2,1,0.412321,0.672097,[104 146] ; [38 65],[100.56657224 149.43342776] ; [41.43342776 61.56657224],0
r3,1,0.416049,0.661448,[363  12] ; [166   8],[361.33879781  13.66120219] ; [167.66120219   6.33879781],0
d2,1,0.419103,0.652828,[186 190] ; [92 81],[190.39708561 185.60291439] ; [87.60291439 85.39708561],0
n4,1,0.451107,0.567869,[338  39] ; [154  22],[335.41410488  41.58589512] ; [156.58589512  19.41410488],0
