Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.03076,4.666332,[ 3 20] ; [7 9],[ 5.8974359 17.1025641] ; [ 4.1025641 11.8974359],0
r3,1,0.036687,4.364876,[ 7 17] ; [10  6],[10.2 13.8] ; [6.8 9.2],0
u2,1,0.045021,4.017857,[ 1 11] ; [3 3],[2.66666667 9.33333333] ; [1.33333333 4.66666667],0
d4,1,0.067538,3.341858,[11 13] ; [12  4],[13.8 10.2] ; [9.2 6.8],0
v1,1,0.121274,2.400794,[ 5 19] ; [7 9],[ 7.2 16.8] ; [ 4.8 11.2],0
s2,1,0.136037,2.222222,[ 4 20] ; [ 6 10],[ 6. 18.] ; [ 4. 12.],0
r4,1,0.136037,2.222222,[ 4 20] ; [ 6 10],[ 6. 18.] ; [ 4. 12.],0
s1,1,0.14812,2.091503,[ 2 22] ; [ 4 12],[ 3.6 20.4] ; [ 2.4 13.6],0
a6,1,0.153508,2.037037,[13 11] ; [ 5 11],[10.8 13.2] ; [7.2 8.8],0
p9,1,0.174963,1.8399,[ 9 14] ; [ 3 13],[ 7.07692308 15.92307692] ; [ 4.92307692 11.07692308],0
n1,1,0.17753,1.818182,[6 4] ; [3 7],[4.5 5.5] ; [4.5 5.5],0
p1,1,0.205718,1.601307,[ 5 19] ; [ 1 15],[ 3.6 20.4] ; [ 2.4 13.6],0
p2,1,0.247473,1.337513,[ 5 19] ; [ 6 10],[ 6.6 17.4] ; [ 4.4 11.6],0
n5,1,0.291841,1.111111,[16  8] ; [8 8],[14.4  9.6] ; [9.6 6.4],0
a3,1,0.307176,1.042781,[12 12] ; [10  5],[13.53846154 10.46153846] ; [8.46153846 6.53846154],0
v2,1,0.3123,1.020924,[ 4 19] ; [ 5 11],[ 5.30769231 17.69230769] ; [ 3.69230769 12.30769231],0
p8,1,0.355582,0.853437,[ 2 21] ; [ 3 13],[ 2.94871795 20.05128205] ; [ 2.05128205 13.94871795],0
s5,1,0.355582,0.853437,[ 2 21] ; [ 3 13],[ 2.94871795 20.05128205] ; [ 2.05128205 13.94871795],0
b4,1,0.365557,0.818713,[14 10] ; [7 9],[12.6 11.4] ; [8.4 7.6],0
r2,1,0.376445,0.782279,[12 10] ; [11  5],[13.31578947  8.68421053] ; [9.68421053 6.31578947],0
a7,1,0.518605,0.416667,[11 13] ; [9 7],[12. 12.] ; [8. 8.],0
s7,1,0.540818,0.374026,[ 3 19] ; [ 3 11],[ 3.66666667 18.33333333] ; [ 2.33333333 11.66666667],0
d1,1,0.573138,0.31746,[ 8 16] ; [ 4 12],[ 7.2 16.8] ; [ 4.8 11.2],0
b2,1,0.57649,0.311943,[8 9] ; [4 7],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
b3,1,0.57649,0.311943,[8 9] ; [4 7],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
s4,1,0.587594,0.294118,[ 3 21] ; [ 3 13],[ 3.6 20.4] ; [ 2.4 13.6],0
v3,1,0.592704,0.286141,[ 6 17] ; [ 3 13],[ 5.30769231 17.69230769] ; [ 3.69230769 12.30769231],0
d3,1,0.601456,0.272805,[11 13] ; [ 6 10],[10.2 13.8] ; [6.8 9.2],0
p6,1,0.627079,0.236042,[ 3 20] ; [ 3 13],[ 3.53846154 19.46153846] ; [ 2.46153846 13.53846154],0
n3,1,0.639207,0.21978,[4 6] ; [3 7],[3.5 6.5] ; [3.5 6.5],0
n2,1,0.653095,0.20202,[4 6] ; [5 5],[4.5 5.5] ; [4.5 5.5],0
n6,1,0.660768,0.192593,[ 8 16] ; [ 4 11],[ 7.38461538 16.61538462] ; [ 4.61538462 10.38461538],0
a5,1,0.698176,0.150376,[12 12] ; [9 7],[12.6 11.4] ; [8.4 7.6],0
s8,1,0.767097,0.087719,[ 1 23] ; [ 1 15],[ 1.2 22.8] ; [ 0.8 15.2],0
p3,1,0.772484,0.083595,[ 7 17] ; [ 4 12],[ 6.6 17.4] ; [ 4.4 11.6],0
p7,1,0.772484,0.083595,[ 7 17] ; [ 4 12],[ 6.6 17.4] ; [ 4.4 11.6],0
b1,1,0.792147,0.069444,[14 10] ; [10  6],[14.4  9.6] ; [9.6 6.4],0
s3,1,0.861858,0.03028,[ 8 15] ; [ 6 10],[ 8.25641026 14.74358974] ; [ 5.74358974 10.25641026],0
a1,1,0.865103,0.02886,[ 4 20] ; [ 3 13],[ 4.2 19.8] ; [ 2.8 13.2],0
n4,1,0.887981,0.019841,[17  7] ; [11  5],[16.8  7.2] ; [11.2  4.8],0
p4,1,0.887981,0.019841,[ 7 17] ; [ 5 11],[ 7.2 16.8] ; [ 4.8 11.2],0
b5,1,0.896764,0.016835,[11 13] ; [7 9],[10.8 13.2] ; [7.2 8.8],0
p10,1,0.939048,0.005847,[ 6 17] ; [ 4 12],[ 5.8974359 17.1025641] ; [ 4.1025641 11.8974359],0
a4,1,0.95673,0.002944,[ 7 16] ; [ 5 11],[ 7.07692308 15.92307692] ; [ 4.92307692 11.07692308],0
d2,1,0.98657,0.000283,[10 13] ; [7 9],[10.02564103 12.97435897] ; [6.97435897 9.02564103],0
d5,1,1.0,0.0,[12 12] ; [8 8],[12. 12.] ; [8. 8.],0
a8,1,1.0,0.0,[ 3 21] ; [ 2 14],[ 3. 21.] ; [ 2. 14.],0
a2,1,1.0,0.0,[ 3 21] ; [ 2 14],[ 3. 21.] ; [ 2. 14.],0
