Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.064061,3.428986,[15  8] ; [1 4],[13.14285714  9.85714286] ; [2.85714286 2.14285714],0
n4,1,0.096759,2.758172,[14  9] ; [1 4],[12.32142857 10.67857143] ; [2.67857143 2.32142857],0
d4,1,0.141123,2.165675,[17  6] ; [2 3],[15.60714286  7.39285714] ; [3.39285714 1.60714286],0
s1,1,0.218065,1.517057,[ 1 22] ; [1 4],[ 1.64285714 21.35714286] ; [0.35714286 4.64285714],0
p9,1,0.289471,1.122078,[18  4] ; [3 2],[17.11111111  4.88888889] ; [3.88888889 1.11111111],0
p6,1,0.329929,0.949175,[10 13] ; [1 4],[ 9.03571429 13.96428571] ; [1.96428571 3.03571429],0
s8,1,0.329929,0.949175,[10 13] ; [1 4],[ 9.03571429 13.96428571] ; [1.96428571 3.03571429],0
r4,1,0.392742,0.730435,[ 9 14] ; [3 2],[ 9.85714286 13.14285714] ; [2.14285714 2.85714286],0
n5,1,0.418442,0.654686,[14  9] ; [4 1],[14.78571429  8.21428571] ; [3.21428571 1.78571429],0
s3,1,0.483522,0.490909,[ 8 14] ; [1 4],[ 7.33333333 14.66666667] ; [1.66666667 3.33333333],0
d3,1,0.50198,0.450747,[13 10] ; [2 3],[12.32142857 10.67857143] ; [2.67857143 2.32142857],0
d2,1,0.521213,0.411492,[ 8 15] ; [1 4],[ 7.39285714 15.60714286] ; [1.60714286 3.39285714],0
b1,1,0.521213,0.411492,[15  8] ; [4 1],[15.60714286  7.39285714] ; [3.39285714 1.60714286],0
a4,1,0.532528,0.389565,[ 6 17] ; [2 3],[ 6.57142857 16.42857143] ; [1.42857143 3.57142857],0
v4,1,0.532528,0.389565,[17  6] ; [3 2],[16.42857143  6.57142857] ; [3.57142857 1.42857143],0
a7,1,0.621705,0.243478,[12 11] ; [2 3],[11.5 11.5] ; [2.5 2.5],0
p3,1,0.621705,0.243478,[11 12] ; [3 2],[11.5 11.5] ; [2.5 2.5],0
s4,1,0.639703,0.21913,[ 7 16] ; [1 4],[ 6.57142857 16.42857143] ; [1.42857143 3.57142857],0
p4,1,0.678088,0.172286,[16  7] ; [3 2],[15.60714286  7.39285714] ; [3.39285714 1.60714286],0
v3,1,0.678088,0.172286,[ 7 16] ; [2 3],[ 7.39285714 15.60714286] ; [1.60714286 3.39285714],0
p11,1,0.687031,0.162319,[20  3] ; [4 1],[19.71428571  3.28571429] ; [4.28571429 0.71428571],0
r3,1,0.687031,0.162319,[20  3] ; [4 1],[19.71428571  3.28571429] ; [4.28571429 0.71428571],0
s2,1,0.726095,0.122727,[ 7 15] ; [2 3],[ 7.33333333 14.66666667] ; [1.66666667 3.33333333],0
a8,1,0.750277,0.101299,[ 3 18] ; [1 4],[ 3.23076923 17.76923077] ; [0.76923077 4.23076923],0
s6,1,0.750469,0.101137,[12 11] ; [3 2],[12.32142857 10.67857143] ; [2.67857143 2.32142857],0
a3,1,0.750469,0.101137,[11 12] ; [2 3],[10.67857143 12.32142857] ; [2.32142857 2.67857143],0
u2,1,0.770335,0.085227,[9 3] ; [2 1],[8.8 3.2] ; [2.2 0.8],0
p7,1,0.775732,0.081159,[17  6] ; [4 1],[17.25  5.75] ; [3.75 1.25],0
u3,1,0.792147,0.069444,[5 7] ; [1 2],[4.8 7.2] ; [1.2 1.8],0
n6,1,0.825349,0.048696,[15  8] ; [3 2],[14.78571429  8.21428571] ; [3.21428571 1.78571429],0
b4,1,0.886731,0.02029,[10 13] ; [2 3],[ 9.85714286 13.14285714] ; [2.14285714 2.85714286],0
a6,1,0.886731,0.02029,[13 10] ; [3 2],[13.14285714  9.85714286] ; [2.85714286 2.14285714],0
b5,1,0.886731,0.02029,[13 10] ; [3 2],[13.14285714  9.85714286] ; [2.85714286 2.14285714],0
r1,1,0.886731,0.02029,[10 13] ; [2 3],[ 9.85714286 13.14285714] ; [2.14285714 2.85714286],0
p10,1,0.89466,0.017532,[17  5] ; [4 1],[17.11111111  4.88888889] ; [3.88888889 1.11111111],0
p5,1,0.931549,0.007378,[ 5 18] ; [1 4],[ 4.92857143 18.07142857] ; [1.07142857 3.92857143],0
v2,1,0.935989,0.00645,[11 12] ; [2 2],[11.07407407 11.92592593] ; [1.92592593 2.07407407],0
v1,1,0.971216,0.001302,[ 9 14] ; [2 3],[ 9.03571429 13.96428571] ; [1.96428571 3.03571429],0
a5,1,0.971216,0.001302,[14  9] ; [3 2],[13.96428571  9.03571429] ; [3.03571429 1.96428571],0
