Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,5e-06,20.924987,[12  6] ; [15 78],[ 4.37837838 13.62162162] ; [22.62162162 70.37837838],1
s5,1,0.005975,7.557703,[ 5 13] ; [ 6 86],[ 1.8 16.2] ; [ 9.2 82.8],0
u1,1,0.00712,7.242405,[ 4 14] ; [ 4 89],[ 1.2972973 16.7027027] ; [ 6.7027027 86.2972973],0
s7,1,0.054448,3.698926,[ 5 12] ; [10 77],[ 2.45192308 14.54807692] ; [12.54807692 74.45192308],0
r1,1,0.06421,3.425165,[ 7 11] ; [58 35],[10.54054054  7.45945946] ; [54.45945946 38.54054054],0
r2,1,0.082867,3.007754,[17  1] ; [71 22],[14.27027027  3.72972973] ; [73.72972973 19.27027027],0
s8,1,0.088498,2.901488,[ 4 14] ; [ 8 85],[ 1.94594595 16.05405405] ; [10.05405405 82.94594595],0
p10,1,0.123097,2.377462,[12  4] ; [50 42],[9.18518519 6.81481481] ; [52.81481481 39.18518519],0
v1,1,0.124295,2.36235,[8 9] ; [26 66],[ 5.30275229 11.69724771] ; [28.69724771 63.30275229],0
a5,1,0.126587,2.333862,[ 5 13] ; [44 49],[ 7.94594595 10.05405405] ; [41.05405405 51.94594595],0
a4,1,0.153445,2.037663,[ 2 16] ; [25 68],[ 4.37837838 13.62162162] ; [22.62162162 70.37837838],0
p6,1,0.163229,1.944058,[ 5 12] ; [14 77],[ 2.99074074 14.00925926] ; [16.00925926 74.99074074],0
p12,1,0.172565,1.86052,[ 1 16] ; [ 1 92],[ 0.30909091 16.69090909] ; [ 1.69090909 91.30909091],0
b5,1,0.184179,1.763578,[ 8 10] ; [57 36],[10.54054054  7.45945946] ; [54.45945946 38.54054054],0
p5,1,0.188879,1.726343,[ 2 14] ; [ 4 88],[ 0.88888889 15.11111111] ; [ 5.11111111 86.88888889],0
b2,1,0.240637,1.376857,[1 8] ; [15 35],[2.44067797 6.55932203] ; [13.55932203 36.44067797],0
b3,1,0.240637,1.376857,[1 8] ; [15 35],[2.44067797 6.55932203] ; [13.55932203 36.44067797],0
n5,1,0.26239,1.256101,[ 4 14] ; [33 59],[ 6.05454545 11.94545455] ; [30.94545455 61.05454545],0
p7,1,0.266573,1.234295,[9 6] ; [41 51],[7.00934579 7.99065421] ; [42.99065421 49.00934579],0
p9,1,0.272936,1.20193,[13  4] ; [57 34],[11.01851852  5.98148148] ; [58.98148148 32.01851852],0
r3,1,0.311264,1.025306,[16  2] ; [73 20],[14.43243243  3.56756757] ; [74.56756757 18.43243243],0
a6,1,0.365426,0.819159,[11  7] ; [46 47],[9.24324324 8.75675676] ; [47.75675676 45.24324324],0
s4,1,0.382063,0.764052,[ 3 15] ; [ 9 84],[ 1.94594595 16.05405405] ; [10.05405405 82.94594595],0
b1,1,0.398045,0.714224,[ 6 12] ; [41 52],[ 7.62162162 10.37837838] ; [39.37837838 53.62162162],0
d5,1,0.412598,0.671303,[9 8] ; [59 34],[10.50909091  6.49090909] ; [57.49090909 35.50909091],0
a1,1,0.414827,0.664924,[ 1 17] ; [ 2 91],[ 0.48648649 17.51351351] ; [ 2.51351351 90.48648649],0
d3,1,0.420822,0.648017,[8 9] ; [53 39],[9.51376147 7.48623853] ; [51.48623853 40.51376147],0
d4,1,0.423084,0.641732,[11  7] ; [65 27],[12.43636364  5.56363636] ; [63.56363636 28.43636364],0
a3,1,0.441593,0.59214,[9 9] ; [55 37],[10.47272727  7.52727273] ; [53.52727273 38.47272727],0
u3,1,0.446347,0.579911,[6 3] ; [20 18],[4.9787234 4.0212766] ; [21.0212766 16.9787234],0
n6,1,0.527283,0.399626,[9 9] ; [54 39],[10.21621622  7.78378378] ; [52.78378378 40.21621622],0
n3,1,0.570718,0.321483,[3 1] ; [23 15],[2.47619048 1.52380952] ; [23.52380952 14.47619048],0
d2,1,0.644887,0.212407,[ 5 13] ; [31 62],[ 5.83783784 12.16216216] ; [30.16216216 62.83783784],0
a2,1,0.664693,0.187873,[ 1 17] ; [ 8 85],[ 1.45945946 16.54054054] ; [ 7.54054054 85.45945946],0
b4,1,0.706131,0.142173,[9 9] ; [51 42],[9.72972973 8.27027027] ; [50.27027027 42.72972973],0
s1,1,0.767208,0.087633,[ 1 17] ; [ 7 86],[ 1.2972973 16.7027027] ; [ 6.7027027 86.2972973],0
r4,1,0.782992,0.075858,[11  7] ; [60 33],[11.51351351  6.48648649] ; [59.48648649 33.51351351],0
d1,1,0.794149,0.068083,[ 6 12] ; [34 59],[ 6.48648649 11.51351351] ; [33.51351351 59.48648649],0
v4,1,0.794765,0.067667,[15  2] ; [79 13],[14.66055046  2.33944954] ; [79.33944954 12.66055046],0
p2,1,0.805328,0.060741,[11  5] ; [61 32],[10.56880734  5.43119266] ; [61.43119266 31.56880734],0
v3,1,0.853016,0.034325,[ 3 13] ; [15 74],[ 2.74285714 13.25714286] ; [15.25714286 73.74285714],0
p3,1,0.87,0.026784,[ 4 13] ; [20 72],[ 3.74311927 13.25688073] ; [20.25688073 71.74311927],0
v2,1,0.884889,0.02096,[ 7 11] ; [33 56],[ 6.72897196 11.27102804] ; [33.27102804 55.72897196],0
p4,1,0.898252,0.016351,[ 6 11] ; [31 61],[ 5.7706422 11.2293578] ; [31.2293578 60.7706422],0
