Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.002897,8.871429,[45 27] ; [ 5 15],[39.13043478 32.86956522] ; [10.86956522  9.13043478],0
p3,1,0.007568,7.132931,[12 60] ; [ 9 11],[16.43478261 55.56521739] ; [ 4.56521739 15.43478261],0
s6,1,0.012111,6.294555,[24 47] ; [13  7],[28.86813187 42.13186813] ; [ 8.13186813 11.86813187],0
v2,1,0.020112,5.402161,[22 48] ; [12  8],[26.44444444 43.55555556] ; [ 7.55555556 12.44444444],0
r3,1,0.021474,5.287875,[41 31] ; [17  3],[45.39130435 26.60869565] ; [12.60869565  7.39130435],0
s2,1,0.040323,4.204247,[19 54] ; [10 10],[22.76344086 50.23655914] ; [ 6.23655914 13.76344086],0
p8,1,0.067005,3.354912,[10 63] ; [ 6 13],[12.69565217 60.30434783] ; [ 3.30434783 15.69565217],0
u3,1,0.080245,3.059923,[ 9 17] ; [5 2],[11.03030303 14.96969697] ; [2.96969697 4.03030303],0
v3,1,0.09818,2.734867,[17 52] ; [ 8 10],[19.82758621 49.17241379] ; [ 5.17241379 12.82758621],0
r4,1,0.124094,2.364879,[37 36] ; [14  6],[40.03225806 32.96774194] ; [10.96774194  9.03225806],0
a5,1,0.125783,2.343796,[45 28] ; [16  4],[47.88172043 25.11827957] ; [13.11827957  6.88172043],0
s5,1,0.126323,2.337117,[11 58] ; [ 6 13],[13.32954545 55.67045455] ; [ 3.67045455 15.32954545],0
n5,1,0.14535,2.120381,[42 30] ; [ 8 12],[39.13043478 32.86956522] ; [10.86956522  9.13043478],0
u1,1,0.201483,1.631589,[ 7 66] ; [ 4 16],[ 8.6344086 64.3655914] ; [ 2.3655914 17.6344086],0
a7,1,0.260211,1.267637,[46 26] ; [10 10],[43.82608696 28.17391304] ; [12.17391304  7.82608696],0
s3,1,0.279728,1.168409,[26 45] ; [10 10],[28.08791209 42.91208791] ; [ 7.91208791 12.08791209],0
p5,1,0.29992,1.074549,[ 1 72] ; [ 1 18],[ 1.58695652 71.41304348] ; [ 0.41304348 18.58695652],0
a4,1,0.311541,1.024133,[30 41] ; [11  9],[31.98901099 39.01098901] ; [ 9.01098901 10.98901099],0
p7,1,0.37382,0.790925,[18 54] ; [ 7 13],[19.56521739 52.43478261] ; [ 5.43478261 14.56521739],0
v1,1,0.428268,0.627516,[19 54] ; [ 7 13],[20.40860215 52.59139785] ; [ 5.59139785 14.40860215],0
n6,1,0.428357,0.627273,[36 36] ; [12  8],[37.56521739 34.43478261] ; [10.43478261  9.56521739],0
p9,1,0.457824,0.55121,[24 43] ; [ 9 11],[25.4137931 41.5862069] ; [ 7.5862069 12.4137931],0
b4,1,0.459767,0.546461,[36 37] ; [ 8 12],[34.53763441 38.46236559] ; [ 9.46236559 10.53763441],0
n3,1,0.460944,0.543602,[18 16] ; [6 3],[18.97674419 15.02325581] ; [5.02325581 3.97674419],0
a8,1,0.463302,0.537905,[ 8 62] ; [ 1 17],[ 7.15909091 62.84090909] ; [ 1.84090909 16.15909091],0
a6,1,0.467836,0.527083,[39 33] ; [ 9 11],[37.56521739 34.43478261] ; [10.43478261  9.56521739],0
v4,1,0.477941,0.503558,[48 24] ; [15  5],[49.30434783 22.69565217] ; [13.69565217  6.30434783],0
s8,1,0.488583,0.479646,[13 59] ; [ 5 15],[14.08695652 57.91304348] ; [ 3.91304348 16.08695652],0
n1,1,0.493629,0.468607,[17 20] ; [3 6],[16.08695652 20.91304348] ; [3.91304348 5.08695652],0
p6,1,0.517206,0.419462,[10 61] ; [ 4 16],[10.92307692 60.07692308] ; [ 3.07692308 16.92307692],0
d2,1,0.574137,0.31581,[34 37] ; [11  9],[35.10989011 35.89010989] ; [ 9.89010989 10.10989011],0
b1,1,0.623573,0.240877,[41 32] ; [10 10],[40.03225806 32.96774194] ; [10.96774194  9.03225806],0
d4,1,0.629319,0.232985,[50 22] ; [15  5],[50.86956522 21.13043478] ; [14.13043478  5.86956522],0
a1,1,0.662006,0.191096,[10 63] ; [ 2 18],[ 9.41935484 63.58064516] ; [ 2.58064516 17.41935484],0
a2,1,0.667675,0.184333,[15 58] ; [ 5 15],[15.69892473 57.30107527] ; [ 4.30107527 15.69892473],0
u2,1,0.687421,0.161892,[ 9 17] ; [3 4],[ 9.45454545 16.54545455] ; [2.54545455 4.45454545],0
d5,1,0.714287,0.134033,[51 21] ; [15  5],[51.65217391 20.34782609] ; [14.34782609  5.65217391],0
d3,1,0.741103,0.10916,[39 33] ; [10 10],[38.34782609 33.65217391] ; [10.65217391  9.34782609],0
s1,1,0.769,0.08625,[ 9 63] ; [ 3 17],[ 9.39130435 62.60869565] ; [ 2.60869565 17.39130435],0
d1,1,0.785794,0.073862,[34 39] ; [10 10],[34.53763441 38.46236559] ; [ 9.46236559 10.53763441],0
r1,1,0.806749,0.05984,[41 31] ; [12  8],[41.47826087 30.52173913] ; [11.52173913  8.47826087],0
p10,1,0.809453,0.058144,[23 47] ; [ 6 14],[22.55555556 47.44444444] ; [ 6.44444444 13.55555556],0
b5,1,0.83928,0.041134,[42 31] ; [11  9],[41.60215054 31.39784946] ; [11.39784946  8.60215054],0
s7,1,0.860516,0.030877,[18 48] ; [ 5 12],[18.28915663 47.71084337] ; [ 4.71084337 12.28915663],0
b2,1,0.872923,0.025583,[18 28] ; [5 7],[18.24137931 27.75862069] ; [4.75862069 7.24137931],0
b3,1,0.872923,0.025583,[18 28] ; [5 7],[18.24137931 27.75862069] ; [4.75862069 7.24137931],0
r2,1,0.885543,0.020721,[57 13] ; [16  4],[56.77777778 13.22222222] ; [16.22222222  3.77777778],0
a3,1,0.920514,0.009957,[47 24] ; [13  7],[46.81318681 24.18681319] ; [13.18681319  6.81318681],0
s4,1,0.934306,0.006795,[14 59] ; [ 4 16],[14.12903226 58.87096774] ; [ 3.87096774 16.12903226],0
n2,1,0.948019,0.00425,[21 16] ; [5 4],[20.91304348 16.08695652] ; [5.08695652 3.91304348],0
p1,1,0.956079,0.003033,[ 7 66] ; [ 2 18],[ 7.06451613 65.93548387] ; [ 1.93548387 18.06451613],0
