Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.008926,6.837607,[4 2] ; [ 4 22],[1.5 4.5] ; [ 6.5 19.5],0
s7,1,0.010062,6.623811,[5 1] ; [ 6 17],[2.27586207 3.72413793] ; [ 8.72413793 14.27586207],0
p7,1,0.028434,4.801587,[4 2] ; [ 5 19],[1.8 4.2] ; [ 7.2 16.8],0
p8,1,0.030133,4.701669,[5 1] ; [ 9 17],[2.625 3.375] ; [11.375 14.625],0
v3,1,0.037857,4.311422,[4 2] ; [ 6 20],[1.875 4.125] ; [ 8.125 17.875],0
p4,1,0.064666,3.413475,[4 2] ; [ 7 19],[2.0625 3.9375] ; [ 8.9375 17.0625],0
p2,1,0.070041,3.282051,[5 1] ; [11 15],[3. 3.] ; [13. 13.],0
s2,1,0.103604,2.649167,[3 3] ; [ 5 22],[1.45454545 4.54545455] ; [ 6.54545455 20.45454545],0
s5,1,0.103604,2.649167,[3 3] ; [ 5 22],[1.45454545 4.54545455] ; [ 6.54545455 20.45454545],0
a7,1,0.117432,2.451235,[5 1] ; [13 14],[3.27272727 2.72727273] ; [14.72727273 12.27272727],0
r4,1,0.130663,2.284615,[4 2] ; [ 9 18],[2.36363636 3.63636364] ; [10.63636364 16.36363636],0
p3,1,0.149613,2.076196,[4 2] ; [ 9 17],[2.4375 3.5625] ; [10.5625 15.4375],0
b4,1,0.166994,1.909722,[3 3] ; [21  6],[4.36363636 1.63636364] ; [19.63636364  7.36363636],0
p1,1,0.169686,1.885714,[2 4] ; [ 3 24],[0.90909091 5.09090909] ; [ 4.09090909 22.90909091],0
s4,1,0.169686,1.885714,[2 4] ; [ 3 24],[0.90909091 5.09090909] ; [ 4.09090909 22.90909091],0
p10,1,0.207821,1.586538,[5 1] ; [15 12],[3.63636364 2.36363636] ; [16.36363636 10.63636364],0
u1,1,0.228701,1.448925,[1 5] ; [ 1 26],[0.36363636 5.63636364] ; [ 1.63636364 25.36363636],0
b3,1,0.263128,1.252222,[2 3] ; [ 3 15],[1.08695652 3.91304348] ; [ 3.91304348 14.08695652],0
b2,1,0.263128,1.252222,[2 3] ; [ 3 15],[1.08695652 3.91304348] ; [ 3.91304348 14.08695652],0
a5,1,0.267505,1.229497,[5 1] ; [16 11],[3.81818182 2.18181818] ; [17.18181818  9.81818182],0
n3,1,0.314648,1.011065,[3 1] ; [ 9 10],[2.08695652 1.91304348] ; [9.91304348 9.08695652],0
d4,1,0.338352,0.916667,[3 3] ; [19  8],[4. 2.] ; [18.  9.],0
v1,1,0.338352,0.916667,[3 3] ; [ 8 19],[2. 4.] ; [ 9. 18.],0
p11,1,0.442695,0.589286,[3 3] ; [ 9 18],[2.18181818 3.81818182] ; [ 9.81818182 17.18181818],0
p5,1,0.451323,0.567326,[2 4] ; [ 5 21],[1.3125 4.6875] ; [ 5.6875 20.3125],0
p12,1,0.47546,0.509259,[1 5] ; [ 2 25],[0.54545455 5.45454545] ; [ 2.45454545 24.54545455],0
d5,1,0.556664,0.345513,[3 3] ; [17 10],[3.63636364 2.36363636] ; [16.36363636 10.63636364],0
d2,1,0.556664,0.345513,[3 3] ; [10 17],[2.36363636 3.63636364] ; [10.63636364 16.36363636],0
p9,1,0.568261,0.3256,[4 2] ; [14 12],[3.375 2.625] ; [14.625 11.375],0
n1,1,0.571608,0.32,[3 1] ; [12  8],[2.5 1.5] ; [12.5  7.5],0
r2,1,0.600991,0.273504,[5 1] ; [19  7],[4.5 1.5] ; [19.5  6.5],0
d3,1,0.618402,0.24812,[4 2] ; [15 12],[3.45454545 2.54545455] ; [15.54545455 11.45454545],0
s1,1,0.706063,0.142241,[1 5] ; [ 3 24],[0.72727273 5.27272727] ; [ 3.27272727 23.72727273],0
s6,1,0.732074,0.117216,[3 3] ; [11 15],[2.625 3.375] ; [11.375 14.625],0
d1,1,0.804748,0.061111,[3 3] ; [12 15],[2.72727273 3.27272727] ; [12.27272727 14.72727273],0
a6,1,0.804748,0.061111,[3 3] ; [12 15],[2.72727273 3.27272727] ; [12.27272727 14.72727273],0
b5,1,0.804748,0.061111,[3 3] ; [15 12],[3.27272727 2.72727273] ; [14.72727273 12.27272727],0
a4,1,0.815076,0.054701,[2 4] ; [10 16],[2.25 3.75] ; [ 9.75 16.25],0
s3,1,0.817734,0.053112,[2 3] ; [ 9 17],[1.77419355 3.22580645] ; [ 9.22580645 16.77419355],0
s8,1,0.902787,0.014918,[2 4] ; [ 8 18],[1.875 4.125] ; [ 8.125 17.875],0
a2,1,0.908893,0.013095,[1 5] ; [ 4 23],[0.90909091 5.09090909] ; [ 4.09090909 22.90909091],0
n4,1,1.0,0.0,[4 2] ; [18  9],[4. 2.] ; [18.  9.],0
