Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.1e-05,19.403062,[26 42] ; [28  5],[36.35643564 31.64356436] ; [17.64356436 15.35643564],1
r3,1,0.529828,0.394721,[58  9] ; [30  3],[58.96  8.04] ; [29.04  3.96],0
s1,1,0.545428,0.365571,[ 4 63] ; [ 1 31],[ 3.38383838 63.61616162] ; [ 1.61616162 30.38383838],0
u4,1,0.590043,0.290277,[ 1 68] ; [ 1 32],[ 1.35294118 67.64705882] ; [ 0.64705882 32.35294118],0
v1,1,0.618663,0.247752,[34 33] ; [15 18],[32.83 34.17] ; [16.17 16.83],0
n2,1,0.624206,0.24,[17  3] ; [3 1],[16.66666667  3.33333333] ; [3.33333333 0.66666667],0
d3,1,0.627021,0.236122,[32 37] ; [17 16],[33.14705882 35.85294118] ; [15.85294118 17.14705882],0
b3,1,0.632158,0.229146,[21 22] ; [10  8],[21.85245902 21.14754098] ; [9.14754098 8.85245902],0
b2,1,0.632158,0.229146,[21 22] ; [10  8],[21.85245902 21.14754098] ; [9.14754098 8.85245902],0
b4,1,0.640912,0.217552,[41 28] ; [18 15],[39.91176471 29.08823529] ; [19.08823529 13.91176471],0
u2,1,0.713926,0.134387,[11 12] ; [6 5],[11.5 11.5] ; [5.5 5.5],0
n1,1,0.772205,0.083806,[ 8 11] ; [2 2],[ 8.26086957 10.73913043] ; [1.73913043 2.26086957],0
b5,1,0.811723,0.056741,[38 31] ; [19 14],[38.55882353 30.44117647] ; [18.44117647 14.55882353],0
a3,1,0.921513,0.009708,[46 22] ; [22 11],[45.78217822 22.21782178] ; [22.21782178 10.78217822],0
d1,1,0.947504,0.004335,[ 6 63] ; [ 3 30],[ 6.08823529 62.91176471] ; [ 2.91176471 30.08823529],0
a1,1,0.957802,0.0028,[ 4 65] ; [ 2 31],[ 4.05882353 64.94117647] ; [ 1.94117647 31.05882353],0
