Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1.7e-05,18.521539,[41 13] ; [21 38],[29.62831858 24.37168142] ; [32.37168142 26.62831858],1
a4,1,2.3e-05,17.953305,[26 28] ; [ 7 52],[15.7699115 38.2300885] ; [17.2300885 41.7699115],1
d2,1,0.000208,13.756491,[28 26] ; [11 48],[18.63716814 35.36283186] ; [20.36283186 38.63716814],1
d4,1,0.01521,5.891977,[47  7] ; [40 19],[41.57522124 12.42477876] ; [45.42477876 13.57522124],0
d1,1,0.018772,5.522656,[33 21] ; [23 36],[26.76106195 27.23893805] ; [29.23893805 29.76106195],0
a6,1,0.019932,5.417827,[39 15] ; [30 29],[32.97345133 21.02654867] ; [36.02654867 22.97345133],0
v1,1,0.024704,5.04453,[26 28] ; [16 42],[20.25 33.75] ; [21.75 36.25],0
v2,1,0.029013,4.766835,[28 23] ; [19 37],[22.40186916 28.59813084] ; [24.59813084 31.40186916],0
d5,1,0.084789,2.970624,[45  9] ; [41 18],[41.09734513 12.90265487] ; [44.90265487 14.09734513],0
n3,1,0.107907,2.584615,[12 16] ; [18 10],[15. 13.] ; [15. 13.],0
p2,1,0.119479,2.424142,[26 28] ; [37 22],[30.10619469 23.89380531] ; [32.89380531 26.10619469],0
b5,1,0.12353,2.371984,[28 26] ; [39 20],[32.01769912 21.98230088] ; [34.98230088 24.01769912],0
u1,1,0.196055,1.671522,[ 5 49] ; [ 2 57],[ 3.34513274 50.65486726] ; [ 3.65486726 55.34513274],0
s2,1,0.22508,1.471684,[22 31] ; [18 41],[18.92857143 34.07142857] ; [21.07142857 37.92857143],0
r3,1,0.228807,1.448263,[49  5] ; [49 10],[46.83185841  7.16814159] ; [51.16814159  7.83185841],0
r4,1,0.251278,1.316186,[41 13] ; [39 20],[38.2300885 15.7699115] ; [41.7699115 17.2300885],0
b4,1,0.253646,1.30311,[31 23] ; [40 19],[33.92920354 20.07079646] ; [37.07079646 21.92920354],0
p4,1,0.255951,1.290525,[17 37] ; [13 46],[14.33628319 39.66371681] ; [15.66371681 43.33628319],0
p5,1,0.258864,1.274823,[ 3 50] ; [ 1 58],[ 1.89285714 51.10714286] ; [ 2.10714286 56.89285714],0
s6,1,0.261937,1.258493,[29 25] ; [25 33],[26.03571429 27.96428571] ; [27.96428571 30.03571429],0
p11,1,0.290203,1.118679,[31 23] ; [28 31],[28.19469027 25.80530973] ; [30.80530973 28.19469027],0
p1,1,0.293308,1.104373,[ 2 52] ; [ 5 54],[ 3.34513274 50.65486726] ; [ 3.65486726 55.34513274],0
n2,1,0.300315,1.072797,[20  9] ; [15 12],[18.125 10.875] ; [16.875 10.125],0
u3,1,0.342515,0.900994,[7 6] ; [26 12],[8.41176471 4.58823529] ; [24.58823529 13.41176471],0
s4,1,0.351672,0.867416,[ 9 45] ; [14 45],[10.99115044 43.00884956] ; [12.00884956 46.99115044],0
p8,1,0.376726,0.781358,[14 40] ; [11 47],[12.05357143 41.94642857] ; [12.94642857 45.05357143],0
p3,1,0.447933,0.575876,[11 42] ; [ 9 50],[ 9.46428571 43.53571429] ; [10.53571429 48.46428571],0
s1,1,0.466364,0.530579,[ 2 52] ; [ 4 55],[ 2.86725664 51.13274336] ; [ 3.13274336 55.86725664],0
a8,1,0.471301,0.518923,[ 2 47] ; [ 1 56],[ 1.38679245 47.61320755] ; [ 1.61320755 55.38679245],0
s5,1,0.508572,0.437005,[15 38] ; [13 44],[13.49090909 39.50909091] ; [14.50909091 42.49090909],0
