Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1.7e-05,18.521539,[41 13] ; [21 38],[29.62831858 24.37168142] ; [32.37168142 26.62831858],1
v4,1,0.516737,0.4204,[48  6] ; [50  9],[46.83185841  7.16814159] ; [51.16814159  7.83185841],0
s8,1,0.523784,0.406436,[11 43] ; [15 44],[12.42477876 41.57522124] ; [13.57522124 45.42477876],0
r2,1,0.553816,0.350526,[47  7] ; [49 10],[45.87610619  8.12389381] ; [50.12389381  8.87610619],0
n5,1,0.603736,0.269398,[18 36] ; [17 42],[16.72566372 37.27433628] ; [18.27433628 40.72566372],0
n1,1,0.61224,0.256925,[ 9 20] ; [ 7 21],[ 8.14035088 20.85964912] ; [ 7.85964912 20.14035088],0
s3,1,0.706936,0.141357,[22 32] ; [22 37],[21.02654867 32.97345133] ; [22.97345133 36.02654867],0
r1,1,0.732309,0.117002,[34 19] ; [36 23],[33.125 19.875] ; [36.875 22.125],0
b1,1,0.737525,0.112314,[19 35] ; [19 40],[18.15929204 35.84070796] ; [19.84070796 39.15929204],0
u2,1,0.74714,0.10395,[6 7] ; [19 18],[6.5 6.5] ; [18.5 18.5],0
p9,1,0.776435,0.080638,[37 16] ; [37 18],[36.31481481 16.68518519] ; [37.68518519 17.31481481],0
p10,1,0.822006,0.05061,[32 22] ; [32 24],[31.41818182 22.58181818] ; [32.58181818 23.41818182],0
n6,1,0.848797,0.036349,[32 22] ; [36 23],[32.49557522 21.50442478] ; [35.50442478 23.49557522],0
p6,1,0.874875,0.024796,[ 4 49] ; [ 4 55],[ 3.78571429 49.21428571] ; [ 4.21428571 54.78571429],0
v3,1,0.876021,0.024341,[12 40] ; [12 43],[11.6635514 40.3364486] ; [12.3364486 42.6635514],0
s7,1,0.877182,0.023883,[11 40] ; [13 44],[11.33333333 39.66666667] ; [12.66666667 44.33333333],0
a7,1,0.918958,0.010352,[38 16] ; [41 18],[37.75221239 16.24778761] ; [41.24778761 17.75221239],0
b3,1,0.963239,0.002124,[11 21] ; [ 7 13],[11.07692308 20.92307692] ; [ 6.92307692 13.07692308],0
b2,1,0.963239,0.002124,[11 21] ; [ 7 13],[11.07692308 20.92307692] ; [ 6.92307692 13.07692308],0
d3,1,0.977989,0.000761,[34 20] ; [37 22],[33.92920354 20.07079646] ; [37.07079646 21.92920354],0
