Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.001797,9.74591,[4 5] ; [ 3 43],[1.14545455 7.85454545] ; [ 5.85454545 40.14545455],0
p1,1,0.005069,7.854485,[3 6] ; [ 2 45],[0.80357143 8.19642857] ; [ 4.19642857 42.80357143],0
s6,1,0.009711,6.687077,[6 3] ; [11 36],[2.73214286 6.26785714] ; [14.26785714 32.73214286],0
r4,1,0.033385,4.525937,[5 4] ; [10 37],[2.41071429 6.58928571] ; [12.58928571 34.41071429],0
v1,1,0.033385,4.525937,[5 4] ; [10 37],[2.41071429 6.58928571] ; [12.58928571 34.41071429],0
s7,1,0.036983,4.351204,[4 4] ; [ 7 35],[1.76 6.24] ; [ 9.24 32.76],0
p11,1,0.046125,3.977038,[8 1] ; [25 22],[5.30357143 3.69642857] ; [27.69642857 19.30357143],0
d4,1,0.046125,3.977038,[8 1] ; [25 22],[5.30357143 3.69642857] ; [27.69642857 19.30357143],0
p4,1,0.048511,3.892199,[6 3] ; [15 32],[3.375 5.625] ; [17.625 29.375],0
b5,1,0.052691,3.75369,[2 7] ; [27 20],[4.66071429 4.33928571] ; [24.33928571 22.66071429],0
p2,1,0.058875,3.568804,[8 1] ; [26 21],[5.46428571 3.53571429] ; [28.53571429 18.46428571],0
b1,1,0.066371,3.370577,[3 6] ; [31 16],[5.46428571 3.53571429] ; [28.53571429 18.46428571],0
p10,1,0.077887,3.10845,[7 2] ; [21 25],[4.58181818 4.41818182] ; [23.41818182 22.58181818],0
d2,1,0.100665,2.69498,[5 4] ; [13 34],[2.89285714 6.10714286] ; [15.10714286 31.89285714],0
p3,1,0.108131,2.581334,[4 5] ; [ 9 37],[2.12727273 6.87272727] ; [10.87272727 35.12727273],0
n4,1,0.111968,2.526229,[7 2] ; [23 24],[4.82142857 4.17857143] ; [25.17857143 21.82142857],0
v3,1,0.185755,1.750971,[3 6] ; [ 7 40],[1.60714286 7.39285714] ; [ 8.39285714 38.60714286],0
d5,1,0.209602,1.574175,[7 2] ; [26 21],[5.30357143 3.69642857] ; [27.69642857 19.30357143],0
u3,1,0.256978,1.284965,[2 2] ; [ 6 20],[1.06666667 2.93333333] ; [ 6.93333333 19.06666667],0
s8,1,0.259143,1.273329,[3 6] ; [ 8 39],[1.76785714 7.23214286] ; [ 9.23214286 37.76785714],0
p9,1,0.261209,1.262338,[7 2] ; [26 19],[5.5 3.5] ; [27.5 17.5],0
n5,1,0.301414,1.067928,[7 2] ; [28 19],[5.625 3.375] ; [29.375 17.625],0
n3,1,0.314879,1.010101,[1 2] ; [14  8],[1.8 1.2] ; [13.2  8.8],0
a6,1,0.400752,0.706068,[5 4] ; [19 28],[3.85714286 5.14285714] ; [20.14285714 26.85714286],0
p7,1,0.400752,0.706068,[5 4] ; [19 28],[3.85714286 5.14285714] ; [20.14285714 26.85714286],0
u2,1,0.426716,0.631744,[3 1] ; [14 12],[2.26666667 1.73333333] ; [14.73333333 11.26666667],0
d1,1,0.43254,0.615994,[3 6] ; [10 37],[2.08928571 6.91071429] ; [10.91071429 36.08928571],0
v2,1,0.438578,0.6,[4 5] ; [14 31],[3. 6.] ; [15. 30.],0
n6,1,0.45628,0.555003,[6 3] ; [25 22],[4.98214286 4.01785714] ; [26.01785714 20.98214286],0
s4,1,0.457658,0.551615,[2 7] ; [ 6 41],[1.28571429 7.71428571] ; [ 6.71428571 40.28571429],0
a7,1,0.472236,0.516739,[4 5] ; [27 20],[4.98214286 4.01785714] ; [26.01785714 20.98214286],0
p6,1,0.493187,0.469565,[2 7] ; [ 6 39],[1.33333333 7.66666667] ; [ 6.66666667 38.33333333],0
r1,1,0.55075,0.355976,[4 5] ; [16 31],[3.21428571 5.78571429] ; [16.78571429 30.21428571],0
a4,1,0.562344,0.335662,[2 7] ; [15 32],[2.73214286 6.26785714] ; [14.26785714 32.73214286],0
r3,1,0.581598,0.303658,[5 4] ; [30 16],[5.72727273 3.27272727] ; [29.27272727 16.72727273],0
a3,1,0.586286,0.296182,[5 4] ; [21 25],[4.25454545 4.74545455] ; [21.74545455 24.25454545],0
v4,1,0.606503,0.265299,[6 3] ; [27 20],[5.30357143 3.69642857] ; [27.69642857 19.30357143],0
b4,1,0.689811,0.15929,[6 3] ; [28 19],[5.46428571 3.53571429] ; [28.53571429 18.46428571],0
a8,1,0.714106,0.13421,[1 8] ; [ 7 37],[1.35849057 7.64150943] ; [ 6.64150943 37.35849057],0
a5,1,0.804864,0.061037,[4 5] ; [23 24],[4.33928571 4.66071429] ; [22.66071429 24.33928571],0
d3,1,0.916348,0.011032,[4 5] ; [20 27],[3.85714286 5.14285714] ; [20.14285714 26.85714286],0
b3,1,0.954891,0.0032,[2 4] ; [ 9 19],[1.94117647 4.05882353] ; [ 9.05882353 18.94117647],0
b2,1,0.954891,0.0032,[2 4] ; [ 9 19],[1.94117647 4.05882353] ; [ 9.05882353 18.94117647],0
p8,1,0.966203,0.001795,[3 6] ; [15 31],[2.94545455 6.05454545] ; [15.05454545 30.94545455],0
