Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,148.16941,[44 90] ; [370  60],[98.36170213 35.63829787] ; [315.63829787 114.36170213],1
n6,1,0.0,37.208802,[91 42] ; [389  43],[112.99115044  20.00884956] ; [367.00884956  64.99115044],1
a5,1,0.0,29.908459,[77 58] ; [349  85],[101.07205624  33.92794376] ; [324.92794376 109.07205624],1
p4,1,1e-06,24.113407,[65 70] ; [308 125],[88.65316901 46.34683099] ; [284.34683099 148.65316901],1
a4,1,1e-06,23.513239,[ 35 100] ; [215 218],[59.41901408 75.58098592] ; [190.58098592 242.41901408],1
d2,1,1.2e-05,19.154641,[42 93] ; [228 205],[64.17253521 70.82746479] ; [205.82746479 227.17253521],1
r4,1,3.6e-05,17.097052,[113  22] ; [411  23],[124.32337434  10.67662566] ; [399.67662566  34.32337434],1
p6,1,3.8e-05,16.952471,[ 32 101] ; [188 239],[52.25 80.75] ; [167.75 259.25],1
a2,1,4.7e-05,16.566586,[ 20 115] ; [143 291],[38.67311072 96.32688928] ; [124.32688928 309.67311072],1
a8,1,9.9e-05,15.14622,[  5 119] ; [ 70 312],[ 18.37944664 105.62055336] ; [ 56.62055336 325.37944664],1
a3,1,0.000112,14.924129,[79 56] ; [327 105],[96.66666667 38.33333333] ; [309.33333333 122.66666667],1
v1,1,0.000637,11.663537,[56 75] ; [252 170],[72.96202532 58.03797468] ; [235.03797468 186.96202532],1
p3,1,0.000734,11.40155,[53 82] ; [242 191],[70.11443662 64.88556338] ; [224.88556338 208.11443662],1
s4,1,0.00227,9.317082,[ 33 102] ; [ 57 369],[ 21.65775401 113.34224599] ; [ 68.34224599 357.65775401],0
d5,1,0.002437,9.187428,[103  32] ; [378  56],[114.12126538  20.87873462] ; [366.87873462  67.12126538],0
d1,1,0.003231,8.67244,[69 66] ; [283 151],[83.51493849 51.48506151] ; [268.48506151 165.51493849],0
s7,1,0.003269,8.651086,[49 83] ; [212 197],[63.68207024 68.31792976] ; [197.31792976 211.68207024],0
r1,1,0.005834,7.600802,[101  33] ; [368  62],[111.42907801  22.57092199] ; [357.57092199  72.42907801],0
v3,1,0.005845,7.597517,[36 92] ; [175 245],[49.28467153 78.71532847] ; [161.71532847 258.28467153],0
u1,1,0.00641,7.431329,[ 18 117] ; [106 328],[ 29.42003515 105.57996485] ; [ 94.57996485 339.42003515],0
p11,1,0.007436,7.164619,[99 36] ; [363  71],[109.61335677  25.38664323] ; [352.38664323  81.61335677],0
r2,1,0.009955,6.642929,[123  11] ; [414  13],[128.26737968   5.73262032] ; [408.73262032  18.26737968],0
p7,1,0.022771,5.185875,[76 52] ; [298 127],[86.56781193 41.43218807] ; [287.43218807 137.56781193],0
p10,1,0.030084,4.704491,[104  29] ; [370  60],[111.97513321  21.02486679] ; [362.02486679  67.97513321],0
p5,1,0.033702,4.509766,[  9 126] ; [ 58 374],[ 15.95238095 119.04761905] ; [ 51.04761905 380.95238095],0
p1,1,0.035937,4.400097,[  6 128] ; [ 45 387],[ 12.07420495 121.92579505] ; [ 38.92579505 393.07420495],0
n1,1,0.043071,4.09262,[11 35] ; [28 38],[16.01785714 29.98214286] ; [22.98214286 43.01785714],0
p8,1,0.044453,4.039256,[67 66] ; [256 169],[76.9874552 56.0125448] ; [246.0125448 178.9874552],0
p12,1,0.062564,3.468085,[  6 129] ; [ 41 390],[ 11.21024735 123.78975265] ; [ 35.78975265 395.21024735],0
s8,1,0.077116,3.124649,[50 85] ; [196 233],[58.88297872 76.11702128] ; [187.11702128 241.88297872],0
s1,1,0.112195,2.523027,[  1 133] ; [ 14 412],[  3.58928571 130.41071429] ; [ 11.41071429 414.58928571],0
a1,1,0.119013,2.430259,[  2 133] ; [ 19 415],[  4.98242531 130.01757469] ; [ 16.01757469 417.98242531],0
v2,1,0.141923,2.156985,[68 60] ; [252 165],[75.1559633 52.8440367] ; [244.8440367 172.1559633],0
s2,1,0.164837,1.929283,[63 72] ; [228 198],[70.02673797 64.97326203] ; [220.97326203 205.02673797],0
r3,1,0.191766,1.703999,[128   6] ; [419  10],[130.19182948   3.80817052] ; [416.80817052  12.19182948],0
n2,1,0.204666,1.608762,[31 14] ; [54 14],[33.84955752 11.15044248] ; [51.15044248 16.84955752],0
s6,1,0.20772,1.587244,[86 48] ; [296 127],[91.8994614 42.1005386] ; [290.1005386 132.8994614],0
b1,1,0.210131,1.570522,[40 95] ; [154 280],[46.02811951 88.97188049] ; [147.97188049 286.02811951],0
b5,1,0.231862,1.429399,[82 53] ; [288 146],[87.78558875 47.21441125] ; [282.21441125 151.78558875],0
s5,1,0.254362,1.299187,[38 95] ; [140 273],[43.35897436 89.64102564] ; [134.64102564 278.35897436],0
a6,1,0.25462,1.297774,[100  35] ; [341  92],[104.81514085  30.18485915] ; [336.18485915  96.81514085],0
p9,1,0.310882,1.026923,[113  20] ; [377  50],[116.375  16.625] ; [373.625  53.375],0
v4,1,0.33203,0.940964,[128   6] ; [418  12],[129.72340426   4.27659574] ; [416.27659574  13.72340426],0
u4,1,0.368564,0.808502,[  1 134] ; [  8 425],[  2.13908451 132.86091549] ; [  6.86091549 426.13908451],0
s3,1,0.378836,0.774476,[71 63] ; [243 181],[75.40501792 58.59498208] ; [238.59498208 185.40501792],0
d4,1,0.475122,0.51004,[112  23] ; [371  63],[114.59578207  20.40421793] ; [368.40421793  65.59578207],0
n3,1,0.492419,0.471237,[34 12] ; [54 14],[35.50877193 10.49122807] ; [52.49122807 15.50877193],0
b2,1,0.588729,0.292334,[20 41] ; [ 97 169],[21.82568807 39.17431193] ; [ 95.17431193 170.82568807],0
b3,1,0.588729,0.292334,[20 41] ; [ 97 169],[21.82568807 39.17431193] ; [ 95.17431193 170.82568807],0
u2,1,0.711078,0.137203,[32 22] ; [59 46],[30.90566038 23.09433962] ; [60.09433962 44.90566038],0
b4,1,0.797365,0.065925,[81 54] ; [255 179],[79.71880492 55.28119508] ; [256.28119508 177.71880492],0
d3,1,0.822067,0.050575,[105  29] ; [344  90],[105.92605634  28.07394366] ; [343.07394366  90.92605634],0
u3,1,0.975811,0.000919,[34 20] ; [67 39],[34.0875 19.9125] ; [66.9125 39.0875],0
