Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.529595,[242 123] ; [69  4],[259.16666667 105.83333333] ; [51.83333333 21.16666667],1
s2,1,2e-05,18.17821,[194 173] ; [59 15],[210.54648526 156.45351474] ; [42.45351474 31.54648526],1
s5,1,0.000123,14.753523,[125 234] ; [41 28],[139.23831776 219.76168224] ; [26.76168224 42.23831776],1
s3,1,0.000193,13.900681,[205 158] ; [59 15],[219.29519451 143.70480549] ; [44.70480549 29.29519451],1
p6,1,0.001907,9.637359,[144 223] ; [43 30],[155.975 211.025] ; [31.025 41.975],0
s7,1,0.005861,7.592614,[178 176] ; [49 23],[188.63380282 165.36619718] ; [38.36619718 33.63380282],0
s8,1,0.006156,7.503999,[180 189] ; [49 25],[190.74717833 178.25282167] ; [38.25282167 35.74717833],0
a8,1,0.024185,5.081339,[ 53 272] ; [ 4 65],[ 47.0177665 277.9822335] ; [ 9.9822335 59.0177665],0
v2,1,0.036804,4.359471,[236 126] ; [37 34],[228.23556582 133.76443418] ; [44.76443418 26.23556582],0
r3,1,0.042562,4.112697,[364   6] ; [69  4],[361.64785553   8.35214447] ; [71.35214447  1.64785553],0
v3,1,0.04529,4.007821,[167 188] ; [25 48],[159.25233645 195.74766355] ; [32.74766355 40.25233645],0
p4,1,0.051146,3.803497,[253 117] ; [59 15],[260. 110.] ; [52. 22.],0
n4,1,0.068044,3.329593,[309  62] ; [55 19],[303.46966292  67.53033708] ; [60.53033708 13.46966292],0
p10,1,0.068727,3.313166,[315  54] ; [69  5],[319.85553047  49.14446953] ; [64.14446953  9.85553047],0
p7,1,0.103584,2.649471,[248 116] ; [56 16],[253.79816514 110.20183486] ; [50.20183486 21.79816514],0
s1,1,0.120934,2.405181,[  8 358] ; [ 4 70],[  9.98181818 356.01818182] ; [ 2.01818182 71.98181818],0
p11,1,0.154833,2.023974,[312  60] ; [57 17],[307.77578475  64.22421525] ; [61.22421525 12.77578475],0
p8,1,0.175616,1.834342,[216 150] ; [48 23],[221.10755149 144.89244851] ; [42.89244851 28.10755149],0
v1,1,0.220627,1.50029,[218 143] ; [39 35],[213.28045977 147.71954023] ; [43.71954023 30.28045977],0
d3,1,0.223435,1.482173,[329  43] ; [69  5],[331.96412556  40.03587444] ; [66.03587444  7.96412556],0
n1,1,0.266538,1.234477,[24 45] ; [ 3 12],[22.17857143 46.82142857] ; [ 4.82142857 10.17857143],0
p3,1,0.312622,1.019566,[207 164] ; [46 28],[210.92808989 160.07191011] ; [42.07191011 31.92808989],0
b3,1,0.315881,1.005927,[100 139] ; [13 26],[ 97.14748201 141.85251799] ; [15.85251799 23.14748201],0
b2,1,0.315881,1.005927,[100 139] ; [13 26],[ 97.14748201 141.85251799] ; [15.85251799 23.14748201],0
b5,1,0.400737,0.706113,[227 145] ; [49 25],[230.20627803 141.79372197] ; [45.79372197 28.20627803],0
a1,1,0.417455,0.657469,[ 18 354] ; [ 2 72],[ 16.68161435 355.31838565] ; [ 3.31838565 70.68161435],0
r1,1,0.421452,0.646263,[322  47] ; [62 12],[319.85553047  49.14446953] ; [64.14446953  9.85553047],0
u4,1,0.435632,0.607762,[ 11 361] ; [ 1 73],[ 10.00896861 361.99103139] ; [ 1.99103139 72.00896861],0
a7,1,0.437376,0.603158,[291  80] ; [55 19],[288.46292135  82.53707865] ; [57.53707865 16.46292135],0
p9,1,0.469477,0.523206,[326  40] ; [68  6],[327.73636364  38.26363636] ; [66.26363636  7.73636364],0
u2,1,0.485096,0.487385,[48 27] ; [7 6],[46.875 28.125] ; [8.125 4.875],0
n3,1,0.516034,0.421812,[51 20] ; [12  3],[52.01162791 18.98837209] ; [10.98837209  4.01162791],0
u1,1,0.548649,0.359744,[ 98 274] ; [22 52],[100.0896861 271.9103139] ; [19.9103139 54.0896861],0
p5,1,0.562199,0.335912,[ 46 325] ; [11 63],[ 47.52134831 323.47865169] ; [ 9.47865169 64.52134831],0
a5,1,0.610177,0.259917,[313  59] ; [64 10],[314.44843049  57.55156951] ; [62.55156951 11.44843049],0
p12,1,0.615428,0.252346,[ 37 333] ; [ 6 68],[ 35.83333333 334.16666667] ; [ 7.16666667 66.83333333],0
n2,1,0.62885,0.233623,[51 19] ; [10  5],[50.23529412 19.76470588] ; [10.76470588  4.23529412],0
n5,1,0.654694,0.200033,[288  81] ; [56 18],[286.53724605  82.46275395] ; [57.46275395 16.53724605],0
a3,1,0.667457,0.184591,[297  73] ; [61 13],[298.33333333  71.66666667] ; [59.66666667 14.33333333],0
d2,1,0.669511,0.182175,[269 101] ; [52 22],[267.5 102.5] ; [53.5 20.5],0
n6,1,0.6912,0.15779,[323  46] ; [66  8],[324.02031603  44.97968397] ; [64.97968397  9.02031603],0
p1,1,0.71434,0.133981,[ 35 336] ; [ 8 66],[ 35.8494382 335.1505618] ; [ 7.1505618 66.8494382],0
r2,1,0.732803,0.116554,[355  13] ; [71  2],[355.4829932  12.5170068] ; [70.5170068  2.4829932],0
d5,1,0.77216,0.083839,[363   8] ; [72  2],[362.66292135   8.33707865] ; [72.33707865  1.66292135],0
a6,1,0.817025,0.053533,[276  95] ; [56 18],[276.79101124  94.20898876] ; [55.20898876 18.79101124],0
r4,1,0.852526,0.034557,[349  23] ; [69  5],[348.64573991  23.35426009] ; [69.35426009  4.64573991],0
b4,1,0.855852,0.032999,[222 150] ; [45 29],[222.69955157 149.30044843] ; [44.30044843 29.69955157],0
d4,1,0.862715,0.029901,[363   6] ; [73  1],[363.16930023   5.83069977] ; [72.83069977  1.16930023],0
u3,1,0.864754,0.029011,[48 27] ; [8 5],[47.72727273 27.27272727] ; [8.27272727 4.72727273],0
v4,1,0.894165,0.017698,[360   9] ; [72  2],[359.83747178   9.16252822] ; [72.16252822  1.83747178],0
b1,1,0.919316,0.010261,[133 239] ; [26 48],[132.61883408 239.38116592] ; [26.38116592 47.61883408],0
a2,1,0.939804,0.005703,[129 243] ; [26 48],[129.28251121 242.71748879] ; [25.71748879 48.28251121],0
a4,1,0.985252,0.000342,[211 160] ; [42 32],[210.92808989 160.07191011] ; [42.07191011 31.92808989],0
