Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,73.159465,[73 15] ; [18 75],[44.24309392 43.75690608] ; [46.75690608 46.24309392],1
d5,1,0.0,46.940932,[85  3] ; [48 45],[64.66298343 23.33701657] ; [68.33701657 24.66298343],1
d4,1,0.0,43.262355,[86  1] ; [54 39],[67.66666667 19.33333333] ; [72.33333333 20.66666667],1
d3,1,0.0,41.253204,[75 13] ; [36 57],[53.96685083 34.03314917] ; [57.03314917 35.96685083],1
a2,1,0.0,34.349929,[34 55] ; [ 3 90],[18.09340659 70.90659341] ; [18.90659341 74.09340659],1
a5,1,0.0,33.549915,[72 17] ; [36 57],[52.81318681 36.18681319] ; [55.18681319 37.81318681],1
a4,1,0.0,32.074552,[56 33] ; [20 73],[37.16483516 51.83516484] ; [38.83516484 54.16483516],1
u1,1,0.0,29.91355,[27 62] ; [ 1 92],[13.69230769 75.30769231] ; [14.30769231 78.69230769],1
a3,1,1e-06,23.207793,[69 20] ; [39 53],[53.10497238 35.89502762] ; [54.89502762 37.10497238],1
a6,1,0.000898,11.027909,[63 25] ; [44 49],[52.02209945 35.97790055] ; [54.97790055 38.02209945],1
v2,1,0.009072,6.808635,[48 38] ; [33 58],[39.3559322 46.6440678] ; [41.6440678 49.3559322],0
s7,1,0.018306,5.566653,[36 48] ; [23 66],[28.64739884 55.35260116] ; [30.35260116 58.64739884],0
s8,1,0.0276,4.852902,[30 58] ; [18 74],[23.46666667 64.53333333] ; [24.53333333 67.46666667],0
s4,1,0.046676,3.95704,[ 7 79] ; [17 76],[11.53072626 74.46927374] ; [12.46927374 80.53072626],0
a7,1,0.052945,3.745663,[63 26] ; [53 40],[56.72527473 32.27472527] ; [59.27472527 33.72527473],0
n5,1,0.062131,3.47958,[51 37] ; [41 52],[44.72928177 43.27071823] ; [47.27071823 45.72928177],0
u2,1,0.064092,3.428203,[12  7] ; [20 32],[ 8.56338028 10.43661972] ; [23.43661972 28.56338028],0
s6,1,0.071179,3.255618,[52 36] ; [42 50],[45.95555556 42.04444444] ; [48.04444444 43.95555556],0
a8,1,0.092567,2.829149,[ 7 70] ; [16 72],[10.73333333 66.26666667] ; [12.26666667 75.73333333],0
u3,1,0.09391,2.806035,[14  6] ; [26 28],[10.81081081  9.18918919] ; [29.18918919 24.81081081],0
p4,1,0.09423,2.800579,[43 45] ; [34 59],[37.43646409 50.56353591] ; [39.56353591 53.43646409],0
n6,1,0.097553,2.745106,[65 23] ; [58 35],[59.80110497 28.19889503] ; [63.19889503 29.80110497],0
r1,1,0.099904,2.707069,[70 18] ; [64 29],[65.14917127 22.85082873] ; [68.85082873 24.14917127],0
