Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,56.22164,[226  23] ; [22 25],[208.62162162  40.37837838] ; [39.37837838  7.62162162],1
n6,1,0.0,38.27887,[236  13] ; [30 16],[224.5220339  24.4779661] ; [41.4779661  4.5220339],1
d1,1,0.000775,11.300953,[175  75] ; [21 26],[164.98316498  85.01683502] ; [31.01683502 15.98316498],1
d5,1,0.001039,10.757131,[217  32] ; [32 15],[209.46283784  39.53716216] ; [39.53716216  7.46283784],0
v3,1,0.001528,10.044856,[131 111] ; [12 31],[121.4245614 120.5754386] ; [21.5754386 21.4245614],0
a5,1,0.001708,9.83991,[209  41] ; [30 17],[201.17845118  48.82154882] ; [37.82154882  9.17845118],0
a3,1,0.002007,9.543562,[215  34] ; [32 15],[207.78040541  41.21959459] ; [39.21959459  7.78040541],0
r1,1,0.004446,8.092063,[216  33] ; [33 14],[209.46283784  39.53716216] ; [39.53716216  7.46283784],0
a4,1,0.011493,6.387501,[130 120] ; [15 32],[122.05387205 127.94612795] ; [22.94612795 24.05387205],0
p11,1,0.012601,6.224247,[209  41] ; [32 15],[202.86195286  47.13804714] ; [38.13804714  8.86195286],0
s4,1,0.01361,6.088042,[ 45 203] ; [16 31],[ 51.28135593 196.71864407] ; [ 9.71864407 37.28135593],0
d2,1,0.022892,5.176647,[146 104] ; [19 28],[138.88888889 111.11111111] ; [26.11111111 20.88888889],0
a7,1,0.03531,4.430112,[163  87] ; [38  9],[169.19191919  80.80808081] ; [31.80808081 15.19191919],0
p6,1,0.04909,3.872289,[127 118] ; [17 30],[120.82191781 124.17808219] ; [23.17808219 23.82191781],0
p4,1,0.050493,3.825009,[174  75] ; [26 21],[168.24324324  80.75675676] ; [31.75675676 15.24324324],0
p3,1,0.051222,3.800992,[150 100] ; [21 26],[143.93939394 106.06060606] ; [27.06060606 19.93939394],0
p5,1,0.055325,3.672257,[ 51 195] ; [ 4 42],[ 46.33561644 199.66438356] ; [ 8.66438356 37.33561644],0
v1,1,0.059423,3.553421,[158  83] ; [24 23],[152.29861111  88.70138889] ; [29.70138889 17.29861111],0
v2,1,0.065068,3.403255,[159  86] ; [21 21],[153.65853659  91.34146341] ; [26.34146341 15.65853659],0
