Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,28.786765,[65 33] ; [275  33],[82.06896552 15.93103448] ; [257.93103448  50.06896552],1
n5,1,5e-06,20.81627,[58 42] ; [247  59],[75.12315271 24.87684729] ; [229.87684729  76.12315271],1
p8,1,1e-05,19.606578,[29 72] ; [164 139],[48.25 52.75] ; [144.75 158.25],1
n4,1,7.6e-05,15.651419,[61 39] ; [248  60],[75.73529412 24.26470588] ; [233.26470588  74.73529412],1
b1,1,0.000496,12.131204,[56 46] ; [109 199],[41.04878049 60.95121951] ; [123.95121951 184.04878049],1
p2,1,0.000655,11.611963,[73 29] ; [265  42],[84.29339853 17.70660147] ; [253.70660147  53.29339853],1
n6,1,0.000999,10.829636,[72 27] ; [265  40],[82.58168317 16.41831683] ; [254.41831683  50.58168317],1
p7,1,0.001215,10.467699,[51 49] ; [204  92],[64.39393939 35.60606061] ; [190.60606061 105.39393939],0
p9,1,0.001636,9.919162,[75 23] ; [272  33],[84.382134 13.617866] ; [262.617866  42.382134],0
v4,1,0.002261,9.324781,[92 10] ; [297   8],[97.48894349  4.51105651] ; [291.51105651  13.48894349],0
s1,1,0.003501,8.525842,[10 89] ; [  9 296],[ 4.65594059 94.34405941] ; [ 14.34405941 290.65594059],0
s3,1,0.008171,6.995605,[80 22] ; [271  34],[87.96560197 14.03439803] ; [263.03439803  41.96560197],0
p12,1,0.017083,5.687777,[ 2 99] ; [ 28 279],[ 7.42647059 93.57352941] ; [ 22.57352941 284.42647059],0
r4,1,0.048041,3.908567,[86 16] ; [281  27],[91.30243902 10.69756098] ; [275.69756098  32.30243902],0
p1,1,0.069636,3.291586,[10 91] ; [ 15 291],[ 6.2039312 94.7960688] ; [ 18.7960688 287.2039312],0
d1,1,0.079672,3.071572,[56 46] ; [199 109],[63.43902439 38.56097561] ; [191.56097561 116.43902439],0
p3,1,0.081114,3.042437,[42 60] ; [157 150],[49.62836186 52.37163814] ; [149.37163814 157.62836186],0
r3,1,0.104212,2.63987,[93  7] ; [297  10],[95.82309582  4.17690418] ; [294.17690418  12.82309582],0
a5,1,0.119433,2.424745,[71 31] ; [238  70],[76.87317073 25.12682927] ; [232.12682927  75.87317073],0
p4,1,0.138291,2.196878,[55 47] ; [191 116],[61.34963325 40.65036675] ; [184.65036675 122.34963325],0
d4,1,0.151768,2.054393,[82 19] ; [267  40],[86.39460784 14.60539216] ; [262.60539216  44.39460784],0
a8,1,0.170543,1.878163,[10 81] ; [ 49 240],[14.12894737 76.87105263] ; [ 44.87105263 244.12894737],0
s4,1,0.189344,1.722713,[31 71] ; [ 72 230],[26.0049505 75.9950495] ; [ 76.9950495 225.0049505],0
v1,1,0.198755,1.6515,[49 52] ; [166 131],[54.56030151 46.43969849] ; [160.43969849 136.56030151],0
s8,1,0.235874,1.405087,[55 47] ; [186 121],[60.10268949 41.89731051] ; [180.89731051 126.10268949],0
u4,1,0.262758,1.25417,[ 4 98] ; [  6 302],[ 2.48780488 99.51219512] ; [  7.51219512 300.48780488],0
n3,1,0.281811,1.158333,[30  8] ; [40 18],[27.70833333 10.29166667] ; [42.29166667 15.70833333],0
r2,1,0.313322,1.01662,[95  6] ; [293  11],[96.76049383  4.23950617] ; [291.23950617  12.76049383],0
a3,1,0.323861,0.973291,[71 31] ; [229  78],[74.81662592 27.18337408] ; [225.18337408  81.81662592],0
d2,1,0.356815,0.84907,[56 45] ; [154 153],[51.98529412 49.01470588] ; [158.01470588 148.98529412],0
b4,1,0.359545,0.83948,[55 47] ; [182 126],[58.96097561 43.03902439] ; [178.03902439 129.96097561],0
u2,1,0.426791,0.631541,[15 14] ; [47 31],[16.80373832 12.19626168] ; [45.19626168 32.80373832],0
a1,1,0.489022,0.478678,[ 6 96] ; [ 13 295],[ 4.72682927 97.27317073] ; [ 14.27317073 293.72682927],0
v3,1,0.526379,0.401377,[36 61] ; [121 176],[38.65228426 58.34771574] ; [118.34771574 178.65228426],0
n1,1,0.617422,0.249508,[13 25] ; [22 34],[14.14893617 23.85106383] ; [20.85106383 35.14893617],0
b2,1,0.630619,0.231222,[16 32] ; [ 73 124],[17.43673469 30.56326531] ; [ 71.56326531 125.43673469],0
b3,1,0.630619,0.231222,[16 32] ; [ 73 124],[17.43673469 30.56326531] ; [ 71.56326531 125.43673469],0
d5,1,0.637011,0.222672,[81 19] ; [255  52],[82.55528256 17.44471744] ; [253.44471744  53.55528256],0
v2,1,0.664254,0.188398,[55 41] ; [177 119],[56.81632653 39.18367347] ; [175.18367347 120.81632653],0
a2,1,0.724714,0.124021,[26 76] ; [ 84 224],[27.36585366 74.63414634] ; [ 82.63414634 225.36585366],0
s7,1,0.726578,0.122277,[61 28] ; [201 101],[59.63682864 29.36317136] ; [202.36317136  99.63682864],0
r1,1,0.740388,0.109786,[80 21] ; [247  59],[81.14742015 19.85257985] ; [245.85257985  60.14742015],0
a6,1,0.74554,0.105317,[65 36] ; [203 104],[66.34313725 34.65686275] ; [201.65686275 105.34313725],0
n2,1,0.762028,0.091699,[29  9] ; [45 12],[29.6  8.4] ; [44.4 12.6],0
s5,1,0.812406,0.056323,[42 52] ; [129 169],[41.00510204 52.99489796] ; [129.99489796 168.00510204],0
b5,1,0.847211,0.037125,[65 37] ; [193 115],[64.18536585 37.81463415] ; [193.81463415 114.18536585],0
a4,1,0.860817,0.030742,[47 55] ; [145 163],[47.76585366 54.23414634] ; [144.23414634 163.76585366],0
s6,1,0.877766,0.023655,[84 15] ; [259  44],[84.47014925 14.52985075] ; [258.52985075  44.47014925],0
u3,1,0.877983,0.02357,[19 10] ; [53 26],[19.33333333  9.66666667] ; [52.66666667 26.33333333],0
u1,1,0.914229,0.011601,[22 80] ; [ 68 240],[22.3902439 79.6097561] ; [ 67.6097561 240.3902439],0
p6,1,0.924503,0.00898,[39 62] ; [119 185],[39.40246914 61.59753086] ; [118.59753086 185.40246914],0
a7,1,0.95503,0.00318,[73 28] ; [221  86],[72.77941176 28.22058824] ; [221.22058824  85.77941176],0
d3,1,0.980337,0.000607,[70 30] ; [216  92],[70.09803922 29.90196078] ; [215.90196078  92.09803922],0
