Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,9e-06,19.61594,[22  6] ; [14 38],[12.6 15.4] ; [23.4 28.6],1
s6,1,0.002247,9.336178,[23  6] ; [23 29],[16.4691358 12.5308642] ; [29.5308642 22.4691358],0
s2,1,0.002469,9.163577,[16 13] ; [12 42],[ 9.78313253 19.21686747] ; [18.21686747 35.78313253],0
s5,1,0.009647,6.698936,[14 15] ; [11 42],[ 8.84146341 20.15853659] ; [16.15853659 36.84146341],0
b3,1,0.010459,6.554979,[ 8 11] ; [ 3 26],[ 4.35416667 14.64583333] ; [ 6.64583333 22.35416667],0
b2,1,0.010459,6.554979,[ 8 11] ; [ 3 26],[ 4.35416667 14.64583333] ; [ 6.64583333 22.35416667],0
s3,1,0.010504,6.547345,[18 11] ; [17 35],[12.5308642 16.4691358] ; [22.4691358 29.5308642],0
a8,1,0.010787,6.500061,[ 5 22] ; [ 1 48],[ 2.13157895 24.86842105] ; [ 3.86842105 45.13157895],0
b5,1,0.050747,3.816592,[12 17] ; [35 20],[16.22619048 12.77380952] ; [30.77380952 24.22619048],0
p10,1,0.052492,3.760025,[27  2] ; [41 13],[23.75903614  5.24096386] ; [44.24096386  9.75903614],0
p7,1,0.066145,3.376181,[26  3] ; [39 15],[22.71084337  6.28915663] ; [42.28915663 11.71084337],0
u1,1,0.081035,3.044013,[ 3 26] ; [ 1 54],[ 1.38095238 27.61904762] ; [ 2.61904762 52.38095238],0
a3,1,0.102621,2.664326,[15 14] ; [18 36],[11.53012048 17.46987952] ; [21.46987952 32.53012048],0
n1,1,0.108664,2.573545,[5 2] ; [4 8],[3.31578947 3.68421053] ; [5.68421053 6.31578947],0
p9,1,0.114401,2.492353,[27  2] ; [44 11],[24.51190476  4.48809524] ; [46.48809524  8.51190476],0
n5,1,0.130201,2.290102,[24  5] ; [37 18],[21.05952381  7.94047619] ; [39.94047619 15.05952381],0
p2,1,0.130594,2.285433,[26  3] ; [41 13],[23.40963855  5.59036145] ; [43.59036145 10.40963855],0
v2,1,0.132765,2.259878,[16 11] ; [22 31],[12.825 14.175] ; [25.175 27.825],0
r4,1,0.140223,2.175512,[26  3] ; [42 13],[23.47619048  5.52380952] ; [44.52380952 10.47619048],0
p11,1,0.140223,2.175512,[26  3] ; [42 13],[23.47619048  5.52380952] ; [44.52380952 10.47619048],0
a4,1,0.195667,1.674422,[ 9 20] ; [10 44],[ 6.63855422 22.36144578] ; [12.36144578 41.63855422],0
v1,1,0.196405,1.668909,[15 14] ; [20 34],[12.22891566 16.77108434] ; [22.77108434 31.22891566],0
d2,1,0.22354,1.481498,[ 8 21] ; [ 9 46],[ 5.86904762 23.13095238] ; [11.13095238 43.86904762],0
d3,1,0.245591,1.348213,[ 6 23] ; [18 37],[ 8.28571429 20.71428571] ; [15.71428571 39.28571429],0
b4,1,0.251201,1.316614,[12 17] ; [30 25],[14.5 14.5] ; [27.5 27.5],0
r1,1,0.253991,1.301215,[22  7] ; [35 20],[19.67857143  9.32142857] ; [37.32142857 17.67857143],0
u2,1,0.287624,1.130711,[8 6] ; [15 22],[6.31372549 7.68627451] ; [16.68627451 20.31372549],0
b1,1,0.30344,1.059015,[15 14] ; [22 33],[12.77380952 16.22619048] ; [24.22619048 30.77380952],0
a5,1,0.328554,0.954591,[18 11] ; [28 27],[15.88095238 13.11904762] ; [30.11904762 24.88095238],0
p12,1,0.333083,0.936875,[ 4 25] ; [ 4 51],[ 2.76190476 26.23809524] ; [ 5.23809524 49.76190476],0
r3,1,0.41138,0.674809,[27  2] ; [48  7],[25.89285714  3.10714286] ; [49.10714286  5.89285714],0
d5,1,0.418164,0.65547,[ 9 20] ; [22 33],[10.70238095 18.29761905] ; [20.29761905 34.70238095],0
u3,1,0.430947,0.62027,[7 7] ; [14 23],[5.76470588 8.23529412] ; [15.23529412 21.76470588],0
a7,1,0.431381,0.619101,[17 12] ; [37 18],[18.64285714 10.35714286] ; [35.35714286 19.64285714],0
p6,1,0.45014,0.570298,[13 16] ; [20 35],[11.39285714 17.60714286] ; [21.60714286 33.39285714],0
p3,1,0.453091,0.562907,[17 12] ; [27 27],[15.37349398 13.62650602] ; [28.62650602 25.37349398],0
s1,1,0.51728,0.419314,[ 2 27] ; [ 2 52],[ 1.39759036 27.60240964] ; [ 2.60240964 51.39759036],0
v3,1,0.547569,0.361691,[ 9 19] ; [21 33],[10.24390244 17.75609756] ; [19.75609756 34.24390244],0
n3,1,0.580543,0.305357,[6 1] ; [9 3],[5.52631579 1.47368421] ; [9.47368421 2.52631579],0
