Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,138.155711,[407  65] ; [32 69],[361.61954625 110.38045375] ; [77.38045375 23.61954625],1
n6,1,0.0,34.277206,[420  51] ; [67 34],[401.00874126  69.99125874] ; [85.99125874 15.00874126],1
s7,1,5e-05,16.431452,[259 190] ; [34 63],[240.94688645 208.05311355] ; [52.05311355 44.94688645],1
p6,1,0.000968,10.887476,[190 278] ; [23 77],[175.5 292.5] ; [37.5 62.5],1
d2,1,0.001657,9.895713,[292 179] ; [46 56],[277.83246073 193.16753927] ; [60.16753927 41.83246073],0
s8,1,0.004088,8.244455,[240 227] ; [36 65],[226.92253521 240.07746479] ; [49.07746479 51.92253521],0
p11,1,0.004421,8.102109,[389  85] ; [71 31],[378.54166667  95.45833333] ; [81.45833333 20.54166667],0
p3,1,0.006361,7.445136,[261 209] ; [41 60],[248.58143608 221.41856392] ; [53.41856392 47.58143608],0
r4,1,0.014302,6.000451,[458  16] ; [93  9],[453.42708333  20.57291667] ; [97.57291667  4.42708333],0
v3,1,0.01617,5.784327,[209 246] ; [32 66],[198.29113924 256.70886076] ; [42.70886076 55.29113924],0
a8,1,0.016552,5.743292,[ 69 352] ; [ 6 85],[ 61.66992188 359.33007812] ; [13.33007812 77.66992188],0
p4,1,0.024999,5.023937,[307 163] ; [54 47],[297.14535902 172.85464098] ; [63.85464098 37.14535902],0
d1,1,0.027496,4.859364,[332 142] ; [60 42],[322.58333333 151.41666667] ; [69.41666667 32.58333333],0
r2,1,0.035153,4.437732,[460  10] ; [95  6],[456.83012259  13.16987741] ; [98.16987741  2.83012259],0
s2,1,0.035924,4.400696,[252 214] ; [43 58],[242.45149912 223.54850088] ; [52.54850088 48.45149912],0
n1,1,0.037536,4.325943,[36 47] ; [ 9 29],[30.8677686 52.1322314] ; [14.1322314 23.8677686],0
s4,1,0.048296,3.899655,[ 68 397] ; [23 79],[ 74.62962963 390.37037037] ; [16.37037037 85.62962963],0
u1,1,0.058688,3.574088,[126 348] ; [18 84],[118.5 355.5] ; [25.5 76.5],0
a4,1,0.067346,3.346544,[269 203] ; [48 54],[260.66898955 211.33101045] ; [56.33101045 45.66898955],0
p10,1,0.070998,3.259805,[396  72] ; [78 23],[389.8629174  78.1370826] ; [84.1370826 16.8629174],0
p5,1,0.076424,3.139366,[ 63 407] ; [ 7 93],[ 57.71929825 412.28070175] ; [12.28070175 87.71929825],0
p2,1,0.077421,3.118217,[405  66] ; [79 21],[399.23642732  71.76357268] ; [84.76357268 15.23642732],0
d5,1,0.104939,2.628833,[408  63] ; [82 20],[402.77486911  68.22513089] ; [87.22513089 14.77486911],0
s6,1,0.130951,2.281197,[328 134] ; [64 37],[321.67673179 140.32326821] ; [70.32326821 30.67673179],0
a2,1,0.131946,2.269457,[167 307] ; [28 74],[160.46875 313.53125] ; [34.53125 67.46875],0
p12,1,0.162385,1.951878,[ 49 419] ; [ 6 95],[ 45.23725835 422.76274165] ; [ 9.76274165 91.23725835],0
s3,1,0.174998,1.839597,[267 198] ; [50 50],[260.89380531 204.10619469] ; [56.10619469 43.89380531],0
v4,1,0.181411,1.786028,[456  15] ; [95  6],[453.70804196  17.29195804] ; [97.29195804  3.70804196],0
p1,1,0.195506,1.675633,[ 42 429] ; [ 5 95],[ 38.76882662 432.23117338] ; [ 8.23117338 91.76882662],0
u4,1,0.256323,1.288506,[ 14 460] ; [  1 101],[ 12.34375 461.65625] ; [ 2.65625 99.34375],0
v1,1,0.266111,1.236685,[274 190] ; [53 47],[269.0212766 194.9787234] ; [57.9787234 42.0212766],0
a1,1,0.286449,1.136237,[ 26 448] ; [ 3 99],[ 23.86458333 450.13541667] ; [ 5.13541667 96.86458333],0
a3,1,0.305737,1.049,[382  90] ; [78 24],[378.25783972  93.74216028] ; [81.74216028 20.25783972],0
p9,1,0.313969,1.013906,[402  65] ; [83 18],[398.75880282  68.24119718] ; [86.24119718 14.75880282],0
b1,1,0.328824,0.953523,[192 282] ; [36 66],[187.625 286.375] ; [40.375 61.625],0
b2,1,0.329819,0.949608,[131 179] ; [19 35],[127.74725275 182.25274725] ; [22.25274725 31.74725275],0
b3,1,0.329819,0.949608,[131 179] ; [19 35],[127.74725275 182.25274725] ; [22.25274725 31.74725275],0
s1,1,0.441856,0.591457,[ 16 450] ; [  2 100],[ 14.76760563 451.23239437] ; [ 3.23239437 98.76760563],0
r3,1,0.460734,0.544112,[456  16] ; [97  5],[454.73170732  17.26829268] ; [98.26829268  3.73170732],0
b5,1,0.501364,0.452048,[282 192] ; [57 45],[278.96875 195.03125] ; [60.03125 41.96875],0
u2,1,0.541459,0.372841,[50 40] ; [15  9],[51.31578947 38.68421053] ; [13.68421053 10.31578947],0
s5,1,0.584243,0.299426,[172 285] ; [34 64],[169.62522523 287.37477477] ; [36.37477477 61.62522523],0
a7,1,0.617228,0.249782,[356 118] ; [79 23],[357.96875 116.03125] ; [77.03125 24.96875],0
p8,1,0.621943,0.243147,[260 203] ; [54 47],[257.76950355 205.23049645] ; [56.23049645 44.76950355],0
u3,1,0.632881,0.228175,[57 35] ; [13 10],[56. 36.] ; [14.  9.],0
n3,1,0.63894,0.220131,[61 21] ; [26 11],[59.94957983 22.05042017] ; [27.05042017  9.94957983],0
d3,1,0.812852,0.056049,[351 121] ; [77 25],[351.94425087 120.05574913] ; [76.05574913 25.94425087],0
a6,1,0.815661,0.054349,[347 124] ; [74 28],[346.05759162 124.94240838] ; [74.94240838 27.05759162],0
n2,1,0.825916,0.048375,[61 24] ; [28 10],[61.50406504 23.49593496] ; [27.49593496 10.50406504],0
v2,1,0.921572,0.009693,[285 176] ; [58 35],[285.42057762 175.57942238] ; [57.57942238 35.42057762],0
d4,1,0.925202,0.008814,[408  63] ; [88 14],[407.70680628  63.29319372] ; [88.29319372 13.70680628],0
p7,1,0.925331,0.008783,[304 158] ; [64 34],[303.6 158.4] ; [64.4 33.6],0
b4,1,0.974212,0.001045,[278 196] ; [60 42],[278.14583333 195.85416667] ; [59.85416667 42.14583333],0
