Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,138.345289,[351   4] ; [40 30],[326.6  28.4] ; [64.4  5.6],1
r1,1,0.0,85.257084,[297  58] ; [23 49],[266.04215457  88.95784543] ; [53.95784543 18.04215457],1
r2,1,0.0,82.740229,[346   9] ; [43 23],[328.01662708  26.98337292] ; [60.98337292  5.01662708],1
v4,1,0.0,73.55669,[344  12] ; [45 24],[325.84470588  30.15529412] ; [63.15529412  5.84470588],1
p2,1,0.0,47.135823,[306  48] ; [35 34],[285.37588652  68.62411348] ; [55.62411348 13.37588652],1
p9,1,0.0,25.995047,[283  64] ; [38 33],[266.47607656  80.52392344] ; [54.52392344 16.47607656],1
p10,1,1e-06,24.943839,[277  75] ; [35 35],[260.2464455  91.7535545] ; [51.7535545 18.2464455],1
n6,1,3e-06,22.137746,[294  61] ; [41 30],[279.16666667  75.83333333] ; [55.83333333 15.16666667],1
p7,1,5e-06,20.980449,[215 133] ; [22 47],[197.78417266 150.21582734] ; [39.21582734 29.78417266],1
p11,1,5e-06,20.732774,[278  79] ; [38 35],[262.35348837  94.64651163] ; [53.64651163 19.35348837],1
p8,1,0.000158,14.275554,[174 175] ; [18 53],[159.54285714 189.45714286] ; [32.45714286 38.54285714],1
n3,1,0.000378,12.637008,[63 15] ; [15 17],[55.30909091 22.69090909] ; [22.69090909  9.30909091],1
b1,1,0.000447,12.3255,[118 239] ; [40 33],[131.17674419 225.82325581] ; [26.82325581 46.17674419],1
p4,1,0.000544,11.9583,[204 150] ; [25 46],[190.74352941 163.25647059] ; [38.25647059 32.74352941],1
a1,1,0.000629,11.686854,[ 11 346] ; [ 9 64],[ 16.60465116 340.39534884] ; [ 3.39534884 69.60465116],1
s6,1,0.000868,11.090031,[191 157] ; [24 48],[178.14285714 169.85714286] ; [36.85714286 35.14285714],1
v1,1,0.005133,7.831885,[172 178] ; [22 49],[161.28266033 188.71733967] ; [32.71733967 38.28266033],0
n2,1,0.005214,7.80378,[59 19] ; [16 17],[52.7027027 25.2972973] ; [22.2972973 10.7027027],0
a7,1,0.005806,7.609607,[278  79] ; [45 27],[268.79020979  88.20979021] ; [54.20979021 17.79020979],0
n4,1,0.00813,7.004594,[265  92] ; [43 30],[255.71162791 101.28837209] ; [52.28837209 20.71162791],0
n5,1,0.017546,5.640962,[251 104] ; [40 31],[242.5 112.5] ; [48.5 22.5],0
p3,1,0.037117,4.345028,[159 195] ; [22 48],[151.11792453 202.88207547] ; [29.88207547 40.11792453],0
p6,1,0.08867,2.89835,[ 99 249] ; [13 57],[ 93.24401914 254.75598086] ; [18.75598086 51.24401914],0
a2,1,0.13023,2.289765,[ 88 269] ; [12 61],[ 83.02325581 273.97674419] ; [16.97674419 56.02325581],0
s1,1,0.130938,2.281346,[  8 345] ; [ 4 69],[  9.94366197 343.05633803] ; [ 2.05633803 70.94366197],0
s2,1,0.137426,2.206549,[121 235] ; [18 54],[115.61682243 240.38317757] ; [23.38317757 48.61682243],0
v2,1,0.137717,2.203284,[189 152] ; [32 38],[183.36009732 157.63990268] ; [37.63990268 32.36009732],0
v3,1,0.15391,2.033067,[111 230] ; [17 54],[105.94174757 235.05825243] ; [22.05825243 48.94174757],0
a8,1,0.165856,1.920005,[ 38 286] ; [ 4 63],[ 34.80306905 289.19693095] ; [ 7.19693095 59.80306905],0
d4,1,0.167265,1.90729,[314  43] ; [59 13],[310.3986014  46.6013986] ; [62.6013986  9.3986014],0
a5,1,0.185065,1.756469,[262  95] ; [48 25],[257.37209302  99.62790698] ; [52.62790698 20.37209302],0
u3,1,0.221517,1.494516,[59 47] ; [11 15],[56.21212121 49.78787879] ; [13.78787879 12.21212121],0
a3,1,0.224938,1.472585,[250 106] ; [46 27],[245.63170163 110.36829837] ; [50.36829837 22.63170163],0
s5,1,0.230528,1.437603,[ 92 255] ; [14 57],[ 87.99521531 259.00478469] ; [18.00478469 52.99521531],0
u1,1,0.232036,1.428337,[ 59 298] ; [ 8 65],[ 55.6255814 301.3744186] ; [11.3744186 61.6255814],0
a6,1,0.250455,1.320766,[254 103] ; [47 26],[249.9 107.1] ; [51.1 21.9],0
b5,1,0.276796,1.182756,[220 137] ; [40 33],[215.86046512 141.13953488] ; [44.13953488 28.86046512],0
p1,1,0.329565,0.950607,[ 23 331] ; [ 7 65],[ 24.92957746 329.07042254] ; [ 5.07042254 66.92957746],0
d3,1,0.346164,0.887468,[267  90] ; [50 22],[263.7972028  93.2027972] ; [53.2027972 18.7972028],0
d1,1,0.347523,0.882482,[231 126] ; [43 30],[227.48372093 129.51627907] ; [46.51627907 26.48372093],0
s3,1,0.375337,0.78592,[141 212] ; [24 46],[137.69503546 215.30496454] ; [27.30496454 42.69503546],0
s4,1,0.376029,0.783645,[ 49 301] ; [13 59],[ 51.42180095 298.57819905] ; [10.57819905 61.42180095],0
s7,1,0.407372,0.686459,[ 93 248] ; [15 52],[ 90.26470588 250.73529412] ; [17.73529412 49.26470588],0
p5,1,0.414976,0.664501,[ 25 329] ; [ 7 64],[ 26.65411765 327.34588235] ; [ 5.34588235 65.65411765],0
p12,1,0.445666,0.58165,[ 17 336] ; [ 2 70],[ 15.78117647 337.21882353] ; [ 3.21882353 68.78117647],0
a4,1,0.479019,0.501097,[170 187] ; [31 41],[167.26573427 189.73426573] ; [33.73426573 38.26573427],0
d2,1,0.572769,0.318072,[167 188] ; [36 35],[169.16666667 185.83333333] ; [33.83333333 37.16666667],0
u2,1,0.595056,0.282517,[55 51] ; [15 11],[56.21212121 49.78787879] ; [13.78787879 12.21212121],0
n1,1,0.75525,0.097172,[26 52] ; [10 23],[25.2972973 52.7027027] ; [10.7027027 22.2972973],0
b4,1,0.852869,0.034395,[211 146] ; [44 29],[211.70930233 145.29069767] ; [43.29069767 29.70930233],0
b2,1,0.918231,0.01054,[ 61 132] ; [12 27],[ 60.72844828 132.27155172] ; [12.27155172 26.72844828],0
b3,1,0.918231,0.01054,[ 61 132] ; [12 27],[ 60.72844828 132.27155172] ; [12.27155172 26.72844828],0
