Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,104.426378,[16 38] ; [224  22],[43.2 10.8] ; [196.8  49.2],1
n6,1,0.0,32.551443,[34 19] ; [227  18],[46.41946309  6.58053691] ; [214.58053691  30.41946309],1
s7,1,2e-06,22.507896,[22 26] ; [188  50],[35.24475524 12.75524476] ; [174.75524476  63.24475524],1
p11,1,0.002606,9.064799,[35 19] ; [205  42],[43.05647841 10.94352159] ; [196.94352159  50.05647841],0
s4,1,0.004318,8.145114,[21 33] ; [ 50 193],[12.90909091 41.09090909] ; [ 58.09090909 184.90909091],0
d2,1,0.004527,8.05948,[32 22] ; [190  54],[40.22818792 13.77181208] ; [181.77181208  62.22818792],0
v3,1,0.005035,7.866997,[14 36] ; [116 117],[22.96819788 27.03180212] ; [107.03180212 125.96819788],0
r1,1,0.005914,7.57623,[39 14] ; [217  29],[45.37792642  7.62207358] ; [210.62207358  35.37792642],0
p4,1,0.006647,7.365924,[30 23] ; [184  61],[38.06040268 14.93959732] ; [175.93959732  69.06040268],0
a8,1,0.007504,7.148159,[ 1 50] ; [ 36 187],[ 6.88686131 44.11313869] ; [ 30.11313869 192.88686131],0
a4,1,0.009343,6.756104,[24 30] ; [157  90],[32.4717608 21.5282392] ; [148.5282392  98.4717608],0
p6,1,0.009497,6.726895,[16 37] ; [121 122],[24.53040541 28.46959459] ; [112.46959459 130.53040541],0
a3,1,0.010914,6.479285,[38 16] ; [209  37],[44.46  9.54] ; [202.54  43.46],0
p7,1,0.014103,6.025169,[25 25] ; [163  76],[32.52595156 17.47404844] ; [155.47404844  83.52595156],0
p5,1,0.018561,5.542448,[ 2 50] ; [ 40 204],[ 7.37837838 44.62162162] ; [ 34.62162162 209.37837838],0
r4,1,0.01932,5.472283,[46  8] ; [233  14],[50.05315615  3.94684385] ; [228.94684385  18.05315615],0
a5,1,0.037927,4.308297,[41 13] ; [215  32],[45.9269103  8.0730897] ; [210.0730897  36.9269103],0
p3,1,0.049474,3.859187,[24 29] ; [147  98],[30.41275168 22.58724832] ; [140.58724832 104.41275168],0
u1,1,0.050781,3.81549,[11 43] ; [ 84 163],[17.04318937 36.95681063] ; [ 77.95681063 169.04318937],0
