Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,58.653342,[ 4 58] ; [103  59],[29.61607143 32.38392857] ; [77.38392857 84.61607143],1
d3,1,1e-06,25.044796,[25 37] ; [122  39],[40.86995516 21.13004484] ; [106.13004484  54.86995516],1
d4,1,2e-06,23.027628,[34 27] ; [139  23],[47.32286996 13.67713004] ; [125.67713004  36.32286996],1
a8,1,0.000756,11.347401,[ 8 51] ; [  3 147],[ 3.10526316 55.89473684] ; [  7.89473684 142.10526316],1
a5,1,0.001217,10.46469,[25 37] ; [104  58],[35.70535714 26.29464286] ; [93.29464286 68.70535714],0
a4,1,0.00195,9.59628,[10 52] ; [ 61 101],[19.65178571 42.34821429] ; [ 51.34821429 110.65178571],0
a7,1,0.003174,8.704924,[36 26] ; [126  36],[44.83928571 17.16071429] ; [117.16071429  44.83928571],0
d2,1,0.005525,7.699034,[14 48] ; [69 93],[22.97321429 39.02678571] ; [ 60.02678571 101.97321429],0
r2,1,0.008256,6.976977,[51 11] ; [151  10],[56.16143498  5.83856502] ; [145.83856502  15.16143498],0
v2,1,0.009054,6.812212,[21 38] ; [84 67],[29.5 29.5] ; [75.5 75.5],0
a3,1,0.011702,6.355451,[27 34] ; [102  60],[35.28699552 25.71300448] ; [93.71300448 68.28699552],0
u3,1,0.057004,3.622472,[15 19] ; [38 21],[19.37634409 14.62365591] ; [33.62365591 25.37634409],0
p7,1,0.057617,3.604694,[39 21] ; [79 77],[32.77777778 27.22222222] ; [85.22222222 70.77777778],0
s6,1,0.065562,3.390782,[31 31] ; [101  58],[37.03167421 24.96832579] ; [94.96832579 64.03167421],0
r1,1,0.079866,3.06762,[38 24] ; [118  43],[43.37219731 18.62780269] ; [112.62780269  48.37219731],0
p11,1,0.081748,3.029808,[47 15] ; [103  59],[41.51785714 20.48214286] ; [108.48214286  53.51785714],0
s5,1,0.095864,2.77304,[14 47] ; [ 54 102],[19.11520737 41.88479263] ; [ 48.88479263 107.11520737],0
a6,1,0.100149,2.703162,[34 28] ; [108  54],[39.30357143 22.69642857] ; [102.69642857  59.30357143],0
p5,1,0.113903,2.49922,[ 5 57] ; [  5 154],[ 2.80542986 59.19457014] ; [  7.19457014 151.80542986],0
a2,1,0.147456,2.098369,[ 5 57] ; [ 25 137],[ 8.30357143 53.69642857] ; [ 21.69642857 140.30357143],0
p10,1,0.149321,2.079171,[38 24] ; [112  45],[42.46575342 19.53424658] ; [107.53424658  49.46575342],0
u1,1,0.149594,2.076381,[ 3 59] ; [ 18 144],[ 5.8125 56.1875] ; [ 15.1875 146.8125],0
a1,1,0.150716,2.064988,[ 4 58] ; [  4 158],[ 2.21428571 59.78571429] ; [  5.78571429 156.21428571],0
s4,1,0.19724,1.662696,[11 51] ; [ 42 120],[14.66964286 47.33035714] ; [ 38.33035714 123.66964286],0
s2,1,0.22046,1.501374,[24 38] ; [77 84],[28.08071749 33.91928251] ; [72.91928251 88.08071749],0
v1,1,0.230814,1.435841,[21 40] ; [68 89],[24.90366972 36.09633028] ; [64.09633028 92.90366972],0
p3,1,0.235744,1.405862,[18 44] ; [ 60 100],[21.78378378 40.21621622] ; [ 56.21621622 103.78378378],0
n5,1,0.242228,1.36758,[24 37] ; [ 50 111],[20.33333333 40.66666667] ; [ 53.66666667 107.33333333],0
