Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,37.285771,[40  9] ; [ 4 28],[26.61728395 22.38271605] ; [17.38271605 14.61728395],1
p8,1,0.004521,8.06191,[24 25] ; [ 6 27],[17.92682927 31.07317073] ; [12.07317073 20.92682927],0
p11,1,0.008201,6.988964,[40  9] ; [18 15],[34.65853659 14.34146341] ; [23.34146341  9.65853659],0
p3,1,0.013299,6.128937,[20 29] ; [ 5 28],[14.93902439 34.06097561] ; [10.06097561 22.93902439],0
v4,1,0.017045,5.6917,[45  3] ; [24  8],[41.4  6.6] ; [27.6  4.4],0
r3,1,0.038267,4.293111,[41  8] ; [21 12],[37.04878049 11.95121951] ; [24.95121951  8.04878049],0
s6,1,0.040953,4.17795,[28 19] ; [12 21],[23.5 23.5] ; [16.5 16.5],0
p2,1,0.041438,4.158021,[36 13] ; [17 16],[31.67073171 17.32926829] ; [21.32926829 11.67073171],0
s8,1,0.046978,3.946185,[19 30] ; [ 6 27],[14.93902439 34.06097561] ; [10.06097561 22.93902439],0
n5,1,0.067112,3.352283,[40  9] ; [21 12],[36.45121951 12.54878049] ; [24.54878049  8.45121951],0
n6,1,0.086994,2.929129,[37 12] ; [19 14],[33.46341463 15.53658537] ; [22.53658537 10.46341463],0
s1,1,0.165645,1.921922,[ 2 46] ; [ 4 28],[ 3.6 44.4] ; [ 2.4 29.6],0
b3,1,0.168261,1.898369,[11 20] ; [ 4 18],[ 8.77358491 22.22641509] ; [ 6.22641509 15.77358491],0
b2,1,0.168261,1.898369,[11 20] ; [ 4 18],[ 8.77358491 22.22641509] ; [ 6.22641509 15.77358491],0
n2,1,0.199266,1.647748,[16  5] ; [9 7],[14.18918919  6.81081081] ; [10.81081081  5.18918919],0
s7,1,0.207448,1.58915,[19 29] ; [ 8 23],[16.40506329 31.59493671] ; [10.59493671 20.40506329],0
p4,1,0.220067,1.503935,[23 26] ; [11 22],[20.31707317 28.68292683] ; [13.68292683 19.31707317],0
p6,1,0.233669,1.418386,[15 34] ; [ 6 26],[12.7037037 36.2962963] ; [ 8.2962963 23.7037037],0
r2,1,0.271502,1.209143,[41  7] ; [25  8],[39.11111111  8.88888889] ; [26.88888889  6.11111111],0
r4,1,0.272595,1.20364,[34 15] ; [19 14],[31.67073171 17.32926829] ; [21.32926829 11.67073171],0
v1,1,0.337356,0.920455,[18 30] ; [ 9 24],[16. 32.] ; [11. 22.],0
d3,1,0.375072,0.786792,[ 8 41] ; [ 8 25],[ 9.56097561 39.43902439] ; [ 6.43902439 26.56097561],0
a3,1,0.385949,0.751667,[21 28] ; [11 22],[19.12195122 29.87804878] ; [12.87804878 20.12195122],0
n3,1,0.445009,0.583333,[16  5] ; [9 5],[15.  6.] ; [10.  4.],0
v2,1,0.468526,0.525451,[15 31] ; [ 8 24],[13.56410256 32.43589744] ; [ 9.43589744 22.56410256],0
u2,1,0.474129,0.512337,[13 15] ; [ 8 14],[11.76 16.24] ; [ 9.24 12.76],0
b5,1,0.499311,0.456401,[26 23] ; [15 18],[24.5 24.5] ; [16.5 16.5],0
a2,1,0.523833,0.40634,[ 3 46] ; [ 1 32],[ 2.3902439 46.6097561] ; [ 1.6097561 31.3902439],0
a6,1,0.559377,0.340784,[24 25] ; [14 19],[22.70731707 26.29268293] ; [15.29268293 17.70731707],0
n1,1,0.563341,0.333952,[ 9 12] ; [ 5 10],[ 8.16666667 12.83333333] ; [5.83333333 9.16666667],0
a5,1,0.615856,0.251736,[19 30] ; [11 22],[17.92682927 31.07317073] ; [12.07317073 20.92682927],0
b1,1,0.620974,0.2445,[25 24] ; [15 18],[23.90243902 25.09756098] ; [16.09756098 16.90243902],0
r1,1,0.620974,0.2445,[24 25] ; [18 15],[25.09756098 23.90243902] ; [16.90243902 16.09756098],0
d2,1,0.66438,0.188246,[14 35] ; [ 8 25],[13.14634146 35.85365854] ; [ 8.85365854 24.14634146],0
b4,1,0.677104,0.173405,[29 20] ; [18 15],[28.08536585 20.91463415] ; [18.91463415 14.08536585],0
p7,1,0.684328,0.165294,[23 26] ; [17 16],[23.90243902 25.09756098] ; [16.09756098 16.90243902],0
a4,1,0.689412,0.159722,[11 38] ; [ 6 26],[10.28395062 38.71604938] ; [ 6.71604938 25.28395062],0
v3,1,0.708898,0.13938,[12 35] ; [ 7 25],[11.30379747 35.69620253] ; [ 7.69620253 24.30379747],0
a8,1,0.717095,0.131293,[ 7 37] ; [ 4 27],[ 6.45333333 37.54666667] ; [ 4.54666667 26.45333333],0
p12,1,0.719933,0.128557,[ 4 45] ; [ 2 31],[ 3.58536585 45.41463415] ; [ 2.41463415 30.58536585],0
u3,1,0.754476,0.097808,[ 9 19] ; [ 8 14],[ 9.52 18.48] ; [ 7.48 14.52],0
s2,1,0.774084,0.08239,[16 32] ; [10 23],[15.40740741 32.59259259] ; [10.59259259 22.40740741],0
s4,1,0.802995,0.062236,[10 39] ; [ 6 27],[ 9.56097561 39.43902439] ; [ 6.43902439 26.56097561],0
a1,1,0.803615,0.061838,[ 2 47] ; [ 1 32],[ 1.79268293 47.20731707] ; [ 1.20731707 31.79268293],0
p5,1,0.867688,0.027754,[ 5 44] ; [ 3 30],[ 4.7804878 44.2195122] ; [ 3.2195122 29.7804878],0
p1,1,0.867688,0.027754,[ 5 44] ; [ 3 30],[ 4.7804878 44.2195122] ; [ 3.2195122 29.7804878],0
d5,1,0.898617,0.016233,[17 32] ; [11 22],[16.73170732 32.26829268] ; [11.26829268 21.73170732],0
s3,1,0.904824,0.014297,[22 25] ; [15 18],[21.7375 25.2625] ; [15.2625 17.7375],0
s5,1,0.927693,0.008235,[ 8 38] ; [ 6 27],[ 8.15189873 37.84810127] ; [ 5.84810127 27.15189873],0
n4,1,0.976205,0.00089,[34 15] ; [23 10],[34.06097561 14.93902439] ; [22.93902439 10.06097561],0
