Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,73.472111,[15 52] ; [112  21],[42.545 24.455] ; [84.455 48.545],1
s8,1,7e-05,15.819376,[20 48] ; [78 54],[33.32 34.68] ; [64.68 67.32],1
s7,1,0.000232,13.552941,[22 42] ; [80 48],[34. 30.] ; [68. 60.],1
a3,1,0.002139,9.426497,[36 32] ; [99 34],[45.67164179 22.32835821] ; [89.32835821 43.67164179],0
p2,1,0.021186,5.311388,[41 27] ; [101  32],[48.039801 19.960199] ; [93.960199 39.039801],0
r2,1,0.029017,4.76663,[60  8] ; [128   5],[63.60199005  4.39800995] ; [124.39800995   8.60199005],0
a1,1,0.032351,4.579806,[ 5 63] ; [  2 131],[ 2.3681592 65.6318408] ; [  4.6318408 128.3681592],0
p1,1,0.032749,4.558853,[ 2 66] ; [ 16 117],[ 6.08955224 61.91044776] ; [ 11.91044776 121.08955224],0
d1,1,0.044956,4.02028,[34 34] ; [86 47],[40.59701493 27.40298507] ; [79.40298507 53.59701493],0
d2,1,0.064002,3.43052,[30 38] ; [77 56],[36.19900498 31.80099502] ; [70.80099502 62.19900498],0
u3,1,0.085036,2.965927,[17 15] ; [25  9],[20.36363636 11.63636364] ; [21.63636364 12.36363636],0
p9,1,0.094175,2.801524,[51 17] ; [111  20],[55.35678392 12.64321608] ; [106.64321608  24.35678392],0
r3,1,0.114764,2.487354,[61  7] ; [127   6],[63.60199005  4.39800995] ; [124.39800995   8.60199005],0
a2,1,0.130884,2.28199,[11 57] ; [34 99],[15.2238806 52.7761194] ; [ 29.7761194 103.2238806],0
u1,1,0.176039,1.830749,[ 9 59] ; [ 28 105],[12.51741294 55.48258706] ; [ 24.48258706 108.51741294],0
d4,1,0.180357,1.794676,[52 16] ; [112  21],[55.48258706 12.51741294] ; [108.51741294  24.48258706],0
v4,1,0.18494,1.757473,[61  7] ; [126   7],[63.26368159  4.73631841] ; [123.73631841   9.26368159],0
r4,1,0.222057,1.491029,[58 10] ; [121  12],[60.55721393  7.44278607] ; [118.44278607  14.55721393],0
u2,1,0.265217,1.241319,[17 15] ; [22 11],[19.2 12.8] ; [19.8 13.2],0
n1,1,0.285052,1.142845,[ 8 15] ; [19 20],[10.01612903 12.98387097] ; [16.98387097 22.01612903],0
p4,1,0.294791,1.097612,[38 29] ; [65 68],[34.505 32.495] ; [68.495 64.505],0
p12,1,0.305042,1.052021,[ 5 63] ; [ 16 117],[ 7.10447761 60.89552239] ; [ 13.89552239 119.10447761],0
p10,1,0.3416,0.904416,[46 21] ; [99 33],[48.81909548 18.18090452] ; [96.18090452 35.81909548],0
s1,1,0.347981,0.880806,[ 2 65] ; [  8 124],[ 3.36683417 63.63316583] ; [  6.63316583 125.36683417],0
u4,1,0.366959,0.813936,[ 1 67] ; [  5 128],[ 2.02985075 65.97014925] ; [  3.97014925 129.02985075],0
a7,1,0.378805,0.774577,[45 23] ; [96 37],[47.70149254 20.29850746] ; [93.29850746 39.70149254],0
s4,1,0.380972,0.767563,[11 55] ; [ 29 103],[13.33333333 52.66666667] ; [ 26.66666667 105.33333333],0
r1,1,0.38717,0.747813,[51 17] ; [106  26],[53.38 14.62] ; [103.62  28.38],0
b5,1,0.387929,0.745424,[44 24] ; [94 39],[46.68656716 21.31343284] ; [91.31343284 41.68656716],0
p5,1,0.399529,0.709744,[ 7 61] ; [  9 122],[ 5.46733668 62.53266332] ; [ 10.53266332 120.46733668],0
