Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,50.089424,[245  56] ; [22 37],[223.24166667  77.75833333] ; [43.75833333 15.24166667],1
s2,1,0.0,41.139588,[241  62] ; [23 36],[220.97237569  82.02762431] ; [43.02762431 15.97237569],1
s5,1,0.0,25.470127,[153 140] ; [ 9 48],[135.61714286 157.38285714] ; [26.38285714 30.61714286],1
s8,1,3.3e-05,17.25231,[221  81] ; [27 32],[207.46814404  94.53185596] ; [40.53185596 18.46814404],1
r3,1,0.000513,12.067001,[295   7] ; [52  7],[290.28808864  11.71191136] ; [56.71191136  2.28808864],1
n5,1,0.002003,9.546355,[255  46] ; [40 19],[246.65277778  54.34722222] ; [48.34722222 10.65277778],0
r4,1,0.003617,8.466565,[283  21] ; [48 11],[277.20110193  26.79889807] ; [53.79889807  5.20110193],0
p9,1,0.023476,5.132962,[278  23] ; [49 10],[273.40833333  27.59166667] ; [53.59166667  5.40833333],0
r1,1,0.025695,4.976456,[261  42] ; [44 15],[255.29005525  47.70994475] ; [49.70994475  9.29005525],0
d1,1,0.030162,4.700021,[195 109] ; [29 30],[187.5922865 116.4077135] ; [36.4077135 22.5922865],0
d5,1,0.037774,4.315178,[255  48] ; [43 16],[249.43093923  53.56906077] ; [48.56906077 10.43093923],0
v1,1,0.06044,3.525257,[181 117] ; [27 30],[174.6028169 123.3971831] ; [33.3971831 23.6028169],0
r2,1,0.066812,3.359649,[289  10] ; [53  5],[286.43697479  12.56302521] ; [55.56302521  2.43697479],0
d2,1,0.076911,3.129004,[167 137] ; [25 34],[160.79338843 143.20661157] ; [31.20661157 27.79338843],0
a2,1,0.077461,3.117385,[ 91 213] ; [11 48],[ 85.4214876 218.5785124] ; [16.5785124 42.4214876],0
n6,1,0.106911,2.599302,[271  30] ; [48 10],[267.46239554  33.53760446] ; [51.53760446  6.46239554],0
p5,1,0.121024,2.404023,[ 56 247] ; [ 6 53],[ 51.89502762 251.10497238] ; [10.10497238 48.89502762],0
a5,1,0.151529,2.056788,[242  62] ; [42 17],[237.84022039  66.15977961] ; [46.15977961 12.84022039],0
b3,1,0.168887,1.892795,[ 85 123] ; [22 20],[ 89.024 118.976] ; [17.976 24.024],0
b2,1,0.168887,1.892795,[ 85 123] ; [22 20],[ 89.024 118.976] ; [17.976 24.024],0
p12,1,0.203854,1.614548,[ 32 271] ; [ 3 55],[ 29.3767313 273.6232687] ; [ 5.6232687 52.3767313],0
b4,1,0.214287,1.542224,[171 133] ; [28 31],[166.65564738 137.34435262] ; [32.34435262 26.65564738],0
p1,1,0.279479,1.16962,[ 35 268] ; [ 4 55],[ 32.64364641 270.35635359] ; [ 6.35635359 52.64364641],0
p4,1,0.285609,1.140205,[221  82] ; [39 20],[217.62430939  85.37569061] ; [42.37569061 16.62430939],0
p8,1,0.310012,1.030627,[187 110] ; [33 26],[183.53932584 113.46067416] ; [36.46067416 22.53932584],0
