Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,91.746653,[244  88] ; [ 6 56],[210.65989848 121.34010152] ; [39.34010152 22.65989848],1
d4,1,0.0,80.558558,[302  30] ; [28 34],[278.07106599  53.92893401] ; [51.92893401 10.07106599],1
a5,1,2e-06,22.780275,[273  59] ; [34 28],[258.69035533  73.30964467] ; [48.30964467 13.69035533],1
a4,1,3e-06,21.74707,[180 151] ; [13 47],[163.38363171 167.61636829] ; [29.61636829 30.38363171],1
d3,1,3e-06,21.672296,[252  80] ; [29 33],[236.78172589  95.21827411] ; [44.21827411 17.78172589],1
d2,1,5e-06,20.900181,[190 141] ; [16 46],[173.50127226 157.49872774] ; [32.49872774 29.50127226],1
u1,1,3.1e-05,17.326723,[ 84 248] ; [ 1 61],[ 71.62436548 260.37563452] ; [13.37563452 48.62436548],1
p2,1,3.8e-05,16.972957,[298  30] ; [44 17],[288.37017995  39.62982005] ; [53.62982005  7.37017995],1
a2,1,0.000361,12.726333,[ 99 233] ; [ 5 57],[ 87.63451777 244.36548223] ; [16.36548223 45.63451777],1
a3,1,0.001891,9.651964,[261  69] ; [37 24],[251.50895141  78.49104859] ; [46.49104859 14.50895141],0
p1,1,0.005762,7.623157,[ 27 304] ; [12 49],[ 32.93112245 298.06887755] ; [ 6.06887755 54.93112245],0
p7,1,0.006774,7.331911,[232  88] ; [33 27],[223.15789474  96.84210526] ; [41.84210526 18.15789474],0
p3,1,0.007221,7.217231,[201 128] ; [26 35],[191.49487179 137.50512821] ; [35.50512821 25.49487179],0
s5,1,0.011133,6.443886,[133 185] ; [14 44],[124.32446809 193.67553191] ; [22.67553191 35.32446809],0
p4,1,0.012919,6.18022,[236  93] ; [34 27],[227.76923077 101.23076923] ; [42.23076923 18.76923077],0
v4,1,0.013703,6.076071,[320  10] ; [55  6],[316.49616368  13.50383632] ; [58.50383632  2.49616368],0
s1,1,0.033325,4.529011,[  9 318] ; [ 5 55],[ 11.82945736 315.17054264] ; [ 2.17054264 57.82945736],0
p10,1,0.033757,4.506991,[285  42] ; [46 14],[279.68217054  47.31782946] ; [51.31782946  8.68217054],0
p9,1,0.048737,3.884388,[292  35] ; [49 12],[287.38917526  39.61082474] ; [53.61082474  7.38917526],0
r3,1,0.052077,3.77329,[322  10] ; [56  5],[319.32824427  12.67175573] ; [58.67175573  2.32824427],0
s8,1,0.053862,3.716986,[179 150] ; [25 36],[172.09230769 156.90769231] ; [31.90769231 29.09230769],0
b1,1,0.061234,3.503635,[124 208] ; [31 31],[130.60913706 201.39086294] ; [24.39086294 37.60913706],0
v3,1,0.06217,3.47853,[175 144] ; [26 36],[168.29133858 150.70866142] ; [32.70866142 29.29133858],0
s6,1,0.064931,3.406724,[237  86] ; [37 23],[231.07571802  91.92428198] ; [42.92428198 17.07571802],0
r4,1,0.068641,3.315224,[311  21] ; [54  8],[307.56345178  24.43654822] ; [57.43654822  4.56345178],0
a7,1,0.152092,2.05114,[243  88] ; [40 22],[238.35368957  92.64631043] ; [44.64631043 17.35368957],0
r2,1,0.174944,1.840062,[319  10] ; [57  4],[317.18974359  11.81025641] ; [58.81025641  2.18974359],0
r1,1,0.177185,1.821076,[283  47] ; [49 13],[279.48979592  50.51020408] ; [52.51020408  9.48979592],0
n1,1,0.19936,1.647059,[28 23] ; [7 2],[29.75 21.25] ; [5.25 3.75],0
a6,1,0.203344,1.61819,[225 106] ; [37 25],[220.66666667 110.33333333] ; [41.33333333 20.66666667],0
b4,1,0.23927,1.384889,[198 134] ; [32 30],[193.8071066 138.1928934] ; [36.1928934 25.8071066],0
p6,1,0.258658,1.275924,[152 170] ; [24 37],[147.96866841 174.03133159] ; [28.03133159 32.96866841],0
s2,1,0.291077,1.114632,[185 142] ; [29 30],[181.29015544 145.70984456] ; [32.70984456 26.29015544],0
p12,1,0.29385,1.101897,[ 36 291] ; [ 4 57],[ 33.71134021 293.28865979] ; [ 6.28865979 54.71134021],0
p11,1,0.332781,0.938044,[279  53] ; [49 13],[276.3857868  55.6142132] ; [51.6142132 10.3857868],0
p8,1,0.384272,0.75699,[197 126] ; [33 27],[193.96866841 129.03133159] ; [36.03133159 23.96866841],0
n6,1,0.418384,0.654851,[298  32] ; [53  8],[296.24040921  33.75959079] ; [54.75959079  6.24040921],0
b3,1,0.418971,0.653199,[ 89 130] ; [23 26],[ 91.52238806 127.47761194] ; [20.47761194 28.52238806],0
b2,1,0.418971,0.653199,[ 89 130] ; [23 26],[ 91.52238806 127.47761194] ; [20.47761194 28.52238806],0
n3,1,0.44169,0.591889,[40 11] ; [6 3],[39.1 11.9] ; [6.9 2.1],0
u4,1,0.474484,0.511514,[ 11 321] ; [ 1 61],[ 10.11167513 321.88832487] ; [ 1.88832487 60.11167513],0
n5,1,0.493104,0.469745,[297  33] ; [54  8],[295.48469388  34.51530612] ; [55.51530612  6.48469388],0
s3,1,0.501434,0.451901,[183 142] ; [36 23],[185.3515625 139.6484375] ; [33.6484375 25.3515625],0
s4,1,0.504833,0.444762,[ 48 278] ; [ 7 54],[ 46.33074935 279.66925065] ; [ 8.66925065 52.33074935],0
a8,1,0.522676,0.408611,[ 52 240] ; [ 8 48],[ 50.34482759 241.65517241] ; [ 9.65517241 46.34482759],0
s7,1,0.586643,0.295617,[174 139] ; [30 28],[172.10781671 140.89218329] ; [31.89218329 26.10781671],0
v2,1,0.609841,0.260407,[225  99] ; [39 20],[223.33159269 100.66840731] ; [40.66840731 18.33159269],0
p5,1,0.62499,0.238916,[ 52 277] ; [11 49],[ 53.28277635 275.71722365] ; [ 9.71722365 50.28277635],0
u2,1,0.675441,0.175303,[39 32] ; [12 12],[38.11578947 32.88421053] ; [12.88421053 11.11578947],0
a1,1,0.714779,0.13355,[ 20 312] ; [ 3 59],[ 19.38071066 312.61928934] ; [ 3.61928934 58.38071066],0
