Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,138.125902,[243  22] ; [29 64],[201.34078212  63.65921788] ; [70.65921788 22.34078212],1
a3,1,0.298127,1.082553,[225  42] ; [74 19],[221.75833333  45.24166667] ; [77.24166667 15.75833333],0
p10,1,0.303946,1.056802,[233  35] ; [76 16],[230.03333333  37.96666667] ; [78.96666667 13.03333333],0
v3,1,0.312123,1.02167,[130 129] ; [41 52],[125.82102273 133.17897727] ; [45.17897727 47.82102273],0
d5,1,0.31242,1.020416,[226  39] ; [76 18],[222.92479109  42.07520891] ; [79.07520891 14.92479109],0
b5,1,0.356843,0.848975,[160 108] ; [51 43],[156.20994475 111.79005525] ; [54.79005525 39.20994475],0
p12,1,0.387184,0.747769,[ 32 235] ; [ 8 84],[ 29.74930362 237.25069638] ; [10.25069638 81.74930362],0
p1,1,0.459026,0.54827,[ 30 237] ; [ 8 86],[ 28.10526316 238.89473684] ; [ 9.89473684 84.10526316],0
n3,1,0.464512,0.535,[34 13] ; [16  9],[32.63888889 14.36111111] ; [17.36111111  7.63888889],0
d3,1,0.48279,0.492554,[194  72] ; [65 29],[191.37222222  74.62777778] ; [67.62777778 26.37222222],0
a8,1,0.508883,0.436364,[ 47 196] ; [13 68],[ 45. 198.] ; [15. 66.],0
p8,1,0.547319,0.362142,[153 111] ; [50 42],[150.53932584 113.46067416] ; [52.46067416 39.53932584],0
u2,1,0.604389,0.268427,[26 16] ; [11  9],[25.06451613 16.93548387] ; [11.93548387  8.06451613],0
p3,1,0.655449,0.1991,[157 109] ; [53 41],[155.16666667 110.83333333] ; [54.83333333 39.16666667],0
p11,1,0.666145,0.186144,[217  51] ; [78 16],[218.39779006  49.60220994] ; [76.60220994 17.39779006],0
a7,1,0.678214,0.172143,[183  85] ; [62 32],[181.38121547  86.61878453] ; [63.61878453 30.38121547],0
u3,1,0.705131,0.14319,[30 13] ; [13  7],[29.34920635 13.65079365] ; [13.65079365  6.34920635],0
b4,1,0.733408,0.116005,[148 120] ; [50 44],[146.58563536 121.41436464] ; [51.41436464 42.58563536],0
r3,1,0.804251,0.061429,[257  10] ; [91  3],[257.38504155   9.61495845] ; [90.61495845  3.38504155],0
b2,1,0.805646,0.060539,[ 79 111] ; [32 42],[ 79.88636364 110.11363636] ; [31.11363636 42.88636364],0
b3,1,0.805646,0.060539,[ 79 111] ; [32 42],[ 79.88636364 110.11363636] ; [31.11363636 42.88636364],0
n1,1,0.939684,0.005725,[24 23] ; [13 12],[24.15277778 22.84722222] ; [12.84722222 12.15277778],0
p5,1,0.983335,0.000436,[ 48 216] ; [17 77],[ 47.93296089 216.06703911] ; [17.06703911 76.93296089],0
