Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,138.125902,[243  22] ; [29 64],[201.34078212  63.65921788] ; [70.65921788 22.34078212],1
s6,1,0.0,45.107262,[239  22] ; [58 36],[218.35774648  42.64225352] ; [78.64225352 15.35774648],1
s5,1,0.0,28.565976,[136 117] ; [20 73],[114.06936416 138.93063584] ; [41.93063584 51.06936416],1
s8,1,0.001085,10.6767,[197  69] ; [52 41],[184.49582173  81.50417827] ; [64.50417827 28.49582173],0
s4,1,0.001507,10.070267,[ 59 207] ; [ 7 87],[ 48.76666667 217.23333333] ; [17.23333333 76.76666667],0
d1,1,0.00512,7.836661,[188  80] ; [51 43],[176.93922652  91.06077348] ; [62.06077348 31.93922652],0
n5,1,0.012223,6.278165,[241  25] ; [76 18],[234.22777778  31.77222222] ; [82.77222222 11.22777778],0
a4,1,0.020034,5.4089,[147 121] ; [38 55],[137.34072022 130.65927978] ; [47.65927978 45.34072022],0
r2,1,0.049211,3.868142,[258   6] ; [85  6],[255.07605634   8.92394366] ; [87.92394366  3.07605634],0
s1,1,0.060695,3.518304,[ 20 246] ; [ 2 92],[ 16.25555556 249.74444444] ; [ 5.74444444 88.25555556],0
p9,1,0.07242,3.227301,[244  23] ; [78 14],[239.48189415  27.51810585] ; [82.51810585  9.48189415],0
n6,1,0.073911,3.193956,[246  18] ; [82 12],[241.87709497  22.12290503] ; [86.12290503  7.87709497],0
v1,1,0.077326,3.120233,[159 101] ; [46 45],[151.85185185 108.14814815] ; [53.14814815 37.85185185],0
r1,1,0.078084,3.104345,[233  34] ; [75 19],[227.80055402  39.19944598] ; [80.19944598 13.80055402],0
d2,1,0.078481,3.096091,[158 108] ; [46 48],[150.73333333 115.26666667] ; [53.26666667 40.73333333],0
p4,1,0.084864,2.969197,[187  79] ; [57 37],[180.28888889  85.71111111] ; [63.71111111 30.28888889],0
b1,1,0.091236,2.852423,[115 153] ; [31 63],[108.08839779 159.91160221] ; [37.91160221 56.08839779],0
v2,1,0.098133,2.735619,[167  96] ; [50 43],[160.31179775 102.68820225] ; [56.68820225 36.31179775],0
a6,1,0.102476,2.666586,[167  98] ; [68 26],[173.46796657  91.53203343] ; [61.53203343 32.46796657],0
r4,1,0.119123,2.428818,[248  20] ; [82 12],[244.30939227  23.69060773] ; [85.69060773  8.30939227],0
a1,1,0.119423,2.424877,[ 21 247] ; [ 3 91],[ 17.7679558 250.2320442] ; [ 6.2320442 87.7679558],0
v4,1,0.134582,2.238839,[259   6] ; [88  5],[256.8575419   8.1424581] ; [90.1424581  2.8575419],0
n2,1,0.145537,2.118419,[39  8] ; [17  8],[36.55555556 10.44444444] ; [19.44444444  5.55555556],0
d4,1,0.175403,1.836148,[232  33] ; [77 17],[228.09192201  36.90807799] ; [80.90807799 13.09192201],0
p2,1,0.200199,1.640923,[233  34] ; [77 17],[229.27977839  37.72022161] ; [80.72022161 13.27977839],0
u1,1,0.228056,1.452945,[ 74 194] ; [20 74],[ 69.59116022 198.40883978] ; [24.40883978 69.59116022],0
p7,1,0.256018,1.290162,[186  74] ; [60 32],[181.70454545  78.29545455] ; [64.29545455 27.70454545],0
a2,1,0.259869,1.269457,[ 82 186] ; [23 71],[ 77.73480663 190.26519337] ; [27.26519337 66.73480663],0
a5,1,0.266196,1.236244,[222  46] ; [73 21],[218.39779006  49.60220994] ; [76.60220994 17.39779006],0
p6,1,0.294913,1.097056,[132 133] ; [40 52],[127.67507003 137.32492997] ; [44.32492997 47.67507003],0
