Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,23.73166,[15  1] ; [10 33],[6.77966102 9.22033898] ; [18.22033898 24.77966102],1
s7,1,1.3e-05,18.97019,[10  5] ; [ 4 37],[ 3.75 11.25] ; [10.25 30.75],1
r3,1,0.000351,12.774064,[13  3] ; [13 31],[6.93333333 9.06666667] ; [19.06666667 24.93333333],1
s8,1,0.000898,11.027098,[ 6 10] ; [ 2 42],[ 2.13333333 13.86666667] ; [ 5.86666667 38.13333333],1
p8,1,0.001029,10.77505,[8 7] ; [ 5 37],[ 3.42105263 11.57894737] ; [ 9.57894737 32.42105263],0
p7,1,0.001467,10.12017,[12  3] ; [14 29],[6.72413793 8.27586207] ; [19.27586207 23.72413793],0
s6,1,0.001961,9.585716,[10  6] ; [ 9 35],[ 5.06666667 10.93333333] ; [13.93333333 30.06666667],0
s4,1,0.002153,9.413898,[7 9] ; [ 4 40],[ 2.93333333 13.06666667] ; [ 8.06666667 35.93333333],0
p10,1,0.002465,9.166176,[12  4] ; [13 29],[6.89655172 9.10344828] ; [18.10344828 23.89655172],0
p6,1,0.013338,6.123729,[ 6 10] ; [ 4 37],[ 2.80701754 13.19298246] ; [ 7.19298246 33.80701754],0
u3,1,0.019437,5.461806,[5 3] ; [ 3 15],[2.46153846 5.53846154] ; [ 5.53846154 12.46153846],0
p4,1,0.027449,4.862355,[7 9] ; [ 7 36],[ 3.79661017 12.20338983] ; [10.20338983 32.79661017],0
n2,1,0.031154,4.644478,[7 1] ; [10 13],[4.38709677 3.61290323] ; [12.61290323 10.38709677],0
p11,1,0.037432,4.330669,[9 7] ; [12 32],[ 5.6 10.4] ; [15.4 28.6],0
p3,1,0.041102,4.171823,[ 5 11] ; [ 4 38],[ 2.48275862 13.51724138] ; [ 6.51724138 35.48275862],0
v4,1,0.043675,4.069068,[11  4] ; [19 25],[7.62711864 7.37288136] ; [22.37288136 21.62711864],0
s5,1,0.050171,3.83573,[ 5 10] ; [ 5 39],[ 2.54237288 12.45762712] ; [ 7.45762712 36.54237288],0
b3,1,0.065501,3.392308,[1 9] ; [11 15],[3.33333333 6.66666667] ; [ 8.66666667 17.33333333],0
b2,1,0.065501,3.392308,[1 9] ; [11 15],[3.33333333 6.66666667] ; [ 8.66666667 17.33333333],0
p2,1,0.065608,3.38961,[10  6] ; [15 27],[6.89655172 9.10344828] ; [18.10344828 23.89655172],0
r2,1,0.071216,3.254776,[11  3] ; [22 21],[8.10526316 5.89473684] ; [24.89473684 18.10526316],0
a4,1,0.148454,2.088068,[ 3 13] ; [17 27],[ 5.33333333 10.66666667] ; [14.66666667 29.33333333],0
u2,1,0.149173,2.080688,[6 2] ; [ 8 10],[4.30769231 3.69230769] ; [9.69230769 8.30769231],0
a5,1,0.196706,1.666667,[ 5 11] ; [22 22],[7.2 8.8] ; [19.8 24.2],0
d3,1,0.21095,1.564896,[10  6] ; [19 24],[7.86440678 8.13559322] ; [21.13559322 21.86440678],0
p9,1,0.21095,1.564896,[10  6] ; [19 24],[7.86440678 8.13559322] ; [21.13559322 21.86440678],0
v2,1,0.246926,1.340612,[7 9] ; [12 31],[ 5.15254237 10.84745763] ; [13.84745763 29.15254237],0
a1,1,0.252366,1.31016,[ 1 15] ; [ 8 36],[ 2.4 13.6] ; [ 6.6 37.4],0
a8,1,0.28636,1.136654,[ 2 14] ; [ 2 41],[ 1.08474576 14.91525424] ; [ 2.91525424 40.08474576],0
a7,1,0.369575,0.805093,[7 9] ; [25 19],[8.53333333 7.46666667] ; [23.46666667 20.53333333],0
d1,1,0.391504,0.734266,[7 9] ; [14 30],[ 5.6 10.4] ; [15.4 28.6],0
d4,1,0.404123,0.696023,[11  5] ; [25 19],[9.6 6.4] ; [26.4 17.6],0
n5,1,0.459309,0.547578,[7 9] ; [24 20],[8.26666667 7.73333333] ; [22.73333333 21.26666667],0
a3,1,0.469561,0.52301,[8 8] ; [26 17],[9.22033898 6.77966102] ; [24.77966102 18.22033898],0
n1,1,0.47183,0.517688,[2 6] ; [ 9 14],[2.83870968 5.16129032] ; [ 8.16129032 14.83870968],0
s1,1,0.481321,0.495868,[ 2 14] ; [ 3 41],[ 1.33333333 14.66666667] ; [ 3.66666667 40.33333333],0
n4,1,0.559305,0.340909,[7 9] ; [23 21],[8. 8.] ; [22. 22.],0
b5,1,0.559305,0.340909,[9 7] ; [21 23],[8. 8.] ; [22. 22.],0
v3,1,0.601508,0.272727,[ 2 14] ; [ 8 36],[ 2.66666667 13.33333333] ; [ 7.33333333 36.66666667],0
n3,1,0.613195,0.255549,[3 5] ; [11 12],[3.61290323 4.38709677] ; [10.38709677 12.61290323],0
r1,1,0.628299,0.234375,[ 5 11] ; [11 33],[ 4.26666667 11.73333333] ; [11.73333333 32.26666667],0
a6,1,0.668351,0.183537,[9 7] ; [22 22],[8.26666667 7.73333333] ; [22.73333333 21.26666667],0
b4,1,0.668351,0.183537,[7 9] ; [22 22],[7.73333333 8.26666667] ; [21.26666667 22.73333333],0
v1,1,0.679769,0.170386,[6 9] ; [15 29],[5.33898305 9.66101695] ; [15.66101695 28.33898305],0
d5,1,0.693012,0.155844,[10  6] ; [25 19],[9.33333333 6.66666667] ; [25.66666667 18.33333333],0
d2,1,0.693012,0.155844,[ 6 10] ; [19 25],[6.66666667 9.33333333] ; [18.33333333 25.66666667],0
b1,1,0.806591,0.05994,[10  6] ; [29 15],[10.4  5.6] ; [28.6 15.4],0
