Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,45.227159,[136 124] ; [ 19 101],[106.05263158 153.94736842] ; [48.94736842 71.05263158],1
d1,1,0.0,36.785718,[169  91] ; [38 82],[141.63157895 118.36842105] ; [65.36842105 54.63157895],1
a3,1,0.0,34.190964,[200  60] ; [56 64],[175.15789474  84.84210526] ; [80.84210526 39.15789474],1
d2,1,0.0,33.83449,[145 113] ; [29 91],[118.76190476 139.23809524] ; [55.23809524 64.76190476],1
n4,1,1e-06,23.381475,[205  55] ; [65 54],[185.22427441  74.77572559] ; [84.77572559 34.22427441],1
d4,1,1.5e-05,18.777728,[222  37] ; [79 40],[206.24074074  52.75925926] ; [94.75925926 24.24074074],1
a6,1,1.8e-05,18.421598,[197  62] ; [65 55],[179.04485488  79.95514512] ; [82.95514512 37.04485488],1
d5,1,3.4e-05,17.170111,[217  42] ; [77 42],[201.44444444  57.55555556] ; [92.55555556 26.44444444],1
u1,1,4.4e-05,16.697297,[ 53 207] ; [  5 115],[ 39.68421053 220.31578947] ; [ 18.31578947 101.68421053],1
r1,1,0.000395,12.55514,[223  36] ; [85 35],[210.48021108  48.51978892] ; [97.51978892 22.48021108],1
p10,1,0.000407,12.500634,[206  52] ; [74 44],[192.12765957  65.87234043] ; [87.87234043 30.12765957],1
v2,1,0.001078,10.688049,[120 131] ; [33 79],[105.79338843 145.20661157] ; [47.20661157 64.79338843],0
d3,1,0.002184,9.388327,[189  70] ; [68 51],[176.09259259  82.90740741] ; [80.90740741 38.09259259],0
p9,1,0.004292,8.155785,[213  44] ; [81 35],[202.56836461  54.43163539] ; [91.43163539 24.56836461],0
s7,1,0.008418,6.942331,[118 129] ; [38 77],[106.44198895 140.55801105] ; [49.55801105 65.44198895],0
p3,1,0.009137,6.795824,[121 138] ; [39 81],[109.34036939 149.65963061] ; [50.65963061 69.34036939],0
p4,1,0.022612,5.198058,[142 116] ; [50 68],[131.74468085 126.25531915] ; [60.25531915 57.74468085],0
b2,1,0.027287,4.872571,[50 96] ; [12 51],[ 43.31100478 102.68899522] ; [18.68899522 44.31100478],0
b3,1,0.027287,4.872571,[50 96] ; [12 51],[ 43.31100478 102.68899522] ; [18.68899522 44.31100478],0
v3,1,0.036241,4.385743,[ 79 172] ; [24 91],[ 70.63661202 180.36338798] ; [32.36338798 82.63661202],0
s5,1,0.045022,4.01782,[ 82 169] ; [26 90],[ 73.86376022 177.13623978] ; [34.13623978 81.86376022],0
v4,1,0.06179,3.488664,[253   7] ; [111   8],[249.70976253  10.29023747] ; [114.29023747   4.70976253],0
n5,1,0.06213,3.479588,[177  82] ; [69 49],[169.00265252  89.99734748] ; [76.99734748 41.00265252],0
s6,1,0.064554,3.416328,[168  87] ; [66 52],[159.97319035  95.02680965] ; [74.02680965 43.97319035],0
s8,1,0.077445,3.11772,[102 157] ; [36 84],[ 94.3060686 164.6939314] ; [43.6939314 76.3060686],0
a1,1,0.120864,2.406088,[ 13 247] ; [  2 118],[ 10.26315789 249.73684211] ; [  4.73684211 115.26315789],0
p2,1,0.12201,2.391332,[209  51] ; [88 32],[203.21052632  56.78947368] ; [93.78947368 26.21052632],0
p7,1,0.125561,2.346547,[159  98] ; [62 54],[152.27077748 104.72922252] ; [68.72922252 47.27077748],0
p12,1,0.131224,2.277967,[ 19 239] ; [  4 115],[ 15.74005305 242.25994695] ; [  7.25994695 111.74005305],0
r2,1,0.134855,2.235711,[251   7] ; [113   7],[248.44444444   9.55555556] ; [115.55555556   4.44444444],0
b5,1,0.261533,1.260626,[140 120] ; [72 48],[145.05263158 114.94736842] ; [66.94736842 53.05263158],0
p5,1,0.306776,1.044507,[ 23 236] ; [  7 113],[ 20.50131926 238.49868074] ; [  9.49868074 110.50131926],0
p8,1,0.332935,0.93745,[122 133] ; [51 69],[117.64 137.36] ; [55.36 64.64],0
u2,1,0.344112,0.895052,[35 24] ; [32 31],[32.40163934 26.59836066] ; [34.59836066 28.40163934],0
r3,1,0.393389,0.728442,[255   5] ; [115   4],[253.82585752   6.17414248] ; [116.17414248   2.82585752],0
n6,1,0.409886,0.679133,[215  45] ; [95 25],[212.10526316  47.89473684] ; [97.89473684 22.10526316],0
s2,1,0.433462,0.61353,[120 139] ; [50 69],[116.48148148 142.51851852] ; [53.51851852 65.48148148],0
a7,1,0.453412,0.562107,[191  69] ; [83 36],[187.96833773  72.03166227] ; [86.03166227 32.96833773],0
a8,1,0.480427,0.497894,[ 27 212] ; [16 99],[ 29.03107345 209.96892655] ; [ 13.96892655 101.03107345],0
b4,1,0.480991,0.496615,[146 114] ; [72 48],[149.15789474 110.84210526] ; [68.84210526 51.15789474],0
u3,1,0.491681,0.472847,[31 28] ; [37 26],[32.8852459 26.1147541] ; [35.1147541 27.8852459],0
n2,1,0.501505,0.45175,[54 22] ; [24  7],[55.40186916 20.59813084] ; [22.59813084  8.40186916],0
p11,1,0.54885,0.359382,[196  64] ; [87 33],[193.63157895  66.36842105] ; [89.36842105 30.63157895],0
b1,1,0.552404,0.353029,[100 160] ; [50 70],[102.63157895 157.36842105] ; [47.36842105 72.63157895],0
s1,1,0.595321,0.28211,[ 10 247] ; [  6 112],[ 10.96533333 246.03466667] ; [  5.03466667 112.96533333],0
p1,1,0.721432,0.127125,[ 17 242] ; [  9 110],[ 17.81481481 241.18518519] ; [  8.18518519 110.81481481],0
n3,1,0.729183,0.119863,[57 16] ; [24  8],[56.31428571 16.68571429] ; [24.68571429  7.31428571],0
n1,1,0.784779,0.074582,[25 47] ; [12 20],[25.61538462 46.38461538] ; [11.38461538 20.61538462],0
p6,1,0.871561,0.026139,[ 78 180] ; [35 84],[ 77.33156499 180.66843501] ; [35.66843501 83.33156499],0
s4,1,0.892004,0.018433,[ 47 211] ; [22 95],[ 47.472 210.528] ; [21.528 95.472],0
u4,1,0.947671,0.004308,[  2 258] ; [  1 119],[  2.05263158 257.94736842] ; [  0.94736842 119.05263158],0
s3,1,0.996213,2.3e-05,[140 118] ; [64 54],[139.9787234 118.0212766] ; [64.0212766 53.9787234],0
