Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.5e-05,17.781405,[27 62] ; [24  9],[37.20491803 51.79508197] ; [13.79508197 19.20491803],1
p5,1,0.642627,0.215323,[ 8 81] ; [ 4 30],[ 8.68292683 80.31707317] ; [ 3.31707317 30.68292683],0
v1,1,0.652253,0.203072,[27 60] ; [12 22],[28.04132231 58.95867769] ; [10.95867769 23.04132231],0
s4,1,0.666276,0.185989,[16 73] ; [ 5 29],[15.19512195 73.80487805] ; [ 5.80487805 28.19512195],0
b2,1,0.679214,0.171012,[19 29] ; [ 9 11],[19.76470588 28.23529412] ; [ 8.23529412 11.76470588],0
b3,1,0.679214,0.171012,[19 29] ; [ 9 11],[19.76470588 28.23529412] ; [ 8.23529412 11.76470588],0
n4,1,0.711898,0.136389,[53 36] ; [19 15],[52.09756098 36.90243902] ; [19.90243902 14.09756098],0
v3,1,0.739833,0.110273,[21 68] ; [ 9 25],[21.70731707 67.29268293] ; [ 8.29268293 25.70731707],0
a4,1,0.806239,0.060162,[29 59] ; [12 22],[29.57377049 58.42622951] ; [11.42622951 22.57377049],0
p1,1,0.829423,0.046415,[ 9 80] ; [ 3 31],[ 8.68292683 80.31707317] ; [ 3.31707317 30.68292683],0
n2,1,0.829813,0.0462,[24 13] ; [8 5],[23.68 13.32] ; [8.32 4.68],0
a6,1,0.833158,0.044374,[49 40] ; [18 16],[48.4796748 40.5203252] ; [18.5203252 15.4796748],0
a3,1,0.833158,0.044374,[49 40] ; [18 16],[48.4796748 40.5203252] ; [18.5203252 15.4796748],0
a1,1,0.86192,0.030252,[ 7 82] ; [ 3 31],[ 7.23577236 81.76422764] ; [ 2.76422764 31.23577236],0
b1,1,0.886819,0.020258,[38 51] ; [15 19],[38.3495935 50.6504065] ; [14.6504065 19.3495935],0
d1,1,0.945473,0.004678,[32 57] ; [12 22],[31.83739837 57.16260163] ; [12.16260163 21.83739837],0
u1,1,0.954862,0.003204,[ 5 84] ; [ 2 32],[ 5.06504065 83.93495935] ; [ 1.93495935 32.06504065],0
n5,1,0.9667,0.001743,[57 32] ; [21 12],[56.90163934 32.09836066] ; [21.09836066 11.90163934],0
