Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.001828,9.71496,[ 1 10] ; [10  4],[4.84 6.16] ; [6.16 7.84],0
a6,1,0.005169,7.819264,[ 1 10] ; [9 5],[4.4 6.6] ; [5.6 8.4],0
p3,1,0.005169,7.819264,[ 1 10] ; [9 5],[4.4 6.6] ; [5.6 8.4],0
n2,1,0.007526,7.142857,[1 6] ; [6 1],[3.5 3.5] ; [3.5 3.5],0
p8,1,0.007827,7.072653,[1 9] ; [9 5],[4.16666667 5.83333333] ; [5.83333333 8.16666667],0
p10,1,0.01032,6.578892,[3 8] ; [11  3],[6.16 4.84] ; [7.84 6.16],0
v4,1,0.032189,4.588426,[5 6] ; [12  2],[7.48 3.52] ; [9.52 4.48],0
p2,1,0.032189,4.588426,[5 6] ; [12  2],[7.48 3.52] ; [9.52 4.48],0
p11,1,0.032489,4.572511,[4 7] ; [11  3],[6.6 4.4] ; [8.4 5.6],0
p6,1,0.061972,3.483818,[ 1 10] ; [6 8],[3.08 7.92] ; [ 3.92 10.08],0
p9,1,0.065952,3.380994,[3 8] ; [9 5],[5.28 5.72] ; [6.72 7.28],0
r3,1,0.07956,3.073874,[4 7] ; [10  4],[6.16 4.84] ; [7.84 6.16],0
d2,1,0.07956,3.073874,[7 4] ; [ 4 10],[4.84 6.16] ; [6.16 7.84],0
s6,1,0.188206,1.731602,[5 6] ; [10  4],[6.6 4.4] ; [8.4 5.6],0
b4,1,0.188206,1.731602,[6 5] ; [ 4 10],[4.4 6.6] ; [5.6 8.4],0
a4,1,0.201134,1.63412,[5 6] ; [ 3 11],[3.52 7.48] ; [4.48 9.52],0
s8,1,0.226765,1.461039,[ 1 10] ; [ 4 10],[2.2 8.8] ; [ 2.8 11.2],0
v1,1,0.226765,1.461039,[ 1 10] ; [ 4 10],[2.2 8.8] ; [ 2.8 11.2],0
n1,1,0.236724,1.4,[1 6] ; [3 4],[2. 5.] ; [2. 5.],0
s7,1,0.239113,1.385814,[4 6] ; [9 5],[5.41666667 4.58333333] ; [7.58333333 6.41666667],0
b5,1,0.249561,1.325758,[8 3] ; [7 7],[6.6 4.4] ; [8.4 5.6],0
n3,1,0.280087,1.166667,[3 4] ; [5 2],[4. 3.] ; [4. 3.],0
b1,1,0.301941,1.065601,[4 7] ; [8 6],[5.28 5.72] ; [6.72 7.28],0
a3,1,0.301941,1.065601,[7 4] ; [6 8],[5.72 5.28] ; [7.28 6.72],0
d1,1,0.382677,0.762085,[5 6] ; [ 4 10],[3.96 7.04] ; [5.04 8.96],0
s1,1,0.399164,0.710842,[2 9] ; [ 1 13],[1.32 9.68] ; [ 1.68 12.32],0
a5,1,0.495354,0.464876,[4 7] ; [7 7],[4.84 6.16] ; [6.16 7.84],0
s2,1,0.561471,0.337163,[5 6] ; [8 6],[5.72 5.28] ; [7.28 6.72],0
s3,1,0.561471,0.337163,[5 6] ; [8 6],[5.72 5.28] ; [7.28 6.72],0
a7,1,0.561471,0.337163,[5 6] ; [8 6],[5.72 5.28] ; [7.28 6.72],0
v2,1,0.562343,0.335664,[3 8] ; [5 8],[3.66666667 7.33333333] ; [4.33333333 8.66666667],0
d3,1,0.621685,0.243506,[6 5] ; [9 5],[6.6 4.4] ; [8.4 5.6],0
n5,1,0.67844,0.171887,[7 4] ; [10  4],[7.48 3.52] ; [9.52 4.48],0
u2,1,0.678845,0.171429,[2 2] ; [5 3],[2.33333333 1.66666667] ; [4.66666667 3.33333333],0
n6,1,0.742174,0.108225,[7 4] ; [8 6],[6.6 4.4] ; [8.4 5.6],0
d5,1,0.742174,0.108225,[7 4] ; [8 6],[6.6 4.4] ; [8.4 5.6],0
s5,1,0.780512,0.077647,[2 8] ; [3 9],[2.27272727 7.72727273] ; [2.72727273 9.27272727],0
r2,1,0.794625,0.067761,[5 4] ; [7 7],[4.69565217 4.30434783] ; [7.30434783 6.69565217],0
r1,1,0.840342,0.040584,[2 9] ; [ 3 11],[2.2 8.8] ; [ 2.8 11.2],0
n4,1,0.896669,0.016866,[6 5] ; [8 6],[6.16 4.84] ; [7.84 6.16],0
d4,1,0.973215,0.001127,[7 4] ; [9 5],[7.04 3.96] ; [8.96 5.04],0
u3,1,1.0,0.0,[2 2] ; [4 4],[2. 2.] ; [4. 4.],0
