Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,3e-06,21.59335,[368  12] ; [6 3],[365.3470437  14.6529563] ; [8.6529563 0.3470437],1
r4,1,3.7e-05,16.998266,[358  27] ; [5 4],[354.70812183  30.29187817] ; [8.29187817 0.70812183],1
r1,1,0.003937,8.312512,[337  46] ; [5 4],[334.14795918  48.85204082] ; [7.85204082 1.14795918],0
b1,1,0.010499,6.548214,[139 246] ; [7 2],[142.66497462 242.33502538] ; [3.33502538 5.66497462],0
p9,1,0.039843,4.224561,[336  42] ; [6 3],[334.04651163  43.95348837] ; [7.95348837 1.04651163],0
n3,1,0.077389,3.118908,[56 16] ; [1 2],[54.72 17.28] ; [2.28 0.72],0
a4,1,0.116092,2.469273,[197 187] ; [7 2],[199.32824427 184.67175573] ; [4.67175573 4.32824427],0
p10,1,0.11642,2.46483,[325  55] ; [6 3],[323.34190231  56.65809769] ; [7.65809769 1.34190231],0
p4,1,0.13845,2.195105,[247 132] ; [8 1],[249.08505155 129.91494845] ; [5.91494845 3.08505155],0
p2,1,0.146455,2.108791,[323  59] ; [6 3],[321.42710997  60.57289003] ; [7.57289003 1.42710997],0
s3,1,0.168775,1.893792,[212 164] ; [3 6],[209.97402597 166.02597403] ; [5.02597403 3.97402597],0
n1,1,0.203277,1.618675,[22 48] ; [2 1],[23.01369863 46.98630137] ; [0.98630137 2.01369863],0
p8,1,0.206324,1.597031,[212 162] ; [7 2],[213.8537859 160.1462141] ; [5.1462141 3.8537859],0
d1,1,0.227543,1.456153,[271 114] ; [8 1],[272.62690355 112.37309645] ; [6.37309645 2.62690355],0
p5,1,0.258793,1.275204,[ 40 343] ; [2 7],[ 41.03571429 341.96428571] ; [0.96428571 8.03571429],0
p12,1,0.262118,1.257537,[ 40 341] ; [2 7],[ 41.03076923 339.96923077] ; [0.96923077 8.03076923],0
p11,1,0.291228,1.113937,[311  74] ; [6 3],[309.75888325  75.24111675] ; [7.24111675 1.75888325],0
p6,1,0.309806,1.031503,[146 230] ; [5 4],[147.47012987 228.52987013] ; [3.52987013 5.47012987],0
s8,1,0.315392,1.007962,[191 189] ; [3 6],[189.51156812 190.48843188] ; [4.48843188 4.51156812],0
v4,1,0.376003,0.783731,[365  18] ; [8 1],[364.43622449  18.56377551] ; [8.56377551 0.43622449],0
s6,1,0.377865,0.777635,[262 116] ; [5 4],[260.79069767 117.20930233] ; [6.20930233 2.79069767],0
n5,1,0.388678,0.743074,[292  89] ; [8 1],[293.07692308  87.92307692] ; [6.92307692 2.07692308],0
s4,1,0.410326,0.677856,[ 49 332] ; [2 7],[ 49.82307692 331.17692308] ; [1.17692308 7.82307692],0
a2,1,0.427827,0.628715,[123 262] ; [4 5],[124.09898477 260.90101523] ; [2.90101523 6.09898477],0
a3,1,0.54905,0.359023,[311  73] ; [8 1],[311.69465649  72.30534351] ; [7.30534351 1.69465649],0
u1,1,0.565835,0.329702,[ 96 289] ; [3 6],[ 96.73857868 288.26142132] ; [2.26142132 6.73857868],0
p3,1,0.587468,0.294316,[219 161] ; [6 3],[219.79434447 160.20565553] ; [5.20565553 3.79434447],0
b5,1,0.675139,0.175649,[230 155] ; [6 3],[230.60913706 154.39086294] ; [5.39086294 3.60913706],0
s5,1,0.705379,0.142936,[146 223] ; [3 6],[145.45238095 223.54761905] ; [3.54761905 5.45238095],0
p1,1,0.718684,0.129758,[ 30 353] ; [1 8],[ 30.28826531 352.71173469] ; [0.71173469 8.28826531],0
n4,1,0.775937,0.081008,[313  71] ; [7 2],[312.67175573  71.32824427] ; [7.32824427 1.67175573],0
a6,1,0.79275,0.069033,[283 100] ; [7 2],[283.34183673  99.65816327] ; [6.65816327 2.34183673],0
n6,1,0.794188,0.068056,[327  54] ; [8 1],[327.26923077  53.73076923] ; [7.73076923 1.26923077],0
b4,1,0.800308,0.063983,[230 155] ; [5 4],[229.6319797 155.3680203] ; [5.3680203 3.6319797],0
d2,1,0.810307,0.057615,[228 155] ; [5 4],[227.6505102 155.3494898] ; [5.3494898 3.6505102],0
b2,1,0.839522,0.041008,[ 99 142] ; [3 5],[ 98.72289157 142.27710843] ; [3.27710843 4.72289157],0
b3,1,0.839522,0.041008,[ 99 142] ; [3 5],[ 98.72289157 142.27710843] ; [3.27710843 4.72289157],0
d5,1,0.918599,0.010445,[337  47] ; [8 1],[337.09923664  46.90076336] ; [7.90076336 1.09923664],0
a7,1,0.935505,0.006548,[295  90] ; [7 2],[295.10152284  89.89847716] ; [6.89847716 2.10152284],0
s7,1,0.93919,0.00582,[208 158] ; [5 4],[207.888 158.112] ; [5.112 3.888],0
p7,1,0.968723,0.001537,[253 123] ; [6 3],[252.94545455 123.05454545] ; [6.05454545 2.94545455],0
s2,1,0.973585,0.001096,[209 171] ; [5 4],[209.04884319 170.95115681] ; [4.95115681 4.04884319],0
d4,1,0.974204,0.001046,[340  44] ; [8 1],[340.03053435  43.96946565] ; [7.96946565 1.03053435],0
v3,1,0.978824,0.000705,[210 165] ; [5 4],[209.9609375 165.0390625] ; [5.0390625 3.9609375],0
v1,1,0.982299,0.000492,[250 127] ; [6 3],[250.03108808 126.96891192] ; [5.96891192 3.03108808],0
