Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,62.735981,[105  16] ; [ 4 25],[87.92666667 33.07333333] ; [21.07333333  7.92666667],1
v4,1,0.0,34.417743,[112   7] ; [15 14],[102.11486486  16.88513514] ; [24.88513514  4.11486486],1
p11,1,1e-06,24.707894,[92 29] ; [ 8 21],[80.66666667 40.33333333] ; [19.33333333  9.66666667],1
a1,1,5.1e-05,16.414933,[  1 120] ; [ 5 24],[  4.84 116.16] ; [ 1.16 27.84],1
n6,1,0.000441,12.351346,[94 27] ; [13 16],[86.31333333 34.68666667] ; [20.68666667  8.31333333],1
p10,1,0.000544,11.956963,[84 35] ; [10 18],[76.0952381 42.9047619] ; [17.9047619 10.0952381],1
p2,1,0.000667,11.579291,[93 28] ; [13 16],[85.50666667 35.49333333] ; [20.49333333  8.50666667],1
n3,1,0.000723,11.428571,[26  2] ; [10 10],[21.  7.] ; [15.  5.],1
p9,1,0.000766,11.322215,[89 31] ; [11 16],[81.63265306 38.36734694] ; [18.36734694  8.63265306],1
r1,1,0.00119,10.50574,[77 43] ; [ 9 20],[69.26174497 50.73825503] ; [16.73825503 12.26174497],0
s6,1,0.001229,10.446977,[61 60] ; [ 5 24],[53.24 67.76] ; [12.76 16.24],0
b3,1,0.002443,9.182568,[13 62] ; [10 10],[18.15789474 56.84210526] ; [ 4.84210526 15.15789474],0
b2,1,0.002443,9.182568,[13 62] ; [10 10],[18.15789474 56.84210526] ; [ 4.84210526 15.15789474],0
p3,1,0.002525,9.122089,[53 67] ; [ 4 25],[45.90604027 74.09395973] ; [11.09395973 17.90604027],0
a7,1,0.003792,8.380615,[73 47] ; [ 9 20],[66.04026846 53.95973154] ; [15.95973154 13.04026846],0
b5,1,0.006913,7.295526,[79 42] ; [11 18],[72.6 48.4] ; [17.4 11.6],0
v2,1,0.008966,6.829571,[48 67] ; [ 4 23],[42.11267606 72.88732394] ; [ 9.88732394 17.11267606],0
p7,1,0.011618,6.368208,[68 51] ; [ 9 20],[61.91216216 57.08783784] ; [15.08783784 13.91216216],0
s3,1,0.013419,6.113008,[58 62] ; [ 6 21],[52.24489796 67.75510204] ; [11.75510204 15.24489796],0
n1,1,0.022298,5.222368,[ 7 21] ; [12  9],[10.85714286 17.14285714] ; [ 8.14285714 12.85714286],0
d5,1,0.029652,4.729359,[60 60] ; [ 8 21],[54.76510067 65.23489933] ; [13.23489933 15.76510067],0
p4,1,0.039399,4.243582,[59 62] ; [ 8 21],[54.04666667 66.95333333] ; [12.95333333 16.04666667],0
n2,1,0.043931,4.05921,[23  6] ; [11 10],[19.72  9.28] ; [14.28  6.72],0
u3,1,0.047128,3.940797,[29 34] ; [ 3 13],[25.51898734 37.48101266] ; [6.48101266 9.51898734],0
v1,1,0.0587,3.573725,[55 62] ; [ 8 21],[50.48630137 66.51369863] ; [12.51369863 16.48630137],0
r2,1,0.060957,3.511148,[104  16] ; [21  8],[100.67114094  19.32885906] ; [24.32885906  4.67114094],0
s8,1,0.080901,3.046711,[36 85] ; [ 4 25],[32.26666667 88.73333333] ; [ 7.73333333 21.26666667],0
n5,1,0.144294,2.131554,[83 37] ; [24  5],[86.17449664 33.82550336] ; [20.82550336  8.17449664],0
a6,1,0.152,2.05206,[72 49] ; [13 16],[68.56666667 52.43333333] ; [16.43333333 12.56666667],0
s2,1,0.167388,1.906186,[36 84] ; [ 5 24],[33.02013423 86.97986577] ; [ 7.97986577 21.02013423],0
a5,1,0.171483,1.869933,[63 58] ; [11 18],[59.69333333 61.30666667] ; [14.30666667 14.69333333],0
s7,1,0.183624,1.768044,[35 80] ; [ 5 23],[32.16783217 82.83216783] ; [ 7.83216783 20.16783217],0
s1,1,0.18957,1.720959,[  5 114] ; [ 3 26],[  6.43243243 112.56756757] ; [ 1.56756757 27.43243243],0
p8,1,0.21807,1.517028,[49 70] ; [ 8 20],[46.14285714 72.85714286] ; [10.85714286 17.14285714],0
a8,1,0.235341,1.408289,[12 98] ; [ 1 27],[10.36231884 99.63768116] ; [ 2.63768116 25.36231884],0
b1,1,0.237479,1.395497,[48 73] ; [15 14],[50.82 70.18] ; [12.18 16.82],0
p1,1,0.263792,1.248744,[ 12 109] ; [ 5 24],[ 13.71333333 107.28666667] ; [ 3.28666667 25.71333333],0
d2,1,0.274951,1.191877,[26 95] ; [ 9 20],[28.23333333 92.76666667] ; [ 6.76666667 22.23333333],0
p12,1,0.37547,0.78548,[  4 117] ; [ 2 27],[  4.84 116.16] ; [ 1.16 27.84],0
u2,1,0.398341,0.71333,[27 36] ; [ 5 11],[25.51898734 37.48101266] ; [6.48101266 9.51898734],0
n4,1,0.4169,0.659039,[78 43] ; [21  8],[79.86 41.14] ; [19.14  9.86],0
p6,1,0.474813,0.510752,[29 91] ; [ 5 23],[27.56756757 92.43243243] ; [ 6.43243243 21.56756757],0
s4,1,0.517922,0.41803,[ 18 102] ; [ 3 26],[ 16.91275168 103.08724832] ; [ 4.08724832 24.91275168],0
b4,1,0.654914,0.199761,[57 64] ; [15 14],[58.08 62.92] ; [13.92 15.08],0
d3,1,0.696022,0.152643,[33 86] ; [ 7 22],[32.16216216 86.83783784] ; [ 7.83783784 21.16216216],0
a2,1,0.705999,0.142307,[ 11 110] ; [ 2 27],[ 10.48666667 110.51333333] ; [ 2.51333333 26.48666667],0
a4,1,0.829183,0.046548,[28 92] ; [ 6 22],[27.56756757 92.43243243] ; [ 6.43243243 21.56756757],0
v3,1,0.856947,0.032494,[32 88] ; [ 7 21],[31.62162162 88.37837838] ; [ 7.37837838 20.62162162],0
p5,1,0.891798,0.018504,[  5 116] ; [ 1 27],[  4.87248322 116.12751678] ; [ 1.12751678 26.87248322],0
d1,1,0.969374,0.001474,[  4 117] ; [ 1 28],[  4.03333333 116.96666667] ; [ 0.96666667 28.03333333],0
a3,1,0.983924,0.000406,[58 63] ; [13 14],[58.0472973 62.9527027] ; [12.9527027 14.0472973],0
