Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,113.367812,[248  39] ; [56 95],[199.19634703  87.80365297] ; [104.80365297  46.19634703],1
n6,1,0.0,50.055779,[251  33] ; [89 62],[221.97701149  62.02298851] ; [118.02298851  32.97701149],1
p10,1,0.0,32.273525,[233  51] ; [85 65],[208.0921659  75.9078341] ; [109.9078341  40.0921659],1
p9,1,5e-06,21.029372,[234  47] ; [94 54],[214.84382284  66.15617716] ; [113.15617716  34.84382284],1
p11,1,1e-05,19.579508,[228  59] ; [90 61],[208.36986301  78.63013699] ; [109.63013699  41.36986301],1
a8,1,1.4e-05,18.903027,[ 41 222] ; [  2 136],[ 28.20199501 234.79800499] ; [ 14.79800499 123.20199501],1
p4,1,1.5e-05,18.743521,[167 117] ; [55 94],[145.6073903 138.3926097] ; [76.3926097 72.6073903],1
p2,1,0.000324,12.927632,[237  47] ; [102  47],[222.34642032  61.65357968] ; [116.65357968  32.34642032],1
v1,1,0.000455,12.2897,[147 133] ; [51 96],[129.83606557 150.16393443] ; [68.16393443 78.83606557],1
r4,1,0.001412,10.189713,[251  36] ; [114  37],[239.16666667  47.83333333] ; [125.83333333  25.16666667],0
u1,1,0.00149,10.090827,[ 56 231] ; [ 12 139],[ 44.55707763 242.44292237] ; [ 23.44292237 127.55707763],0
a2,1,0.002041,9.512317,[ 77 210] ; [ 21 130],[ 64.21461187 222.78538813] ; [ 33.78538813 117.21461187],0
p7,1,0.00235,9.253649,[171 108] ; [69 81],[156.08391608 122.91608392] ; [83.91608392 66.08391608],0
s6,1,0.007783,7.082732,[159 121] ; [65 85],[145.86046512 134.13953488] ; [78.13953488 71.86046512],0
a5,1,0.008681,6.88732,[215  72] ; [95 56],[203.12785388  83.87214612] ; [106.87214612  44.12785388],0
v4,1,0.009883,6.655847,[266  20] ; [128  22],[258.44954128  27.55045872] ; [135.55045872  14.44954128],0
p5,1,0.011804,6.34001,[ 29 257] ; [  5 145],[ 22.30275229 263.69724771] ; [ 11.69724771 138.30275229],0
p8,1,0.012364,6.257958,[137 146] ; [53 95],[124.75638051 158.24361949] ; [65.24361949 82.75638051],0
p6,1,0.016273,5.773166,[ 85 197] ; [ 28 117],[ 74.62763466 207.37236534] ; [ 38.37236534 106.62763466],0
d2,1,0.016812,5.715879,[147 137] ; [60 91],[135.14482759 148.85517241] ; [71.85517241 79.14482759],0
a4,1,0.017288,5.666893,[144 142] ; [58 93],[132.201373 153.798627] ; [69.798627 81.201373],0
v3,1,0.020899,5.335156,[ 97 182] ; [ 34 109],[ 86.60900474 192.39099526] ; [44.39099526 98.60900474],0
p3,1,0.022393,5.214985,[128 157] ; [50 99],[116.88940092 168.11059908] ; [61.11059908 87.88940092],0
p1,1,0.027973,4.829752,[ 23 263] ; [  4 145],[ 17.75172414 268.24827586] ; [  9.24827586 139.75172414],0
a6,1,0.034142,4.487586,[207  80] ; [94 57],[197.23059361  89.76940639] ; [103.76940639  47.23059361],0
r2,1,0.055205,3.67589,[264  19] ; [130  18],[258.70533643  24.29466357] ; [135.29466357  12.70533643],0
n2,1,0.10835,2.578123,[50 16] ; [29 18],[46.14159292 19.85840708] ; [32.85840708 14.14159292],0
a3,1,0.112759,2.515123,[206  80] ; [97 53],[198.75688073  87.24311927] ; [104.24311927  45.75688073],0
n1,1,0.117383,2.451892,[25 39] ; [12 36],[21.14285714 42.85714286] ; [15.85714286 32.14285714],0
s2,1,0.173834,1.849568,[107 177] ; [ 47 104],[100.54252874 183.45747126] ; [53.45747126 97.54252874],0
r1,1,0.200479,1.638883,[221  64] ; [108  42],[215.55172414  69.44827586] ; [113.44827586  36.55172414],0
p12,1,0.212528,1.554122,[ 15 270] ; [  4 145],[ 12.47695853 272.52304147] ; [  6.52304147 142.47695853],0
s1,1,0.224611,1.474664,[  7 276] ; [  7 144],[  9.12903226 273.87096774] ; [  4.87096774 146.12903226],0
d1,1,0.227232,1.458101,[186 101] ; [89 62],[180.19406393 106.80593607] ; [94.80593607 56.19406393],0
b2,1,0.308935,1.035221,[ 59 105] ; [21 51],[ 55.59322034 108.40677966] ; [24.40677966 47.59322034],0
b3,1,0.308935,1.035221,[ 59 105] ; [21 51],[ 55.59322034 108.40677966] ; [24.40677966 47.59322034],0
a1,1,0.315125,1.009072,[ 18 269] ; [  6 145],[ 15.7260274 271.2739726] ; [  8.2739726 142.7260274],0
s7,1,0.315497,1.007524,[ 77 200] ; [ 33 109],[ 72.72076372 204.27923628] ; [ 37.27923628 104.72076372],0
d5,1,0.323417,0.975078,[246  41] ; [124  27],[242.44292237  44.55707763] ; [127.55707763  23.44292237],0
v2,1,0.34246,0.9012,[151 126] ; [72 73],[146.37677725 130.62322275] ; [76.62322275 68.37677725],0
r3,1,0.409599,0.679965,[264  20] ; [137  14],[261.80229885  22.19770115] ; [139.19770115  11.80229885],0
s4,1,0.464219,0.535703,[ 39 241] ; [ 25 126],[ 41.57772622 238.42227378] ; [ 22.42227378 128.57772622],0
s5,1,0.622081,0.242954,[ 76 205] ; [ 36 109],[ 73.87793427 207.12206573] ; [ 38.12206573 106.87793427],0
b5,1,0.633651,0.227142,[174 113] ; [88 63],[171.67579909 115.32420091] ; [90.32420091 60.67579909],0
u3,1,0.658549,0.195291,[42 39] ; [29 23],[43.2406015 37.7593985] ; [27.7593985 24.2406015],0
u4,1,0.686465,0.162938,[  3 283] ; [  1 150],[  2.61784897 283.38215103] ; [  1.38215103 149.61784897],0
b1,1,0.691731,0.157217,[112 175] ; [56 95],[110.08219178 176.91780822] ; [57.91780822 93.08219178],0
b4,1,0.740206,0.109945,[174 113] ; [94 57],[175.60730594 111.39269406] ; [92.39269406 58.60730594],0
s3,1,0.777385,0.079935,[118 166] ; [59 88],[116.63109049 167.36890951] ; [60.36890951 86.63109049],0
d3,1,0.794745,0.06768,[218  69] ; [113  38],[216.88812785  70.11187215] ; [114.11187215  36.88812785],0
u2,1,0.805527,0.060615,[43 36] ; [30 23],[43.68939394 35.31060606] ; [29.31060606 23.68939394],0
n3,1,0.830197,0.045988,[43 22] ; [32 15],[43.52678571 21.47321429] ; [31.47321429 15.52678571],0
a7,1,0.985643,0.000324,[215  72] ; [113  38],[214.92237443  72.07762557] ; [113.07762557  37.92237443],0
