Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.046089,3.978342,[23  8] ; [1 3],[21.25714286  9.74285714] ; [2.74285714 1.25714286],0
s3,1,0.052263,3.767325,[22  8] ; [1 3],[20.29411765  9.70588235] ; [2.70588235 1.29411765],0
v1,1,0.086611,2.936268,[20  9] ; [1 3],[18.45454545 10.54545455] ; [2.54545455 1.45454545],0
n5,1,0.128949,2.305108,[11 20] ; [3 1],[12.4 18.6] ; [1.6 2.4],0
a5,1,0.128949,2.305108,[20 11] ; [1 3],[18.6 12.4] ; [2.4 1.6],0
s2,1,0.143391,2.14119,[19 11] ; [1 3],[17.64705882 12.35294118] ; [2.35294118 1.64705882],0
p8,1,0.159657,1.977476,[11 18] ; [3 1],[12.3030303 16.6969697] ; [1.6969697 2.3030303],0
a7,1,0.167493,1.905242,[19 12] ; [1 3],[17.71428571 13.28571429] ; [2.28571429 1.71428571],0
p9,1,0.256144,1.289481,[23  7] ; [2 2],[22.05882353  7.94117647] ; [2.94117647 1.05882353],0
s8,1,0.261125,1.262782,[17 14] ; [1 3],[15.94285714 15.05714286] ; [2.05714286 1.94285714],0
d2,1,0.261125,1.262782,[14 17] ; [3 1],[15.05714286 15.94285714] ; [1.94285714 2.05714286],0
p4,1,0.287065,1.133333,[14 16] ; [3 1],[15. 15.] ; [2. 2.],0
p3,1,0.287065,1.133333,[16 14] ; [1 3],[15. 15.] ; [2. 2.],0
d3,1,0.313439,1.016129,[23  8] ; [2 2],[22.14285714  8.85714286] ; [2.85714286 1.14285714],0
r4,1,0.313439,1.016129,[23  8] ; [2 2],[22.14285714  8.85714286] ; [2.85714286 1.14285714],0
p1,1,0.364673,0.821735,[ 3 28] ; [1 3],[ 3.54285714 27.45714286] ; [0.45714286 3.54285714],0
r3,1,0.364673,0.821735,[28  3] ; [3 1],[27.45714286  3.54285714] ; [3.54285714 0.45714286],0
r2,1,0.381768,0.765,[27  3] ; [3 1],[26.47058824  3.52941176] ; [3.52941176 0.47058824],0
p10,1,0.421885,0.645059,[21  9] ; [2 2],[20.29411765  9.70588235] ; [2.70588235 1.29411765],0
u2,1,0.424954,0.636574,[7 1] ; [2 1],[6.54545455 1.45454545] ; [2.45454545 0.54545455],0
p6,1,0.45067,0.568966,[ 9 20] ; [2 2],[ 9.66666667 19.33333333] ; [1.33333333 2.66666667],0
s4,1,0.481717,0.494974,[10 21] ; [2 2],[10.62857143 20.37142857] ; [1.37142857 2.62857143],0
n1,1,0.521839,0.410256,[6 7] ; [2 1],[6.5 6.5] ; [1.5 1.5],0
n3,1,0.521839,0.410256,[6 7] ; [2 1],[6.5 6.5] ; [1.5 1.5],0
b4,1,0.593301,0.285219,[19 12] ; [3 1],[19.48571429 11.51428571] ; [2.51428571 1.48571429],0
d5,1,0.657738,0.196283,[26  5] ; [3 1],[25.68571429  5.31428571] ; [3.31428571 0.68571429],0
s7,1,0.743645,0.106948,[17 12] ; [2 2],[16.6969697 12.3030303] ; [2.3030303 1.6969697],0
r1,1,0.83667,0.0425,[21  9] ; [3 1],[21.17647059  8.82352941] ; [2.82352941 1.17647059],0
v3,1,0.843296,0.039077,[ 6 23] ; [1 3],[ 6.15151515 22.84848485] ; [0.84848485 3.15151515],0
a6,1,0.854935,0.033425,[17 14] ; [2 2],[16.82857143 14.17142857] ; [2.17142857 1.82857143],0
b1,1,0.854935,0.033425,[17 14] ; [2 2],[16.82857143 14.17142857] ; [2.17142857 1.82857143],0
a4,1,0.866579,0.028226,[ 9 22] ; [1 3],[ 8.85714286 22.14285714] ; [1.14285714 2.85714286],0
s6,1,0.913641,0.011761,[24  7] ; [3 1],[23.91428571  7.08571429] ; [3.08571429 0.91428571],0
v2,1,0.951564,0.00369,[15 16] ; [2 2],[15.05714286 15.94285714] ; [1.94285714 2.05714286],0
b5,1,0.951564,0.00369,[16 15] ; [2 2],[15.94285714 15.05714286] ; [2.05714286 1.94285714],0
