Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,66.133639,[25 53] ; [232  59],[54.32520325 23.67479675] ; [202.67479675  88.32520325],1
p6,1,1e-06,24.83843,[18 60] ; [158 130],[37.50819672 40.49180328] ; [138.49180328 149.50819672],1
p2,1,1e-06,23.900452,[58 20] ; [273  19],[69.77837838  8.22162162] ; [261.22162162  30.77837838],1
s7,1,0.006253,7.476047,[32 42] ; [170 109],[42.34560907 31.65439093] ; [159.65439093 119.34560907],0
d3,1,0.00644,7.422866,[43 35] ; [209  84],[52.98113208 25.01886792] ; [199.01886792  93.98113208],0
v2,1,0.010084,6.619986,[38 38] ; [187  96],[47.63231198 28.36768802] ; [177.36768802 105.63231198],0
v3,1,0.014966,5.920487,[25 48] ; [143 142],[34.25698324 38.74301676] ; [133.74301676 151.25698324],0
p10,1,0.021031,5.324245,[67 11] ; [273  18],[71.8699187  6.1300813] ; [268.1300813  22.8699187],0
a2,1,0.043701,4.068096,[14 64] ; [ 86 207],[21.02425876 56.97574124] ; [ 78.97574124 214.02425876],0
s5,1,0.053608,3.724862,[22 51] ; [120 162],[29.2 43.8] ; [112.8 169.2],0
p5,1,0.056739,3.630234,[ 9 67] ; [ 63 229],[14.86956522 61.13043478] ; [ 57.13043478 234.86956522],0
p9,1,0.059432,3.553164,[69  9] ; [275  16],[72.71544715  5.28455285] ; [271.28455285  19.71544715],0
d4,1,0.10956,2.560553,[60 18] ; [247  45],[64.71891892 13.28108108] ; [242.28108108  49.71891892],0
r1,1,0.139293,2.185757,[59 18] ; [244  47],[63.39945652 13.60054348] ; [239.60054348  51.39945652],0
b4,1,0.162218,1.953429,[50 28] ; [162 131],[44.57142857 33.42857143] ; [167.42857143 125.57142857],0
a8,1,0.203816,1.614815,[ 6 64] ; [ 38 227],[ 9.19402985 60.80597015] ; [ 34.80597015 230.19402985],0
n2,1,0.252174,1.31122,[10  6] ; [31  9],[11.71428571  4.28571429] ; [29.28571429 10.71428571],0
v1,1,0.288356,1.127283,[41 32] ; [180 106],[44.93871866 28.06128134] ; [176.06128134 109.93871866],0
a1,1,0.289287,1.122935,[ 3 75] ; [ 21 272],[ 5.0458221 72.9541779] ; [ 18.9541779 274.0458221],0
s1,1,0.290118,1.119071,[ 4 74] ; [  8 284],[ 2.52972973 75.47027027] ; [  9.47027027 282.52972973],0
s8,1,0.292593,1.10765,[37 41] ; [157 133],[41.11956522 36.88043478] ; [152.88043478 137.11956522],0
r3,1,0.29283,1.106565,[74  4] ; [283   8],[75.46341463  2.53658537] ; [281.53658537   9.46341463],0
s4,1,0.298045,1.082923,[10 67] ; [ 52 237],[13.04371585 63.95628415] ; [ 48.95628415 240.04371585],0
a7,1,0.318504,0.99508,[53 25] ; [215  77],[56.4972973 21.5027027] ; [211.5027027  80.4972973],0
b1,1,0.331212,0.944151,[28 50] ; [123 170],[31.74663073 46.25336927] ; [119.25336927 173.74663073],0
d1,1,0.348585,0.8786,[45 33] ; [186 107],[48.56603774 29.43396226] ; [182.43396226 110.56603774],0
n6,1,0.349953,0.873629,[68 10] ; [265  27],[70.2  7.8] ; [262.8  29.2],0
n1,1,0.427355,0.63,[7 9] ; [13 27],[ 5.71428571 10.28571429] ; [14.28571429 25.71428571],0
p4,1,0.434003,0.612086,[62 16] ; [244  49],[64.33423181 13.66576819] ; [241.66576819  51.33423181],0
r4,1,0.443998,0.585927,[71  7] ; [274  19],[72.53369272  5.46630728] ; [272.46630728  20.53369272],0
u4,1,0.483296,0.491416,[ 3 75] ; [  7 285],[ 2.10810811 75.89189189] ; [  7.89189189 284.10810811],0
u1,1,0.529822,0.394733,[16 62] ; [ 70 223],[18.08086253 59.91913747] ; [ 67.91913747 225.08086253],0
b5,1,0.588853,0.292138,[45 33] ; [159 134],[42.88948787 35.11051213] ; [161.11051213 131.88948787],0
a5,1,0.596433,0.28041,[61 17] ; [237  56],[62.65229111 15.34770889] ; [235.34770889  57.65229111],0
u3,1,0.604773,0.267857,[13  7] ; [41 29],[12.  8.] ; [42. 28.],0
u2,1,0.604773,0.267857,[13  7] ; [41 29],[12.  8.] ; [42. 28.],0
d5,1,0.640301,0.218349,[64 14] ; [246  46],[65.35135135 12.64864865] ; [244.64864865  47.35135135],0
a6,1,0.641006,0.217429,[54 24] ; [210  82],[55.65405405 22.34594595] ; [208.34594595  83.65405405],0
d2,1,0.66923,0.182504,[41 36] ; [148 145],[39.33243243 37.66756757] ; [149.66756757 143.33243243],0
a3,1,0.712031,0.136257,[58 20] ; [223  69],[59.23783784 18.76216216] ; [221.76216216  70.23783784],0
n4,1,0.728131,0.120835,[67 11] ; [247  46],[66.01617251 11.98382749] ; [247.98382749  45.01617251],0
n5,1,0.770397,0.085179,[65 13] ; [240  53],[64.12398922 13.87601078] ; [240.87601078  52.12398922],0
r2,1,0.802364,0.062644,[75  3] ; [276  13],[74.59945504  3.40054496] ; [276.40054496  12.59945504],0
v4,1,0.807373,0.059446,[76  2] ; [282   9],[75.67479675  2.32520325] ; [282.32520325   8.67479675],0
s6,1,0.813502,0.055654,[56 22] ; [200  84],[55.16022099 22.83977901] ; [200.83977901  83.16022099],0
s3,1,0.838891,0.041336,[45 32] ; [172 116],[45.77808219 31.22191781] ; [171.22191781 116.77808219],0
a4,1,0.860955,0.03068,[38 40] ; [139 153],[37.31351351 40.68648649] ; [139.68648649 152.31351351],0
s2,1,0.863727,0.029457,[42 35] ; [155 135],[41.33242507 35.66757493] ; [155.66757493 134.33242507],0
p12,1,0.905789,0.014007,[ 9 69] ; [ 35 256],[ 9.30081301 68.69918699] ; [ 34.69918699 256.30081301],0
p1,1,0.906915,0.013673,[10 68] ; [ 36 256],[ 9.6972973 68.3027027] ; [ 36.3027027 255.6972973],0
b2,1,0.998979,2e-06,[22 29] ; [ 85 112],[22.00403226 28.99596774] ; [ 84.99596774 112.00403226],0
b3,1,0.998979,2e-06,[22 29] ; [ 85 112],[22.00403226 28.99596774] ; [ 84.99596774 112.00403226],0
n3,1,1.0,0.0,[12  4] ; [30 10],[12.  4.] ; [30. 10.],0
