Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000209,13.744754,[35  6] ; [18 21],[27.1625 13.8375] ; [25.8375 13.1625],1
p11,1,0.001239,10.431049,[22 20] ; [ 7 32],[15.03703704 26.96296296] ; [13.96296296 25.03703704],0
r4,1,0.001289,10.357642,[32 10] ; [16 23],[24.88888889 17.11111111] ; [23.11111111 15.88888889],0
r3,1,0.003473,8.540785,[36  6] ; [22 17],[30.07407407 11.92592593] ; [27.92592593 11.07407407],0
p7,1,0.012171,6.285747,[21 21] ; [ 9 30],[15.55555556 26.44444444] ; [14.44444444 24.55555556],0
a1,1,0.018951,5.506031,[ 1 41] ; [ 7 32],[ 4.14814815 37.85185185] ; [ 3.85185185 35.14814815],0
b5,1,0.020626,5.358155,[28 14] ; [16 23],[22.81481481 19.18518519] ; [21.18518519 17.81481481],0
p3,1,0.025663,4.978591,[16 26] ; [ 6 32],[11.55 30.45] ; [10.45 27.55],0
s1,1,0.040537,4.195284,[ 1 40] ; [ 6 33],[ 3.5875 37.4125] ; [ 3.4125 35.5875],0
p4,1,0.083354,2.998265,[16 26] ; [ 8 31],[12.44444444 29.55555556] ; [11.55555556 27.44444444],0
p8,1,0.092386,2.832291,[12 30] ; [ 5 33],[ 8.925 33.075] ; [ 8.075 29.925],0
v1,1,0.103554,2.649936,[18 24] ; [10 29],[14.51851852 27.48148148] ; [13.48148148 25.51851852],0
p6,1,0.106883,2.599715,[10 31] ; [ 4 34],[ 7.26582278 33.73417722] ; [ 6.73417722 31.26582278],0
b3,1,0.111406,2.534161,[ 5 18] ; [12 16],[ 7.66666667 15.33333333] ; [ 9.33333333 18.66666667],0
b2,1,0.111406,2.534161,[ 5 18] ; [12 16],[ 7.66666667 15.33333333] ; [ 9.33333333 18.66666667],0
a6,1,0.132311,2.265176,[29 13] ; [20 18],[25.725 16.275] ; [23.275 14.725],0
p9,1,0.143733,2.137535,[16 26] ; [ 9 30],[12.96296296 29.03703704] ; [12.03703704 26.96296296],0
d4,1,0.149803,2.074252,[31 10] ; [23 15],[28.02531646 12.97468354] ; [25.97468354 12.02531646],0
a8,1,0.156515,2.007582,[ 2 35] ; [ 6 33],[ 3.89473684 33.10526316] ; [ 4.10526316 34.89473684],0
b4,1,0.157588,1.997219,[27 15] ; [19 20],[23.85185185 18.14814815] ; [22.14814815 16.85185185],0
s6,1,0.169334,1.888827,[18 24] ; [11 28],[15.03703704 26.96296296] ; [13.96296296 25.03703704],0
a5,1,0.191061,1.709416,[22 20] ; [26 13],[24.88888889 17.11111111] ; [23.11111111 15.88888889],0
d2,1,0.191864,1.703248,[16 26] ; [20 18],[18.9 23.1] ; [17.1 20.9],0
