Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,116.403516,[ 54 164] ; [290 126],[118.28391167  99.71608833] ; [225.71608833 190.28391167],1
p6,1,0.0,63.337831,[ 38 173] ; [211 203],[ 84.0624 126.9376] ; [164.9376 249.0624],1
p8,1,0.0,34.455827,[ 86 124] ; [272 143],[120.288  89.712] ; [237.712 177.288],1
p7,1,1e-06,23.899227,[116  92] ; [310 103],[142.68599034  65.31400966] ; [283.31400966 129.68599034],1
n5,1,2e-06,22.635839,[142  73] ; [343  71],[165.77901431  49.22098569] ; [319.22098569  94.77901431],1
p5,1,3e-06,21.633278,[  8 209] ; [ 68 348],[ 26.05371248 190.94628752] ; [ 49.94628752 366.05371248],1
n4,1,1e-05,19.441655,[154  63] ; [356  60],[174.83412322  42.16587678] ; [335.16587678  80.83412322],1
s7,1,2e-05,18.227663,[ 81 130] ; [223 171],[106.0231405 104.9768595] ; [197.9768595 196.0231405],1
s6,1,8.5e-05,15.441751,[128  86] ; [304 101],[149.35056543  64.64943457] ; [282.64943457 122.35056543],1
v1,1,0.000464,12.255361,[101 111] ; [253 153],[121.4368932  90.5631068] ; [232.5631068 173.4368932],1
d1,1,0.000555,11.919681,[132  86] ; [308 109],[151.05511811  66.94488189] ; [288.94488189 128.05511811],1
s8,1,0.001853,9.690041,[ 82 136] ; [209 204],[100.53565769 117.46434231] ; [190.46434231 222.53565769],0
p10,1,0.002307,9.28777,[169  45] ; [364  49],[181.91706539  32.08293461] ; [351.08293461  61.91706539],0
u1,1,0.004755,7.970409,[ 31 187] ; [ 99 318],[ 44.62992126 173.37007874] ; [ 85.37007874 331.62992126],0
d3,1,0.005282,7.780149,[150  67] ; [330  87],[164.29022082  52.70977918] ; [315.70977918 101.29022082],0
s5,1,0.005839,7.599412,[ 60 150] ; [159 240],[ 75.51724138 134.48275862] ; [143.48275862 255.51724138],0
s2,1,0.006572,7.386367,[ 97 120] ; [230 180],[113.1722488 103.8277512] ; [213.8277512 196.1722488],0
d2,1,0.006738,7.341447,[ 98 119] ; [235 181],[114.1563981 102.8436019] ; [218.8436019 197.1563981],0
v3,1,0.008338,6.959392,[ 71 141] ; [178 222],[ 86.25490196 125.74509804] ; [162.74509804 237.25490196],0
a5,1,0.009808,6.669357,[156  62] ; [336  81],[168.90708661  49.09291339] ; [323.09291339  93.90708661],0
n6,1,0.009919,6.649438,[174  42] ; [365  49],[184.8  31.2] ; [354.2  59.8],0
b1,1,0.012889,6.184317,[ 64 154] ; [164 253],[ 78.27401575 139.72598425] ; [149.72598425 267.27401575],0
p1,1,0.022142,5.234556,[ 10 206] ; [ 41 375],[ 17.43037975 198.56962025] ; [ 33.56962025 382.43037975],0
b5,1,0.024361,5.068745,[145  73] ; [239 178],[131.82992126  86.17007874] ; [252.17007874 164.82992126],0
p9,1,0.028147,4.819015,[177  35] ; [371  43],[185.58466454  26.41533546] ; [362.41533546  51.58466454],0
a1,1,0.029062,4.763934,[  4 214] ; [ 23 394],[  9.26929134 208.73070866] ; [ 17.73070866 399.26929134],0
a2,1,0.043098,4.091535,[ 47 171] ; [121 296],[ 57.67559055 160.32440945] ; [110.32440945 306.67559055],0
a4,1,0.053073,3.741634,[ 94 124] ; [213 203],[105.5615142 112.4384858] ; [201.4384858 214.5615142],0
u4,1,0.055089,3.679384,[  1 217] ; [ 11 405],[  4.12618297 213.87381703] ; [  7.87381703 408.12618297],0
u3,1,0.068611,3.31595,[30 30] ; [64 35],[35.47169811 24.52830189] ; [58.52830189 40.47169811],0
d4,1,0.075395,3.161486,[186  31] ; [377  40],[192.69873817  24.30126183] ; [370.30126183  46.69873817],0
p12,1,0.077528,3.115968,[ 11 203] ; [ 38 379],[ 16.61806656 197.38193344] ; [ 32.38193344 384.61806656],0
s4,1,0.087306,2.923357,[ 28 188] ; [ 75 335],[ 35.5399361 180.4600639] ; [ 67.4600639 342.5399361],0
p11,1,0.102685,2.663341,[171  47] ; [349  68],[178.51968504  39.48031496] ; [341.48031496  75.51968504],0
r1,1,0.10489,2.629565,[172  44] ; [350  63],[179.25596184  36.74403816] ; [342.74403816  70.25596184],0
a7,1,0.121809,2.393905,[157  60] ; [324  92],[164.89257504  52.10742496] ; [316.10742496  99.89257504],0
v2,1,0.123549,2.371739,[113  93] ; [249 157],[121.8496732  84.1503268] ; [240.1503268 165.8496732],0
s3,1,0.183045,1.772727,[114 102] ; [238 170],[121.84615385  94.15384615] ; [230.15384615 177.84615385],0
r2,1,0.196951,1.664841,[207   7] ; [388  23],[203.728  10.272] ; [391.272  19.728],0
r4,1,0.299675,1.075639,[196  22] ; [385  32],[199.46141732  18.53858268] ; [381.53858268  35.46141732],0
v4,1,0.338216,0.917183,[205  10] ; [401  13],[207.13831479   7.86168521] ; [398.86168521  15.13831479],0
n1,1,0.340904,0.907027,[19 39] ; [31 45],[21.64179104 36.35820896] ; [28.35820896 47.64179104],0
a3,1,0.385671,0.752548,[158  59] ; [316 100],[162.492891  54.507109] ; [311.507109 104.492891],0
a8,1,0.390968,0.73593,[ 33 165] ; [ 52 320],[ 29.52631579 168.47368421] ; [ 55.47368421 316.52631579],0
s1,1,0.435209,0.608882,[  4 210] ; [ 12 401],[  5.46092504 208.53907496] ; [ 10.53907496 402.46092504],0
b4,1,0.53783,0.379576,[131  87] ; [240 177],[127.36692913  90.63307087] ; [243.63307087 173.36692913],0
b2,1,0.564797,0.331466,[40 74] ; [102 165],[42.48818898 71.51181102] ; [ 99.51181102 167.48818898],0
b3,1,0.564797,0.331466,[40 74] ; [102 165],[42.48818898 71.51181102] ; [ 99.51181102 167.48818898],0
u2,1,0.690685,0.158345,[32 26] ; [59 42],[33.19496855 24.80503145] ; [57.80503145 43.19496855],0
n3,1,0.782941,0.075894,[46 15] ; [55 20],[45.30147059 15.69852941] ; [55.69852941 19.30147059],0
r3,1,0.808127,0.058972,[209   6] ; [401  13],[208.50556439   6.49443561] ; [401.49443561  12.50556439],0
a6,1,0.859549,0.031311,[151  66] ; [293 124],[151.96845426  65.03154574] ; [292.03154574 124.96845426],0
n2,1,0.860559,0.030857,[44 16] ; [56 19],[44.44444444 15.55555556] ; [55.55555556 19.44444444],0
