Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,32.685929,[ 5 77] ; [17 15],[15.8245614 66.1754386] ; [ 6.1754386 25.8245614],1
s6,1,2.8e-05,17.520549,[26 56] ; [24  8],[35.96491228 46.03508772] ; [14.03508772 17.96491228],1
s2,1,0.00055,11.936842,[18 62] ; [18 14],[25.71428571 54.28571429] ; [10.28571429 21.71428571],1
s5,1,0.000597,11.784374,[10 70] ; [13 18],[16.57657658 63.42342342] ; [ 6.42342342 24.57657658],1
u3,1,0.000638,11.663077,[16 34] ; [11  2],[21.42857143 28.57142857] ; [5.57142857 7.42857143],1
a5,1,0.001057,10.725641,[24 58] ; [20 12],[31.64912281 50.35087719] ; [12.35087719 19.64912281],0
s3,1,0.001182,10.518278,[27 53] ; [21 10],[34.59459459 45.40540541] ; [13.40540541 17.59459459],0
p6,1,0.00554,7.694124,[10 70] ; [11 20],[15.13513514 64.86486486] ; [ 5.86486486 25.13513514],0
n4,1,0.00567,7.652219,[43 38] ; [26  6],[49.46017699 31.53982301] ; [19.53982301 12.46017699],0
p8,1,0.008211,6.986867,[20 62] ; [16 16],[25.89473684 56.10526316] ; [10.10526316 21.89473684],0
p10,1,0.018155,5.581141,[41 40] ; [24  8],[46.59292035 34.40707965] ; [18.40707965 13.59292035],0
p1,1,0.018641,5.534909,[ 4 78] ; [ 6 26],[ 7.19298246 74.80701754] ; [ 2.80701754 29.19298246],0
s1,1,0.035396,4.425949,[ 2 77] ; [ 4 28],[ 4.27027027 74.72972973] ; [ 1.72972973 30.27027027],0
v3,1,0.05277,3.751175,[18 62] ; [13 19],[22.14285714 57.85714286] ; [ 8.85714286 23.14285714],0
r1,1,0.056151,3.647563,[45 36] ; [24  8],[49.46017699 31.53982301] ; [19.53982301 12.46017699],0
a3,1,0.07078,3.264835,[32 47] ; [19 13],[36.2972973 42.7027027] ; [14.7027027 17.2972973],0
r4,1,0.082868,3.007739,[50 32] ; [25  7],[53.94736842 28.05263158] ; [21.05263158 10.94736842],0
p9,1,0.088384,2.903556,[49 31] ; [25  7],[52.85714286 27.14285714] ; [21.14285714 10.85714286],0
u2,1,0.10714,2.595916,[18 31] ; [8 5],[20.5483871 28.4516129] ; [5.4516129 7.5483871],0
v1,1,0.119377,2.42548,[28 51] ; [16 15],[31.6 47.4] ; [12.4 18.6],0
p5,1,0.131625,2.273237,[ 1 81] ; [ 2 30],[ 2.15789474 79.84210526] ; [ 0.84210526 31.15789474],0
b4,1,0.137396,2.206878,[46 36] ; [13 19],[42.43859649 39.56140351] ; [16.56140351 15.43859649],0
p2,1,0.14252,2.150534,[44 38] ; [22 10],[47.47368421 34.52631579] ; [18.52631579 13.47368421],0
n6,1,0.180084,1.796931,[52 29] ; [24  7],[54.96428571 26.03571429] ; [21.03571429  9.96428571],0
s4,1,0.186419,1.745693,[14 68] ; [ 9 23],[16.54385965 65.45614035] ; [ 6.45614035 25.54385965],0
b2,1,0.195352,1.676787,[16 29] ; [11 10],[18.40909091 26.59090909] ; [ 8.59090909 12.40909091],0
b3,1,0.195352,1.676787,[16 29] ; [11 10],[18.40909091 26.59090909] ; [ 8.59090909 12.40909091],0
v2,1,0.231714,1.430312,[25 51] ; [14 17],[27.70093458 48.29906542] ; [11.29906542 19.70093458],0
r2,1,0.239613,1.382867,[63 18] ; [28  4],[65.2300885 15.7699115] ; [25.7699115  6.2300885],0
p3,1,0.257652,1.281331,[13 69] ; [ 8 24],[15.10526316 66.89473684] ; [ 5.89473684 26.10526316],0
p11,1,0.288159,1.128201,[53 29] ; [24  8],[55.38596491 26.61403509] ; [21.61403509 10.38596491],0
p12,1,0.303042,1.060759,[ 2 80] ; [ 2 29],[ 2.90265487 79.09734513] ; [ 1.09734513 29.90265487],0
n5,1,0.309527,1.032695,[50 31] ; [23  9],[52.32743363 28.67256637] ; [20.67256637 11.32743363],0
b1,1,0.34441,0.893946,[33 49] ; [16 16],[35.24561404 46.75438596] ; [13.75438596 18.24561404],0
v4,1,0.362732,0.828412,[65 16] ; [28  4],[66.66371681 14.33628319] ; [26.33628319  5.66371681],0
a7,1,0.371137,0.799855,[38 43] ; [18 14],[40.14159292 40.85840708] ; [15.85840708 16.14159292],0
p7,1,0.387232,0.747616,[29 51] ; [14 17],[30.99099099 49.00900901] ; [12.00900901 18.99099099],0
a1,1,0.402163,0.70185,[ 6 76] ; [ 1 31],[ 5.03508772 76.96491228] ; [ 1.96491228 30.03508772],0
r3,1,0.41584,0.662042,[62 18] ; [27  5],[63.57142857 16.42857143] ; [25.42857143  6.57142857],0
a4,1,0.44257,0.589609,[12 69] ; [ 3 29],[10.75221239 70.24778761] ; [ 4.24778761 27.75221239],0
n1,1,0.475263,0.509713,[10 20] ; [5 6],[10.97560976 19.02439024] ; [4.02439024 6.97560976],0
d4,1,0.514851,0.424196,[38 44] ; [17 15],[39.56140351 42.43859649] ; [15.43859649 16.56140351],0
n2,1,0.72402,0.124674,[23  7] ; [9 2],[23.41463415  6.58536585] ; [8.58536585 2.41463415],0
a8,1,0.748538,0.102764,[ 8 69] ; [ 4 28],[ 8.47706422 68.52293578] ; [ 3.52293578 28.47706422],0
a6,1,0.764253,0.08994,[41 41] ; [17 15],[41.71929825 40.28070175] ; [16.28070175 15.71929825],0
b5,1,0.764253,0.08994,[41 41] ; [15 17],[40.28070175 41.71929825] ; [15.71929825 16.28070175],0
d3,1,0.863578,0.029523,[27 55] ; [10 22],[26.61403509 55.38596491] ; [10.38596491 21.61403509],0
u1,1,0.88936,0.019353,[ 3 79] ; [ 1 31],[ 2.87719298 79.12280702] ; [ 1.12280702 30.87719298],0
n3,1,0.927151,0.008359,[18 11] ; [7 4],[18.125 10.875] ; [6.875 4.125],0
d2,1,0.954865,0.003203,[15 67] ; [ 6 26],[15.10526316 66.89473684] ; [ 5.89473684 26.10526316],0
