Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,182.155914,[  6 125] ; [423 192],[75.33378016 55.66621984] ; [353.66621984 261.33378016],1
n3,1,0.023634,5.121286,[27  3] ; [95 41],[22.04819277  7.95180723] ; [99.95180723 36.04819277],0
s6,1,0.028114,4.821036,[70 60] ; [388 217],[81.00680272 48.99319728] ; [376.99319728 228.00680272],0
s7,1,0.029153,4.758571,[45 77] ; [280 307],[55.92383639 66.07616361] ; [269.07616361 317.92383639],0
a6,1,0.031801,4.609219,[78 53] ; [425 189],[88.44697987 42.55302013] ; [414.55302013 199.44697987],0
b4,1,0.037371,4.333414,[65 66] ; [366 249],[75.6849866 55.3150134] ; [355.3150134 259.6849866],0
p9,1,0.043354,4.081559,[99 30] ; [509  96],[106.85558583  22.14441417] ; [501.14441417 103.85558583],0
p1,1,0.044471,4.038606,[ 16 114] ; [ 43 567],[ 10.36486486 119.63513514] ; [ 48.63513514 561.36486486],0
a1,1,0.05232,3.765491,[  2 129] ; [ 34 581],[  6.32171582 124.67828418] ; [ 29.67828418 585.32171582],0
s8,1,0.063155,3.452523,[46 85] ; [269 343],[55.53835801 75.46164199] ; [259.46164199 352.53835801],0
p10,1,0.064966,3.405835,[92 34] ; [487 119],[99.66393443 26.33606557] ; [479.33606557 126.66393443],0
u3,1,0.066438,3.368902,[30 35] ; [93 63],[36.17647059 28.82352941] ; [86.82352941 69.17647059],0
v3,1,0.074145,3.188792,[43 85] ; [247 339],[51.98879552 76.01120448] ; [238.01120448 347.98879552],0
p2,1,0.079103,3.083241,[101  29] ; [512  97],[107.83491204  22.16508796] ; [505.16508796 103.83491204],0
n6,1,0.14226,2.153341,[103  28] ; [512  98],[108.72469636  22.27530364] ; [506.27530364 103.72469636],0
p12,1,0.157254,2.000436,[  6 124] ; [ 50 557],[  9.87788331 120.12211669] ; [ 46.12211669 560.87788331],0
u4,1,0.175398,1.836194,[  1 130] ; [ 17 598],[  3.16085791 127.83914209] ; [ 14.83914209 600.16085791],0
p11,1,0.221242,1.496294,[99 32] ; [494 121],[104.13270777  26.86729223] ; [488.86729223 126.13270777],0
p8,1,0.232497,1.425519,[59 69] ; [314 291],[65.13506139 62.86493861] ; [307.86493861 297.13506139],0
p4,1,0.237834,1.393385,[70 61] ; [359 249],[76.0473613 54.9526387] ; [352.9526387 255.0473613],0
b1,1,0.252858,1.307444,[56 75] ; [230 385],[50.22252011 80.77747989] ; [235.77747989 379.22252011],0
s3,1,0.271059,1.211381,[63 68] ; [323 282],[68.70380435 62.29619565] ; [317.29619565 287.70380435],0
r4,1,0.276316,1.18512,[116  15] ; [563  52],[119.23458445  11.76541555] ; [559.76541555  55.23458445],0
n2,1,0.300863,1.070364,[25  6] ; [98 39],[22.69642857  8.30357143] ; [100.30357143  36.69642857],0
s1,1,0.319138,0.992476,[  6 122] ; [ 18 589],[  4.17959184 123.82040816] ; [ 19.82040816 587.17959184],0
p7,1,0.51298,0.427984,[76 51] ; [377 222],[79.24380165 47.75619835] ; [373.75619835 225.24380165],0
p6,1,0.621728,0.243447,[42 87] ; [209 391],[44.41563786 84.58436214] ; [206.58436214 393.41563786],0
p3,1,0.659245,0.194443,[60 70] ; [295 316],[62.28070175 67.71929825] ; [292.71929825 318.28070175],0
p5,1,0.676665,0.173904,[ 13 116] ; [ 69 539],[ 14.35278155 114.64721845] ; [ 67.64721845 540.35278155],0
v4,1,0.68234,0.167503,[123   6] ; [579  34],[122.0458221   6.9541779] ; [579.9541779  33.0458221],0
n1,1,0.702871,0.145503,[10 20] ; [50 85],[10.90909091 19.09090909] ; [49.09090909 85.90909091],0
a8,1,0.78959,0.071205,[ 20 100] ; [ 88 473],[ 19.030837 100.969163] ; [ 88.969163 472.030837],0
n5,1,0.858932,0.031589,[94 36] ; [445 164],[94.8173207 35.1826793] ; [444.1826793 164.8173207],0
b5,1,0.948344,0.004197,[79 52] ; [369 246],[78.67024129 52.32975871] ; [369.32975871 245.67024129],0
