Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,182.155914,[  6 125] ; [423 192],[75.33378016 55.66621984] ; [353.66621984 261.33378016],1
d3,1,0.0,111.283896,[35 95] ; [461 154],[86.55033557 43.44966443] ; [409.44966443 205.55033557],1
d5,1,0.0,108.451115,[63 68] ; [539  76],[105.71313673  25.28686327] ; [496.28686327 118.71313673],1
d2,1,0.0,37.676332,[ 31 100] ; [326 287],[62.85887097 68.14112903] ; [294.14112903 318.85887097],1
a3,1,0.0,30.060478,[66 65] ; [456 156],[92.03499327 38.96500673] ; [429.96500673 182.03499327],1
a4,1,0.0,25.521237,[31 99] ; [295 319],[56.96236559 73.03763441] ; [269.03763441 344.96236559],1
a5,1,1e-06,24.582454,[72 59] ; [469 146],[95.00134048 35.99865952] ; [445.99865952 169.00134048],1
u1,1,1e-06,23.262974,[  3 128] ; [120 495],[ 21.59919571 109.40080429] ; [101.40080429 513.59919571],1
a2,1,3.2e-05,17.296237,[ 12 119] ; [160 455],[ 30.20375335 100.79624665] ; [141.79624665 473.20375335],1
s2,1,0.00017,14.132169,[41 90] ; [301 309],[60.46153846 70.53846154] ; [281.53846154 328.46153846],1
r1,1,0.000562,11.898738,[89 40] ; [504 108],[103.23481781  25.76518219] ; [489.76518219 122.23481781],1
a7,1,0.003032,8.788078,[81 50] ; [458 156],[94.77718121 36.22281879] ; [444.22281879 169.77718121],0
n4,1,0.004694,7.99379,[88 42] ; [486 128],[100.29569892  29.70430108] ; [473.70430108 140.29569892],0
r2,1,0.011111,6.447514,[116  14] ; [576  30],[122.22826087   7.77173913] ; [569.77173913  36.22826087],0
b2,1,0.011904,6.325047,[21 57] ; [160 219],[30.89277899 47.10722101] ; [150.10722101 228.89277899],0
b3,1,0.011904,6.325047,[21 57] ; [160 219],[30.89277899 47.10722101] ; [150.10722101 228.89277899],0
u2,1,0.013985,6.039992,[29 36] ; [97 58],[37.22727273 27.77272727] ; [88.77272727 66.22727273],0
s5,1,0.016433,5.755889,[ 26 102] ; [184 411],[37.17842324 90.82157676] ; [172.82157676 422.17842324],0
v2,1,0.018231,5.573831,[61 63] ; [358 232],[72.767507 51.232493] ; [346.232493 243.767507],0
v1,1,0.022886,5.177107,[57 70] ; [333 262],[68.60110803 58.39889197] ; [321.39889197 273.60110803],0
