Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,113.795997,[303  67] ; [ 54 103],[250.64516129 119.35483871] ; [106.35483871  50.64516129],1
n6,1,0.0,34.418528,[324  47] ; [104  55],[299.6  71.4] ; [128.4  30.6],1
a5,1,1.2e-05,19.113858,[278  95] ; [88 71],[256.61278195 116.38721805] ; [109.38721805  49.61278195],1
p10,1,1.4e-05,18.851837,[302  67] ; [101  56],[282.71292776  86.28707224] ; [120.28707224  36.71292776],1
r1,1,1.6e-05,18.654045,[302  69] ; [101  57],[282.63327032  88.36672968] ; [120.36672968  37.63327032],1
s7,1,2.2e-05,17.984762,[171 188] ; [ 42 111],[149.34960938 209.65039062] ; [63.65039062 89.34960938],1
p11,1,5.6e-05,16.241247,[306  67] ; [105  54],[288.16353383  84.83646617] ; [122.83646617  36.16353383],1
p4,1,0.000143,14.461849,[224 147] ; [67 91],[204.08506616 166.91493384] ; [86.91493384 71.08506616],1
p9,1,0.000234,13.538382,[314  55] ; [112  45],[298.84790875  70.15209125] ; [127.15209125  29.84790875],1
p2,1,0.000385,12.602533,[316  54] ; [115  44],[301.45557656  68.54442344] ; [129.54442344  29.45557656],1
r4,1,0.00071,11.462003,[341  32] ; [129  30],[329.53007519  43.46992481] ; [140.46992481  18.53007519],1
a3,1,0.000777,11.296424,[264 109] ; [88 70],[247.26177024 125.73822976] ; [104.73822976  53.26177024],1
a2,1,0.001443,10.150187,[ 90 283] ; [ 19 140],[ 76.42293233 296.57706767] ; [ 32.57706767 126.42293233],0
a8,1,0.001552,10.015886,[ 57 288] ; [  9 141],[ 46. 299.] ; [ 20. 130.],0
d5,1,0.001951,9.595079,[305  68] ; [110  48],[291.51600753  81.48399247] ; [123.48399247  34.51600753],0
u1,1,0.002059,9.495959,[ 70 303] ; [ 13 146],[ 58.19360902 314.80639098] ; [ 24.80639098 134.19360902],0
r2,1,0.002802,8.932068,[347  19] ; [138  20],[338.75954198  27.24045802] ; [146.24045802  11.75954198],0
p3,1,0.003157,8.714653,[176 195] ; [ 53 105],[160.60302457 210.39697543] ; [68.39697543 89.60302457],0
a4,1,0.00422,8.186827,[169 203] ; [ 51 108],[154.12429379 217.87570621] ; [65.87570621 93.12429379],0
s6,1,0.010447,6.557103,[248 118] ; [88 69],[235.13575526 130.86424474] ; [100.86424474  56.13575526],0
p5,1,0.011774,6.34462,[ 35 335] ; [  5 154],[ 27.97731569 342.02268431] ; [ 12.02268431 146.97731569],0
d4,1,0.013016,6.166947,[307  66] ; [115  43],[296.43314501  76.56685499] ; [125.56685499  32.43314501],0
p12,1,0.013781,6.065965,[ 23 345] ; [  2 156],[ 17.4904943 350.5095057] ; [  7.5095057 150.4904943],0
v1,1,0.015984,5.804663,[170 191] ; [ 56 101],[157.5019305 203.4980695] ; [68.4980695 88.5019305],0
p6,1,0.020253,5.389928,[140 227] ; [ 43 113],[128.41491396 238.58508604] ; [ 54.58508604 101.41491396],0
p8,1,0.025961,4.958638,[188 180] ; [64 94],[176.30418251 191.69581749] ; [75.69581749 82.30418251],0
s8,1,0.02997,4.710985,[148 225] ; [ 47 111],[136.97740113 236.02259887] ; [58.02259887 99.97740113],0
d1,1,0.030833,4.662256,[207 166] ; [72 87],[195.61466165 177.38533835] ; [83.38533835 75.61466165],0
p7,1,0.047769,3.918095,[229 137] ; [82 72],[218.89615385 147.10384615] ; [92.10384615 61.89615385],0
d2,1,0.050485,3.825271,[177 195] ; [61 98],[166.73446328 205.26553672] ; [71.26553672 87.73446328],0
n1,1,0.05558,3.664587,[34 44] ; [16 42],[28.67647059 49.32352941] ; [21.32352941 36.67647059],0
s3,1,0.059442,3.552891,[208 165] ; [74 84],[198.09039548 174.90960452] ; [83.90960452 74.09039548],0
b2,1,0.060376,3.527019,[ 86 141] ; [21 59],[ 79.11726384 147.88273616] ; [27.88273616 52.11726384],0
b3,1,0.060376,3.527019,[ 86 141] ; [21 59],[ 79.11726384 147.88273616] ; [27.88273616 52.11726384],0
s4,1,0.087911,2.912218,[ 64 302] ; [ 38 121],[ 71.10857143 294.89142857] ; [ 30.89142857 128.10857143],0
v4,1,0.169144,1.890515,[350  21] ; [143  14],[346.40719697  24.59280303] ; [146.59280303  10.40719697],0
