Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,53.230571,[153   7] ; [2 6],[147.61904762  12.38095238] ; [7.38095238 0.61904762],1
v4,1,0.000818,11.2,[156   4] ; [6 2],[154.28571429   5.71428571] ; [7.71428571 0.28571429],1
d1,1,0.00422,8.186631,[101  59] ; [1 7],[97.14285714 62.85714286] ; [4.85714286 3.14285714],0
a3,1,0.007,7.272987,[126  34] ; [3 5],[122.85714286  37.14285714] ; [6.14285714 1.85714286],0
r1,1,0.013001,6.168931,[133  25] ; [4 4],[130.39759036  27.60240964] ; [6.60240964 1.39759036],0
a4,1,0.022687,5.192337,[86 74] ; [1 7],[82.85714286 77.14285714] ; [4.14285714 3.85714286],0
s2,1,0.024229,5.078154,[117  41] ; [3 5],[114.21686747  43.78313253] ; [5.78313253 2.21686747],0
d5,1,0.02846,4.8,[142  18] ; [5 3],[140.  20.] ; [7. 1.],0
s3,1,0.02887,4.775371,[115  42] ; [3 5],[112.27878788  44.72121212] ; [5.72121212 2.27878788],0
a6,1,0.053552,3.726596,[112  48] ; [3 5],[109.52380952  50.47619048] ; [5.47619048 2.52380952],0
a5,1,0.065951,3.381038,[125  35] ; [4 4],[122.85714286  37.14285714] ; [6.14285714 1.85714286],0
p3,1,0.070334,3.275213,[72 88] ; [1 7],[69.52380952 90.47619048] ; [3.47619048 4.52380952],0
b5,1,0.155026,2.022085,[117  43] ; [4 4],[115.23809524  44.76190476] ; [5.76190476 2.23809524],0
r3,1,0.163187,1.944444,[155   5] ; [7 1],[154.28571429   5.71428571] ; [7.71428571 0.28571429],0
v2,1,0.185102,1.756174,[91 58] ; [3 5],[89.21019108 59.78980892] ; [4.78980892 3.21019108],0
u3,1,0.247782,1.335769,[28  6] ; [3 2],[27.02564103  6.97435897] ; [3.97435897 1.02564103],0
p11,1,0.260336,1.266968,[110  50] ; [7 1],[111.42857143  48.57142857] ; [5.57142857 2.42857143],0
v3,1,0.275565,1.188831,[63 84] ; [5 3],[64.49032258 82.50967742] ; [3.50967742 4.49032258],0
v1,1,0.305387,1.05052,[84 66] ; [3 5],[82.59493671 67.40506329] ; [4.40506329 3.59493671],0
b4,1,0.327187,0.96,[92 68] ; [6 2],[93.33333333 66.66666667] ; [4.66666667 3.33333333],0
b1,1,0.327187,0.96,[68 92] ; [2 6],[66.66666667 93.33333333] ; [3.33333333 4.66666667],0
u1,1,0.333439,0.935495,[ 45 115] ; [1 7],[ 43.80952381 116.19047619] ; [2.19047619 5.80952381],0
s7,1,0.35465,0.856749,[116  35] ; [5 3],[114.91194969  36.08805031] ; [6.08805031 1.91194969],0
d3,1,0.40931,0.680803,[103  57] ; [4 4],[101.9047619  58.0952381] ; [5.0952381 2.9047619],0
s6,1,0.420414,0.649157,[135  23] ; [6 2],[134.20481928  23.79518072] ; [6.79518072 1.20481928],0
n3,1,0.492281,0.471536,[32 11] ; [3 2],[31.35416667 11.64583333] ; [3.64583333 1.35416667],0
n1,1,0.531745,0.391056,[19 23] ; [3 2],[19.65957447 22.34042553] ; [2.34042553 2.65957447],0
n5,1,0.554401,0.349491,[114  44] ; [5 3],[113.26506024  44.73493976] ; [5.73493976 2.26506024],0
p4,1,0.580241,0.305846,[84 76] ; [5 3],[84.76190476 75.23809524] ; [4.23809524 3.76190476],0
p7,1,0.581537,0.303756,[75 83] ; [3 5],[74.24096386 83.75903614] ; [3.75903614 4.24096386],0
p1,1,0.605487,0.266799,[ 12 148] ; [1 7],[ 12.38095238 147.61904762] ; [0.61904762 7.38095238],0
n2,1,0.630765,0.231025,[31 13] ; [3 2],[30.53061224 13.46938776] ; [3.46938776 1.53061224],0
b2,1,0.688362,0.160865,[48 72] ; [2 2],[48.38709677 71.61290323] ; [1.61290323 2.38709677],0
b3,1,0.688362,0.160865,[48 72] ; [2 2],[48.38709677 71.61290323] ; [1.61290323 2.38709677],0
d4,1,0.695943,0.152727,[129  31] ; [6 2],[128.57142857  31.42857143] ; [6.42857143 1.57142857],0
u2,1,0.730731,0.118442,[24  9] ; [4 1],[24.31578947  8.68421053] ; [3.68421053 1.31578947],0
p6,1,0.735605,0.114027,[ 49 111] ; [2 6],[ 48.57142857 111.42857143] ; [2.42857143 5.57142857],0
n4,1,0.745508,0.105344,[126  32] ; [6 2],[125.63855422  32.36144578] ; [6.36144578 1.63855422],0
a7,1,0.76276,0.091119,[112  48] ; [6 2],[112.38095238  47.61904762] ; [5.61904762 2.38095238],0
p2,1,0.76276,0.091119,[112  48] ; [6 2],[112.38095238  47.61904762] ; [5.61904762 2.38095238],0
n6,1,0.806178,0.060201,[134  25] ; [7 1],[134.24550898  24.75449102] ; [6.75449102 1.24550898],0
p9,1,0.909442,0.012937,[136  22] ; [7 1],[136.10843373  21.89156627] ; [6.89156627 1.10843373],0
s5,1,0.977349,0.000806,[57 93] ; [3 5],[56.96202532 93.03797468] ; [3.03797468 4.96202532],0
