Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.001953,9.593001,[26 70] ; [15 10],[32.52892562 63.47107438] ; [ 8.47107438 16.52892562],0
b3,1,0.002468,9.164491,[10 45] ; [9 7],[14.71830986 40.28169014] ; [ 4.28169014 11.71830986],0
b2,1,0.002468,9.164491,[10 45] ; [9 7],[14.71830986 40.28169014] ; [ 4.28169014 11.71830986],0
v1,1,0.004236,8.179859,[36 58] ; [17  7],[42.22033898 51.77966102] ; [10.77966102 13.22033898],0
s4,1,0.006908,7.296657,[10 86] ; [ 8 17],[14.28099174 81.71900826] ; [ 3.71900826 21.28099174],0
s7,1,0.011407,6.400745,[25 63] ; [13 10],[30.12612613 57.87387387] ; [ 7.87387387 15.12612613],0
s6,1,0.015577,5.850014,[47 49] ; [19  6],[52.36363636 43.63636364] ; [13.63636364 11.36363636],0
s2,1,0.020638,5.357143,[35 61] ; [15  9],[40. 56.] ; [10. 14.],0
p5,1,0.023338,5.143206,[ 2 93] ; [ 3 21],[ 3.99159664 91.00840336] ; [ 1.00840336 22.99159664],0
p6,1,0.031786,4.610001,[17 76] ; [ 9 14],[20.84482759 72.15517241] ; [ 5.15517241 17.84482759],0
p12,1,0.042059,4.132844,[ 1 94] ; [ 2 22],[ 2.39495798 92.60504202] ; [ 0.60504202 23.39495798],0
a1,1,0.046264,3.97195,[ 1 95] ; [ 2 23],[ 2.38016529 93.61983471] ; [ 0.61983471 24.38016529],0
s3,1,0.049362,3.863006,[46 49] ; [17  7],[50.29411765 44.70588235] ; [12.70588235 11.29411765],0
p3,1,0.064078,3.428571,[36 60] ; [14 10],[40. 56.] ; [10. 14.],0
a6,1,0.086018,2.947368,[70 25] ; [14 11],[66.5 28.5] ; [17.5  7.5],0
p9,1,0.087485,2.920055,[62 33] ; [20  4],[65.46218487 29.53781513] ; [16.53781513  7.46218487],0
d4,1,0.106555,2.604593,[73 21] ; [23  2],[75.83193277 18.16806723] ; [20.16806723  4.83193277],0
p1,1,0.119044,2.429856,[ 6 89] ; [ 4 21],[ 7.91666667 87.08333333] ; [ 2.08333333 22.91666667],0
a7,1,0.127687,2.320398,[69 27] ; [14 11],[65.85123967 30.14876033] ; [17.14876033  7.85123967],0
n1,1,0.228612,1.449474,[ 9 15] ; [6 4],[10.58823529 13.41176471] ; [4.41176471 5.58823529],0
n4,1,0.242357,1.366829,[51 45] ; [10 15],[48.39669421 47.60330579] ; [12.60330579 12.39669421],0
n2,1,0.251943,1.3125,[18  7] ; [9 1],[19.28571429  5.71428571] ; [7.71428571 2.28571429],0
a3,1,0.279764,1.168235,[62 34] ; [19  6],[64.26446281 31.73553719] ; [16.73553719  8.26446281],0
a4,1,0.285801,1.139299,[38 58] ; [ 7 18],[35.70247934 60.29752066] ; [ 9.29752066 15.70247934],0
p10,1,0.328139,0.956229,[57 38] ; [17  7],[59.07563025 35.92436975] ; [14.92436975  9.07563025],0
p11,1,0.407451,0.686227,[66 30] ; [15 10],[64.26446281 31.73553719] ; [16.73553719  8.26446281],0
d1,1,0.416198,0.661026,[45 51] ; [14 11],[46.80991736 49.19008264] ; [12.19008264 12.80991736],0
v4,1,0.446947,0.578382,[90  4] ; [23  2],[89.2605042  4.7394958] ; [23.7394958  1.2605042],0
p7,1,0.45428,0.559951,[48 44] ; [14  9],[49.6 42.4] ; [12.4 10.6],0
p8,1,0.485997,0.485377,[40 55] ; [12 12],[41.51260504 53.48739496] ; [10.48739496 13.51260504],0
b5,1,0.488987,0.478754,[61 35] ; [14 11],[59.50413223 36.49586777] ; [15.49586777  9.50413223],0
r1,1,0.490153,0.47619,[85 11] ; [20  4],[84. 12.] ; [21.  3.],0
p4,1,0.491515,0.473208,[44 51] ; [13 11],[45.50420168 49.49579832] ; [11.49579832 12.50420168],0
u2,1,0.494739,0.466204,[23 10] ; [5 1],[23.69230769  9.30769231] ; [4.30769231 1.69230769],0
n5,1,0.554041,0.350128,[40 54] ; [ 9 16],[38.70588235 55.29411765] ; [10.29411765 14.70588235],0
v3,1,0.573631,0.316645,[28 59] ; [ 6 17],[26.89090909 60.10909091] ; [ 7.10909091 15.89090909],0
d2,1,0.577912,0.309623,[36 59] ; [11 14],[37.20833333 57.79166667] ; [ 9.79166667 15.20833333],0
b4,1,0.673723,0.177278,[57 39] ; [16  9],[57.91735537 38.08264463] ; [15.08264463  9.91735537],0
u3,1,0.685372,0.164141,[25  8] ; [5 1],[25.38461538  7.61538462] ; [4.61538462 1.38461538],0
d5,1,0.736545,0.113186,[73 22] ; [20  5],[73.625 21.375] ; [19.375  5.625],0
p2,1,0.746128,0.104814,[73 23] ; [19  5],[73.6 22.4] ; [18.4  5.6],0
a2,1,0.750832,0.100833,[18 78] ; [ 4 21],[17.45454545 78.54545455] ; [ 4.54545455 20.45454545],0
a8,1,0.758228,0.094746,[ 9 77] ; [ 2 22],[ 8.6 77.4] ; [ 2.4 21.6],0
