Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.00585,7.595897,[ 1 14] ; [7 6],[ 4.28571429 10.71428571] ; [3.71428571 9.28571429],0
s2,1,0.013711,6.075,[8 7] ; [ 1 11],[ 5. 10.] ; [4. 8.],0
n5,1,0.036613,4.368319,[7 8] ; [11  2],[9.64285714 5.35714286] ; [8.35714286 4.64285714],0
u3,1,0.057224,3.616071,[5 3] ; [1 6],[3.2 4.8] ; [2.8 4.2],0
a6,1,0.062942,3.45812,[11  4] ; [5 8],[8.57142857 6.42857143] ; [7.42857143 5.57142857],0
v2,1,0.084978,2.967033,[ 5 10] ; [8 4],[7.22222222 7.77777778] ; [5.77777778 6.22222222],0
s8,1,0.102069,2.672919,[8 7] ; [ 3 10],[5.89285714 9.10714286] ; [5.10714286 7.89285714],0
p7,1,0.125661,2.345299,[13  2] ; [8 5],[11.25  3.75] ; [9.75 3.25],0
n1,1,0.133614,2.25,[2 1] ; [1 5],[1. 2.] ; [2. 4.],0
a5,1,0.141929,2.156918,[11  4] ; [6 7],[9.10714286 5.89285714] ; [7.89285714 5.10714286],0
p12,1,0.191071,1.709342,[ 4 11] ; [ 1 12],[ 2.67857143 12.32142857] ; [ 2.32142857 10.67857143],0
n6,1,0.193868,1.687977,[8 7] ; [10  3],[9.64285714 5.35714286] ; [8.35714286 4.64285714],0
r3,1,0.215869,1.531624,[14  1] ; [10  3],[12.85714286  2.14285714] ; [11.14285714  1.85714286],0
r4,1,0.228871,1.447863,[8 7] ; [4 9],[6.42857143 8.57142857] ; [5.57142857 7.42857143],0
b5,1,0.274006,1.196581,[10  5] ; [6 7],[8.57142857 6.42857143] ; [7.42857143 5.57142857],0
b1,1,0.338939,0.91444,[9 6] ; [10  3],[10.17857143  4.82142857] ; [8.82142857 4.17857143],0
p6,1,0.39033,0.737913,[7 8] ; [4 9],[5.89285714 9.10714286] ; [5.10714286 7.89285714],0
s7,1,0.420345,0.649351,[6 8] ; [3 8],[5.04 8.96] ; [3.96 7.04],0
d3,1,0.46376,0.536805,[9 6] ; [6 7],[8.03571429 6.96428571] ; [6.96428571 6.03571429],0
p5,1,0.468084,0.526496,[ 4 11] ; [ 2 11],[ 3.21428571 11.78571429] ; [ 2.78571429 10.21428571],0
s5,1,0.468084,0.526496,[ 4 11] ; [ 2 11],[ 3.21428571 11.78571429] ; [ 2.78571429 10.21428571],0
v1,1,0.488462,0.479912,[ 5 10] ; [6 7],[5.89285714 9.10714286] ; [5.10714286 7.89285714],0
d4,1,0.5051,0.444205,[11  4] ; [8 5],[10.17857143  4.82142857] ; [8.82142857 4.17857143],0
d1,1,0.511612,0.430769,[ 3 12] ; [4 9],[ 3.75 11.25] ; [3.25 9.75],0
p9,1,0.534561,0.385714,[11  4] ; [10  2],[11.66666667  3.33333333] ; [9.33333333 2.66666667],0
v4,1,0.549076,0.358974,[10  5] ; [10  3],[10.71428571  4.28571429] ; [9.28571429 3.71428571],0
n2,1,0.57075,0.321429,[2 1] ; [5 1],[2.33333333 0.66666667] ; [4.66666667 1.33333333],0
b3,1,0.633553,0.227273,[2 7] ; [2 4],[2.4 6.6] ; [1.6 4.4],0
b2,1,0.633553,0.227273,[2 7] ; [2 4],[2.4 6.6] ; [1.6 4.4],0
b4,1,0.66171,0.191453,[7 8] ; [5 8],[6.42857143 8.57142857] ; [5.57142857 7.42857143],0
d5,1,0.66171,0.191453,[8 7] ; [8 5],[8.57142857 6.42857143] ; [7.42857143 5.57142857],0
a7,1,0.704738,0.14359,[7 8] ; [7 6],[7.5 7.5] ; [6.5 6.5],0
p3,1,0.704738,0.14359,[8 7] ; [6 7],[7.5 7.5] ; [6.5 6.5],0
r1,1,0.742787,0.107692,[6 9] ; [6 7],[6.42857143 8.57142857] ; [5.57142857 7.42857143],0
p2,1,0.750469,0.101137,[12  3] ; [11  2],[12.32142857  2.67857143] ; [10.67857143  2.32142857],0
p10,1,0.756158,0.096429,[12  3] ; [9 3],[11.66666667  3.33333333] ; [9.33333333 2.66666667],0
s4,1,0.810595,0.057436,[ 4 11] ; [4 9],[ 4.28571429 10.71428571] ; [3.71428571 9.28571429],0
p11,1,0.877059,0.023932,[13  2] ; [11  2],[12.85714286  2.14285714] ; [11.14285714  1.85714286],0
p4,1,0.884799,0.020993,[10  5] ; [9 4],[10.17857143  4.82142857] ; [8.82142857 4.17857143],0
d2,1,0.884799,0.020993,[ 5 10] ; [4 9],[ 4.82142857 10.17857143] ; [4.17857143 8.82142857],0
v3,1,0.884799,0.020993,[ 5 10] ; [4 9],[ 4.82142857 10.17857143] ; [4.17857143 8.82142857],0
s1,1,0.916299,0.011045,[ 1 14] ; [ 1 12],[ 1.07142857 13.92857143] ; [ 0.92857143 12.07142857],0
a3,1,0.978351,0.000736,[7 8] ; [6 7],[6.96428571 8.03571429] ; [6.03571429 6.96428571],0
n4,1,0.978351,0.000736,[8 7] ; [7 6],[8.03571429 6.96428571] ; [6.96428571 6.03571429],0
n3,1,1.0,0.0,[2 1] ; [4 2],[2. 1.] ; [4. 2.],0
