Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,190.17098,[33 91] ; [355  45],[91.81679389 32.18320611] ; [296.18320611 103.81679389],1
p2,1,0.0,71.584932,[59 66] ; [337  62],[94.46564885 30.53435115] ; [301.53435115  97.46564885],1
p11,1,0.0,57.597562,[60 65] ; [330  72],[92.50474383 32.49525617] ; [297.49525617 104.50474383],1
v4,1,0.0,31.113321,[96 27] ; [376  21],[111.64615385  11.35384615] ; [360.35384615  36.64615385],1
r4,1,0.0,27.673732,[84 41] ; [352  50],[103.41555977  21.58444023] ; [332.58444023  69.41555977],1
s6,1,3e-06,21.673506,[46 79] ; [241 157],[68.59464627 56.40535373] ; [218.40535373 179.59464627],1
r3,1,3e-06,21.55485,[98 25] ; [375  25],[111.24091778  11.75908222] ; [361.75908222  38.24091778],1
p8,1,1.4e-05,18.805031,[30 94] ; [184 215],[50.73804971 73.26195029] ; [163.26195029 235.73804971],1
s8,1,2.2e-05,17.986001,[ 23 102] ; [156 244],[42.61904762 82.38095238] ; [136.38095238 263.61904762],1
n6,1,3.2e-05,17.278445,[76 47] ; [319  79],[93.25335893 29.74664107] ; [301.74664107  96.25335893],1
v1,1,5.2e-05,16.371385,[38 87] ; [196 187],[57.57874016 67.42125984] ; [176.42125984 206.57874016],1
b1,1,5.9e-05,16.133932,[68 57] ; [138 264],[48.86148008 76.13851992] ; [157.13851992 244.86148008],1
p3,1,0.000184,13.990023,[30 94] ; [172 229],[47.71047619 76.28952381] ; [154.28952381 246.71047619],1
s7,1,0.00043,12.398535,[28 90] ; [160 224],[44.19123506 73.80876494] ; [143.80876494 240.19123506],1
n5,1,0.000877,11.070715,[71 53] ; [290 107],[85.9193858 38.0806142] ; [275.0806142 121.9193858],1
p4,1,0.000999,10.828659,[41 82] ; [201 199],[56.91395793 66.08604207] ; [185.08604207 214.91395793],1
s2,1,0.002241,9.340912,[34 90] ; [171 229],[48.51145038 75.48854962] ; [156.48854962 243.51145038],0
p7,1,0.003584,8.483484,[46 76] ; [208 186],[60.05426357 61.94573643] ; [193.94573643 200.05426357],0
s3,1,0.004009,8.279728,[46 78] ; [205 190],[59.96917148 64.03082852] ; [191.03082852 203.96917148],0
v2,1,0.004976,7.888059,[49 71] ; [211 169],[62.4 57.6] ; [197.6 182.4],0
a7,1,0.009951,6.643668,[74 49] ; [291 111],[85.51428571 37.48571429] ; [279.48571429 122.51428571],0
p12,1,0.012365,6.257803,[  1 123] ; [ 26 375],[  6.37714286 117.62285714] ; [ 20.62285714 380.37714286],0
n3,1,0.013627,6.085789,[23 21] ; [67 24],[29.33333333 14.66666667] ; [60.66666667 30.33333333],0
s1,1,0.014489,5.977602,[  9 115] ; [ 10 385],[  4.53949904 119.46050096] ; [ 14.46050096 380.53949904],0
b5,1,0.016605,5.737629,[63 62] ; [251 151],[74.47817837 50.52182163] ; [239.52182163 162.47817837],0
r2,1,0.018263,5.570788,[105  18] ; [366  30],[111.62427746  11.37572254] ; [359.37572254  36.62427746],0
d3,1,0.020686,5.353082,[68 57] ; [264 137],[78.8973384 46.1026616] ; [253.1026616 147.8973384],0
s5,1,0.028751,4.782482,[ 21 104] ; [103 287],[30.09708738 94.90291262] ; [ 93.90291262 296.09708738],0
n2,1,0.038684,4.274689,[27 19] ; [69 22],[32.23357664 13.76642336] ; [63.76642336 27.23357664],0
a5,1,0.04979,3.848513,[79 46] ; [291 111],[87.76091082 37.23908918] ; [282.23908918 119.76091082],0
a8,1,0.052505,3.759595,[ 10 106] ; [ 58 309],[16.33126294 99.66873706] ; [ 51.66873706 315.33126294],0
p5,1,0.052833,3.749204,[  4 120] ; [ 33 362],[  8.84007707 115.15992293] ; [ 28.15992293 366.84007707],0
d1,1,0.068011,3.330375,[58 67] ; [224 178],[66.88804554 58.11195446] ; [215.11195446 186.88804554],0
a3,1,0.06933,3.298812,[75 49] ; [277 123],[83.29770992 40.70229008] ; [268.70229008 131.29770992],0
a1,1,0.075604,3.156966,[  9 116] ; [ 14 388],[  5.45540797 119.54459203] ; [ 17.54459203 384.45540797],0
d5,1,0.07781,3.110061,[89 36] ; [316  85],[96.24524715 28.75475285] ; [308.75475285  92.24524715],0
d4,1,0.078398,3.097806,[91 32] ; [326  75],[97.88358779 25.11641221] ; [319.11641221  81.88358779],0
n4,1,0.139163,2.187187,[82 42] ; [292 108],[88.50381679 35.49618321] ; [285.49618321 114.50381679],0
a4,1,0.141414,2.162503,[45 79] ; [175 225],[52.0610687 71.9389313] ; [167.9389313 232.0610687],0
b3,1,0.202082,1.627265,[22 55] ; [ 88 153],[26.63522013 50.36477987] ; [ 83.36477987 157.63522013],0
b2,1,0.202082,1.627265,[22 55] ; [ 88 153],[26.63522013 50.36477987] ; [ 83.36477987 157.63522013],0
u2,1,0.206959,1.59257,[22 26] ; [69 53],[25.69411765 22.30588235] ; [65.30588235 56.69411765],0
a6,1,0.219924,1.504866,[79 46] ; [277 124],[84.60076046 40.39923954] ; [271.39923954 129.60076046],0
b4,1,0.327609,0.958326,[78 47] ; [231 171],[73.29222011 51.70777989] ; [235.70777989 166.29222011],0
v3,1,0.339933,0.910685,[40 80] ; [145 235],[44.4 75.6] ; [140.6 239.4],0
a2,1,0.342699,0.900308,[ 23 102] ; [ 90 312],[26.80265655 98.19734345] ; [ 86.19734345 315.80265655],0
d2,1,0.398159,0.713878,[61 62] ; [181 219],[56.91395793 66.08604207] ; [185.08604207 214.91395793],0
u1,1,0.49253,0.470994,[ 15 110] ; [ 58 344],[ 17.31499051 107.68500949] ; [ 55.68500949 346.31499051],0
p1,1,0.537055,0.381025,[  7 117] ; [ 29 371],[  8.51908397 115.48091603] ; [ 27.48091603 372.51908397],0
