Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.001693,9.85598,[495  18] ; [6 2],[493.30710173  19.69289827] ; [7.69289827 0.30710173],0
p1,1,0.004024,8.272937,[ 43 469] ; [3 5],[ 45.29230769 466.70769231] ; [0.70769231 7.29230769],0
a1,1,0.01821,5.57579,[ 28 487] ; [2 6],[ 29.54110899 485.45889101] ; [0.45889101 7.54110899],0
s6,1,0.127122,2.327304,[351 153] ; [3 4],[349.15068493 154.84931507] ; [4.84931507 2.15068493],0
v2,1,0.16885,1.893121,[304 191] ; [3 5],[302.11729622 192.88270378] ; [4.88270378 3.11729622],0
r3,1,0.178974,1.806125,[494  18] ; [7 1],[493.29230769  18.70769231] ; [7.70769231 0.29230769],0
a8,1,0.19171,1.704424,[ 56 404] ; [2 5],[ 57.13062099 402.86937901] ; [0.86937901 6.13062099],0
b4,1,0.193818,1.688356,[310 205] ; [3 5],[308.21223709 206.78776291] ; [4.78776291 3.21223709],0
v1,1,0.277618,1.178712,[284 217] ; [3 5],[282.4891945 218.5108055] ; [4.5108055 3.4891945],0
v3,1,0.304235,1.055537,[210 277] ; [2 6],[208.57373737 278.42626263] ; [3.42626263 4.57373737],0
u1,1,0.332336,0.939774,[144 371] ; [1 7],[142.78202677 372.21797323] ; [2.21797323 5.78202677],0
s7,1,0.333124,0.936715,[261 231] ; [5 2],[262.26853707 229.73146293] ; [3.73146293 3.26853707],0
a4,1,0.346288,0.887013,[300 213] ; [6 2],[301.30134357 211.69865643] ; [4.69865643 3.30134357],0
a6,1,0.356879,0.848845,[375 139] ; [7 1],[376.14559387 137.85440613] ; [5.85440613 2.14559387],0
p9,1,0.365031,0.820512,[437  70] ; [6 2],[436.1184466  70.8815534] ; [6.8815534 1.1184466],0
r1,1,0.368419,0.808989,[441  71] ; [6 2],[440.12307692  71.87692308] ; [6.87692308 1.12307692],0
a2,1,0.390041,0.738815,[182 333] ; [4 4],[183.15487572 331.84512428] ; [2.84512428 5.15487572],0
b5,1,0.431242,0.619477,[316 199] ; [6 2],[317.07456979 197.92543021] ; [4.92543021 3.07456979],0
n5,1,0.439953,0.596404,[387 124] ; [7 1],[387.92678227 123.07321773] ; [6.07321773 1.92678227],0
a7,1,0.48574,0.485949,[397 118] ; [7 1],[397.82026769 117.17973231] ; [6.17973231 1.82026769],0
p10,1,0.545059,0.366244,[423  86] ; [6 2],[422.36170213  86.63829787] ; [6.63829787 1.36170213],0
p6,1,0.549467,0.358274,[199 304] ; [4 4],[199.82191781 303.17808219] ; [3.17808219 4.82191781],0
r4,1,0.565456,0.330345,[478  37] ; [7 1],[477.58126195  37.41873805] ; [7.41873805 0.58126195],0
s3,1,0.59923,0.276159,[299 206] ; [4 4],[298.2748538 206.7251462] ; [4.7251462 3.2748538],0
s5,1,0.606507,0.265293,[187 304] ; [2 5],[186.34337349 304.65662651] ; [2.65662651 4.34337349],0
p8,1,0.650969,0.20468,[274 229] ; [5 3],[274.63209393 228.36790607] ; [4.36790607 3.63209393],0
s2,1,0.700203,0.148261,[284 226] ; [5 3],[284.53667954 225.46332046] ; [4.46332046 3.53667954],0
b2,1,0.707768,0.140516,[133 192] ; [2 4],[132.55287009 192.44712991] ; [2.44712991 3.55287009],0
b3,1,0.707768,0.140516,[133 192] ; [2 4],[132.55287009 192.44712991] ; [2.44712991 3.55287009],0
s4,1,0.716773,0.131606,[ 88 418] ; [1 7],[ 87.61478599 418.38521401] ; [1.38521401 6.61478599],0
p2,1,0.731647,0.117605,[422  87] ; [7 1],[422.36170213  86.63829787] ; [6.63829787 1.36170213],0
n1,1,0.798014,0.065494,[48 70] ; [1 2],[47.78512397 70.21487603] ; [1.21487603 1.78512397],0
p11,1,0.81417,0.055248,[404 111] ; [6 2],[403.72848948 111.27151052] ; [6.27151052 1.72848948],0
p3,1,0.84843,0.036528,[274 238] ; [4 3],[274.2504817 237.7495183] ; [3.7495183 3.2504817],0
n6,1,0.884344,0.02116,[437  73] ; [7 1],[437.14285714  72.85714286] ; [6.85714286 1.14285714],0
p4,1,0.906179,0.013891,[329 181] ; [5 3],[328.84169884 181.15830116] ; [5.15830116 2.84169884],0
p7,1,0.92412,0.009072,[320 179] ; [5 3],[319.87179487 179.12820513] ; [5.12820513 2.87179487],0
p5,1,0.938185,0.006014,[ 59 449] ; [1 7],[ 59.06976744 448.93023256] ; [0.93023256 7.06976744],0
n3,1,0.941908,0.00531,[81 37] ; [2 1],[80.94214876 37.05785124] ; [2.05785124 0.94214876],0
s8,1,0.982438,0.000485,[257 253] ; [4 4],[256.96911197 253.03088803] ; [4.03088803 3.96911197],0
n2,1,0.983713,0.000417,[80 39] ; [2 1],[79.98360656 39.01639344] ; [2.01639344 0.98360656],0
b1,1,0.998877,2e-06,[193 322] ; [3 5],[193.00191205 321.99808795] ; [2.99808795 5.00191205],0
