Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.1e-05,19.308344,[36 29] ; [ 6 38],[25.04587156 39.95412844] ; [16.95412844 27.04587156],1
a1,1,0.213268,1.549105,[ 3 63] ; [ 5 42],[ 4.67256637 61.32743363] ; [ 3.32743363 43.67256637],0
d4,1,0.290042,1.119427,[37 28] ; [22 25],[34.24107143 30.75892857] ; [24.75892857 22.24107143],0
b1,1,0.313052,1.017757,[26 40] ; [23 24],[28.61946903 37.38053097] ; [20.38053097 26.61946903],0
r4,1,0.313359,1.016464,[48 18] ; [30 17],[45.55752212 20.44247788] ; [32.44247788 14.55752212],0
n6,1,0.360422,0.836422,[45 20] ; [28 18],[42.74774775 22.25225225] ; [30.25225225 15.74774775],0
b4,1,0.363767,0.824846,[38 28] ; [23 24],[35.62831858 30.37168142] ; [25.37168142 21.62831858],0
n3,1,0.382003,0.764247,[17  6] ; [11  7],[15.70731707  7.29268293] ; [12.29268293  5.70731707],0
s8,1,0.394724,0.724339,[14 52] ; [ 7 40],[12.26548673 53.73451327] ; [ 8.73451327 38.26548673],0
s4,1,0.394724,0.724339,[14 52] ; [ 7 40],[12.26548673 53.73451327] ; [ 8.73451327 38.26548673],0
n2,1,0.434089,0.611858,[16  7] ; [16  4],[17.11627907  5.88372093] ; [14.88372093  5.11627907],0
a2,1,0.470482,0.520843,[ 5 61] ; [ 2 45],[ 4.08849558 61.91150442] ; [ 2.91150442 44.08849558],0
r2,1,0.498643,0.457822,[55 11] ; [36 10],[53.625 12.375] ; [37.375  8.625],0
a8,1,0.533608,0.387517,[ 9 51] ; [ 5 41],[ 7.9245283 52.0754717] ; [ 6.0754717 39.9245283],0
v3,1,0.536517,0.382034,[13 52] ; [11 33],[14.31192661 50.68807339] ; [ 9.68807339 34.31192661],0
p11,1,0.545406,0.365613,[43 23] ; [28 19],[41.46902655 24.53097345] ; [29.53097345 17.46902655],0
b5,1,0.556289,0.34617,[36 30] ; [23 24],[34.46017699 31.53982301] ; [24.53982301 22.46017699],0
v1,1,0.587661,0.294012,[26 37] ; [17 30],[24.62727273 38.37272727] ; [18.37272727 28.62727273],0
r1,1,0.59686,0.279757,[42 24] ; [27 19],[40.66071429 25.33928571] ; [28.33928571 17.66071429],0
u3,1,0.599209,0.27619,[15 14] ; [13 16],[14. 15.] ; [14. 15.],0
s1,1,0.655551,0.198974,[ 3 61] ; [ 3 42],[ 3.52293578 60.47706422] ; [ 2.47706422 42.52293578],0
s5,1,0.665146,0.187333,[12 52] ; [ 7 38],[11.1559633 52.8440367] ; [ 7.8440367 37.1559633],0
d1,1,0.673148,0.177942,[ 4 62] ; [ 2 45],[ 3.50442478 62.49557522] ; [ 2.49557522 44.50442478],0
d2,1,0.71198,0.136307,[16 50] ; [10 37],[15.18584071 50.81415929] ; [10.81415929 36.18584071],0
a5,1,0.727927,0.121024,[26 40] ; [17 30],[25.11504425 40.88495575] ; [17.88495575 29.11504425],0
u1,1,0.728334,0.120647,[ 2 64] ; [ 2 45],[ 2.33628319 63.66371681] ; [ 1.66371681 45.33628319],0
u2,1,0.903437,0.014719,[13 15] ; [13 16],[12.77192982 15.22807018] ; [13.22807018 15.77192982],0
p3,1,0.942191,0.005259,[13 53] ; [ 9 38],[12.84955752 53.15044248] ; [ 9.15044248 37.84955752],0
