Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.1e-05,19.308344,[36 29] ; [ 6 38],[25.04587156 39.95412844] ; [16.95412844 27.04587156],1
p9,1,0.000172,14.11192,[51 15] ; [19 26],[41.62162162 24.37837838] ; [28.37837838 16.62162162],1
s3,1,0.017552,5.640358,[38 28] ; [16 30],[31.82142857 34.17857143] ; [22.17857143 23.82142857],0
v4,1,0.018173,5.579352,[58  7] ; [33 13],[53.28828829 11.71171171] ; [37.71171171  8.28828829],0
p6,1,0.030454,4.68347,[14 51] ; [ 3 43],[ 9.95495495 55.04504505] ; [ 7.04504505 38.95495495],0
a7,1,0.031761,4.611342,[38 28] ; [17 29],[32.41071429 33.58928571] ; [22.58928571 23.41071429],0
p4,1,0.036331,4.381497,[22 44] ; [ 7 38],[17.24324324 48.75675676] ; [11.75675676 33.24324324],0
n1,1,0.037558,4.324943,[ 5 18] ; [10  9],[ 8.21428571 14.78571429] ; [ 6.78571429 12.21428571],0
p1,1,0.046726,3.955226,[ 2 64] ; [ 6 41],[ 4.67256637 61.32743363] ; [ 3.32743363 43.67256637],0
b2,1,0.053854,3.71722,[11 29] ; [15 15],[14.85714286 25.14285714] ; [11.14285714 18.85714286],0
b3,1,0.053854,3.71722,[11 29] ; [15 15],[14.85714286 25.14285714] ; [11.14285714 18.85714286],0
p10,1,0.066327,3.371648,[39 26] ; [19 26],[34.27272727 30.72727273] ; [23.72727273 21.27272727],0
a6,1,0.072302,3.229959,[38 28] ; [19 28],[33.2920354 32.7079646] ; [23.7079646 23.2920354],0
s6,1,0.078169,3.102566,[32 34] ; [15 32],[27.45132743 38.54867257] ; [19.54867257 27.45132743],0
n5,1,0.078582,3.093993,[36 30] ; [32 13],[40.43243243 25.56756757] ; [27.56756757 17.43243243],0
a3,1,0.091444,2.848759,[36 29] ; [18 28],[31.62162162 33.37837838] ; [22.37837838 23.62162162],0
r3,1,0.104783,2.63119,[56  9] ; [34 12],[52.7027027 12.2972973] ; [37.2972973  8.7027027],0
s2,1,0.106745,2.601756,[25 40] ; [11 35],[21.08108108 43.91891892] ; [14.91891892 31.08108108],0
n4,1,0.109335,2.563801,[36 30] ; [32 14],[40.07142857 25.92857143] ; [27.92857143 18.07142857],0
a4,1,0.119308,2.42638,[16 49] ; [ 6 41],[12.76785714 52.23214286] ; [ 9.23214286 37.76785714],0
d3,1,0.125818,2.343355,[32 34] ; [16 31],[28.03539823 37.96460177] ; [19.96460177 27.03539823],0
s7,1,0.165316,1.924917,[18 43] ; [ 8 37],[14.96226415 46.03773585] ; [11.03773585 33.96226415],0
v2,1,0.180706,1.791808,[22 40] ; [10 33],[18.8952381 43.1047619] ; [13.1047619 29.8952381],0
p5,1,0.211654,1.56008,[ 5 61] ; [ 1 45],[ 3.53571429 62.46428571] ; [ 2.46428571 43.53571429],0
