Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,7.1e-05,15.795603,[24 21] ; [56  8],[33.02752294 11.97247706] ; [46.97247706 17.02752294],1
p4,1,0.004501,8.069563,[21 24] ; [47 17],[28.0733945 16.9266055] ; [39.9266055 24.0733945],0
p6,1,0.015356,5.87513,[13 31] ; [33 29],[19.09433962 24.90566038] ; [26.90566038 35.09433962],0
n6,1,0.018906,5.510204,[30 15] ; [54  9],[35. 10.] ; [49. 14.],0
b1,1,0.02402,5.093168,[26 19] ; [23 41],[20.2293578 24.7706422] ; [28.7706422 35.2293578],0
s6,1,0.050729,3.817192,[22 22] ; [42 19],[26.81904762 17.18095238] ; [37.18095238 23.81904762],0
a2,1,0.058342,3.583911,[ 8 37] ; [ 4 60],[ 4.95412844 40.04587156] ; [ 7.04587156 56.95412844],0
a3,1,0.060443,3.525182,[30 14] ; [32 32],[25.25925926 18.74074074] ; [36.74074074 27.25925926],0
p5,1,0.071394,3.250674,[ 3 42] ; [12 52],[ 6.19266055 38.80733945] ; [ 8.80733945 55.19266055],0
a8,1,0.100872,2.691708,[ 6 37] ; [ 3 59],[ 3.68571429 39.31428571] ; [ 5.31428571 56.68571429],0
p3,1,0.11428,2.494012,[22 23] ; [41 23],[26.00917431 18.99082569] ; [36.99082569 27.00917431],0
v4,1,0.121249,2.40111,[37  8] ; [58  5],[39.58333333  5.41666667] ; [55.41666667  7.58333333],0
n2,1,0.121447,2.398563,[13  2] ; [14  8],[10.94594595  4.05405405] ; [16.05405405  5.94594595],0
v1,1,0.122425,2.386014,[15 28] ; [32 32],[18.88785047 24.11214953] ; [28.11214953 35.88785047],0
p10,1,0.137646,2.204082,[30 15] ; [50 13],[33.33333333 11.66666667] ; [46.66666667 16.33333333],0
d2,1,0.152845,2.043629,[17 28] ; [16 48],[13.62385321 31.37614679] ; [19.37614679 44.62385321],0
p1,1,0.225262,1.470533,[ 2 43] ; [ 7 57],[ 3.71559633 41.28440367] ; [ 5.28440367 58.71559633],0
s3,1,0.228661,1.449174,[26 19] ; [29 34],[22.91666667 22.08333333] ; [32.08333333 30.91666667],0
n5,1,0.262946,1.253178,[27 18] ; [45 19],[29.72477064 15.27522936] ; [42.27522936 21.72477064],0
n1,1,0.275313,1.190083,[7 7] ; [ 7 15],[5.44444444 8.55555556] ; [ 8.55555556 13.44444444],0
v3,1,0.298698,1.08,[11 33] ; [22 42],[13.44444444 30.55555556] ; [19.55555556 44.44444444],0
