Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,77.805023,[248 107] ; [ 52 124],[200.56497175 154.43502825] ; [99.43502825 76.56497175],1
p6,1,0.0,56.55797,[176 180] ; [ 28 149],[136.25515947 219.74484053] ; [ 67.74484053 109.25515947],1
p3,1,0.0,42.371286,[225 131] ; [ 59 118],[189.68855535 166.31144465] ; [94.31144465 82.68855535],1
p4,1,0.0,41.046612,[264  92] ; [82 96],[230.66666667 125.33333333] ; [115.33333333  62.66666667],1
p2,1,0.0,26.078734,[327  29] ; [135  43],[308.  48.] ; [154.  24.],1
a3,1,0.000731,11.409195,[271  84] ; [111  67],[254.42776735 100.57223265] ; [127.57223265  50.42776735],1
s7,1,0.000839,11.152823,[184 153] ; [ 67 105],[166.1827112 170.8172888] ; [84.8172888 87.1827112],1
r1,1,0.001641,9.913721,[305  49] ; [133  44],[292.  62.] ; [146.  31.],0
a8,1,0.002198,9.376425,[ 58 259] ; [ 13 152],[ 46.69502075 270.30497925] ; [ 24.30497925 140.69502075],0
s6,1,0.002308,9.286574,[255  93] ; [106  70],[239.7480916 108.2519084] ; [121.2519084  54.7480916],0
s8,1,0.005473,7.716029,[173 181] ; [ 64 113],[158. 196.] ; [79. 98.],0
p11,1,0.005985,7.554939,[310  47] ; [138  40],[298.94579439  58.05420561] ; [149.05420561  28.94579439],0
v1,1,0.006767,7.33375,[206 141] ; [80 91],[191.58687259 155.41312741] ; [94.41312741 76.58687259],0
r4,1,0.011139,6.442962,[337  20] ; [157  21],[329.6411215  27.3588785] ; [164.3588785  13.6411215],0
r3,1,0.012193,6.282538,[347   6] ; [167  10],[342.34339623  10.65660377] ; [171.65660377   5.34339623],0
a2,1,0.013138,6.150417,[115 242] ; [ 39 139],[102.76261682 254.23738318] ; [ 51.23738318 126.76261682],0
p5,1,0.019039,5.497927,[ 54 302] ; [ 14 162],[ 45.5037594 310.4962406] ; [ 22.4962406 153.5037594],0
s5,1,0.021955,5.249384,[132 215] ; [ 47 122],[120.37403101 226.62596899] ; [ 58.62596899 110.37403101],0
a6,1,0.047622,3.923273,[286  69] ; [130  48],[277.07317073  77.92682927] ; [138.92682927  39.07317073],0
v4,1,0.051265,3.799591,[345   7] ; [169   9],[341.37358491  10.62641509] ; [172.62641509   5.37358491],0
n3,1,0.056057,3.650366,[47 10] ; [29 15],[42.89108911 14.10891089] ; [33.10891089 10.89108911],0
n4,1,0.063603,3.440838,[286  71] ; [130  48],[277.59252336  79.40747664] ; [138.40747664  39.59252336],0
a4,1,0.074324,3.184838,[169 187] ; [ 70 108],[159.33333333 196.66666667] ; [79.66666667 98.33333333],0
a5,1,0.0782,3.101928,[283  74] ; [129  49],[274.92336449  82.07663551] ; [137.07663551  40.92336449],0
